"author_id","author_name","institution_id","inst_name","num_articles","min_pubyear","max_pubyear","journals"
A5000004275,Hinrich Rüping,I114112103,Leibniz University Hannover,2,2013,2015,"{ZStW,ZStW}"
A5000078496,Friedemann Sternel,I185848579,E Ink (South Korea),1,2021,2021,{MDR}
A5000078496,Friedemann Sternel,I4210154893,Altrecht GGZ,3,2020,2021,"{MDR,MDR,MDR}"
A5000079383,Cyril H. Hergenröder,I67348948,Bayer (Germany),1,2023,2023,{JURA}
A5000089623,Markus C. Kerber,I4210161409,Berlin Heart (Germany),1,2005,2005,{ZGR}
A5000089623,Markus C. Kerber,I4210165067,Artistic Realization Technologies,1,2013,2013,{KJ}
A5000107718,Stefan Stehle,I4210097213,Stuttgart Observatory,1,2009,2009,{JURA}
A5000253339,Elizabeth L. Schubert,I188703185,GTx (United States),1,1968,1968,{ZRG}
A5000253345,Johannes Tellenbröker,I4210131029,Klinikum Bielefeld,1,2017,2017,{JURA}
A5000258203,Klaus Ulrich Schmolke,I149899117,Max Planck Society,5,2006,2011,"{ZGR,AcP,ZGR,JZ,EuR}"
A5000258203,Klaus Ulrich Schmolke,I158579660,European Centre for Minority Issues,1,2018,2018,{AG}
A5000258203,Klaus Ulrich Schmolke,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,3,2016,2020,"{ZGR,ZGR,ZGR}"
A5000258203,Klaus Ulrich Schmolke,I4210112296,Max Planck Institute for Comparative and International Private Law,5,2006,2011,"{ZGR,AcP,ZGR,JZ,EuR}"
A5000258203,Klaus Ulrich Schmolke,I4210121101,München Klinik,1,2018,2018,{AG}
A5000258203,Klaus Ulrich Schmolke,I8087733,University of Tübingen,1,2018,2018,{AG}
A5000258203,Klaus Ulrich Schmolke,I8204097,Ludwig-Maximilians-Universität München,1,2018,2018,{AG}
A5000298715,Hylkje de Jong,I114090438,Goethe University Frankfurt,1,2018,2018,{ZRG}
A5000298715,Hylkje de Jong,I1336375059,Goethe Institute,1,2018,2018,{ZRG}
A5000313839,Anne Christin Wietfeld,I20121455,Bielefeld University,2,2013,2014,"{JURA,JURA}"
A5000318895,Michael Funk,I114090438,Goethe University Frankfurt,1,2018,2018,{JURA}
A5000356142,Lena Kunz,I223822909,Heidelberg University,1,2017,2017,{JURA}
A5000395281,Martina Kutscha,I4210150117,Landesuntersuchungsamt Rheinland-Pfalz,1,1998,1998,{KJ}
A5000405777,Kai Lohse,I4210145373,Federal Supreme Court of Switzerland,4,2011,2018,"{JR,JR,JR,JR}"
A5000406086,Marcus Lutter,I135140700,University of Bonn,1,2021,2021,{ZGR}
A5000491427,Sebastian Müller,I4210154893,Altrecht GGZ,2,2011,2011,"{JURA,JURA}"
A5000520618,Bijan Fateh-Moghadam,I1850255,University of Basel,1,2020,2020,{ZStW}
A5000564874,Gregor Staechelin,I107257983,Darmstadt University of Applied Sciences,1,1998,1998,{KJ}
A5000564874,Gregor Staechelin,I114090438,Goethe University Frankfurt,1,1998,1998,{KJ}
A5000564874,Gregor Staechelin,I1336375059,Goethe Institute,1,1998,1998,{KJ}
A5000564874,Gregor Staechelin,I180437899,University of Bremen,1,1998,1998,{KJ}
A5000564874,Gregor Staechelin,I20121455,Bielefeld University,1,1998,1998,{KJ}
A5000564874,Gregor Staechelin,I4210154893,Altrecht GGZ,1,1995,1995,{KJ}
A5000578088,Claudio Franzius,I159176309,Universität Hamburg,1,2016,2016,{JURA}
A5000578088,Claudio Franzius,I39343248,Humboldt-Universität zu Berlin,1,2016,2016,{JURA}
A5000583320,Jun.-Prof. Dr. iur. Olaf Muthorst,I159176309,Universität Hamburg,1,2013,2013,{JURA}
A5000704041,Jan Wißling,I54009628,University of Bayreuth,1,2018,2018,{JURA}
A5000745694,Angela Kolbe,I4210139259,LVR-Klinik Köln,1,2009,2009,{KJ}
A5000747321,Joachim Scherer,I102335020,Karlsruhe Institute of Technology,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I106157433,University of Kassel,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I114090438,Goethe University Frankfurt,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I114112103,Leibniz University Hannover,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I149899117,Max Planck Society,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I154338468,University of Fribourg,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I184565670,Georgetown University,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I1850255,University of Basel,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I22465464,University of Münster,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I2800534741,Directorate-General for Energy,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I39343248,Humboldt-Universität zu Berlin,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I4210116730,Universitätsmedizin Göttingen,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I4210134579,Dana-Farber/Harvard Cancer Center,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I51556381,University of Virginia,1,2023,2023,{CR}
A5000747321,Joachim Scherer,I924572780,Praxis,1,2023,2023,{CR}
A5000761275,Johannes Pinkl,I90523175,Bucerius Law School,1,2013,2013,{JURA}
A5000800231,Frank Schreiber,I114090438,Goethe University Frankfurt,1,2013,2013,{KritV}
A5000827913,A. Peikert,I114112103,Leibniz University Hannover,1,2020,2020,{ZStW}
A5000853536,Márk Somos,I4210121101,München Klinik,9,2021,2023,"{ZaoRV,ZaoRV,ZaoRV,ZaoRV,ZaoRV,ZaoRV,ZaoRV,ZaoRV,ZaoRV}"
A5000853536,Márk Somos,I4210141359,Max Planck Institute for Comparative Public Law and International Law,2,2021,2023,"{ZaoRV,ZaoRV}"
A5000878103,Armin Hatje,I4210146570,Institut für Hochschulforschung,1,2019,2019,{EuR}
A5000900330,Lena Foljanty,I129774422,University of Vienna,1,2021,2021,{ZRG}
A5000900330,Lena Foljanty,I149899117,Max Planck Society,3,2013,2015,"{KJ,KritV,KJ}"
A5000900330,Lena Foljanty,I4210095813,Max Planck Institute for Legal History and Legal Theory,3,2013,2015,"{KJ,KritV,KJ}"
A5000917655,Christoph Albrecht,I189712700,University of Konstanz,1,2014,2014,{ZStW}
A5000928551,Markus Wagner,I200763008,University of Giessen,3,2019,2021,"{ZStW,JR,ZStW}"
A5001019434,Ivo Bach,I197323543,Johannes Gutenberg University Mainz,1,2009,2009,{JURA}
A5001028800,Maciej Jońca,I111702420,John Paul II Catholic University of Lublin,1,2020,2020,{ZRG}
A5001070905,Thomas Weigend,I180923762,University of Cologne,5,2014,2021,"{ZStW,ZStW,ZStW,ZStW,ZStW}"
A5001070905,Thomas Weigend,I4210139259,LVR-Klinik Köln,1,2004,2004,{ZStW}
A5001089347,Philipp Meinert,I76198965,Friedrich Schiller University Jena,1,2011,2011,{JURA}
A5001126166,Frauke Timm,I161103922,Philipps University of Marburg,1,2014,2014,{JR}
A5001143889,Valentina Volpe,I149899117,Max Planck Society,1,2017,2017,{ZaoRV}
A5001143889,Valentina Volpe,I4210141359,Max Planck Institute for Comparative Public Law and International Law,1,2017,2017,{ZaoRV}
A5001160913,Matthias Wallimann,I119916105,Augsburg University,1,2017,2017,{JR}
A5001160913,Matthias Wallimann,I179225836,University of Augsburg,1,2017,2017,{JR}
A5001167722,Daniel Effer-Uhe,I114090438,Goethe University Frankfurt,1,2017,2017,{JR}
A5001167722,Daniel Effer-Uhe,I180923762,University of Cologne,3,2012,2019,"{JURA,JR,JURA}"
A5001167722,Daniel Effer-Uhe,I223822909,Heidelberg University,1,2019,2019,{JURA}
A5001167722,Daniel Effer-Uhe,I44260953,Heinrich Heine University Düsseldorf,1,2012,2012,{JURA}
A5001329010,Herbert Roth,I223822909,Heidelberg University,1,2018,2018,{JR}
A5001329010,Herbert Roth,I60668342,University of Regensburg,2,2018,2019,"{JR,JR}"
A5001332148,Emil Lorenz,I904495901,Ruhr University Bochum,1,2021,2021,{JURA}
A5001339708,Konrad Beyerle,I172675005,Nanyang Technological University,1,1910,1910,"{ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG}"
A5001351568,Maximilian Finn Peters,I4210149873,"Ministry for Environment, Agriculture, Conservation and Consumer Protection",1,2022,2022,{JURA}
A5001383550,Luca Wimmer,I161046081,University of Freiburg,1,2018,2018,{JURA}
A5001389088,Laura Dittmar,I4210119533,Hans Böckler Foundation,1,2023,2023,{JR}
A5001416953,Stefan Fieberg,I135140700,University of Bonn,1,2009,2009,{JURA}
A5001418438,Jacob Joussen,I904495901,Ruhr University Bochum,3,2011,2019,"{JURA,JURA,JURA}"
A5001437770,Martina Fischer,I4210141944,College of Law and Business,1,2014,2014,{RdA}
A5001453229,Franziska Brachthäuser,I223822909,Heidelberg University,1,2014,2014,{KritV}
A5001453229,Franziska Brachthäuser,I39343248,Humboldt-Universität zu Berlin,1,2014,2014,{KritV}
A5001462141,Katharina Beißel,I22465464,University of Münster,1,2018,2018,{JURA}
A5001465745,Kyriakos N. Kotsoglou,I161046081,University of Freiburg,2,2014,2015,"{JZ,ZStW}"
A5001465745,Kyriakos N. Kotsoglou,I32394136,Northumbria University,1,2020,2020,{ZStW}
A5001478632,Johannes Natus,I89864525,Universität Trier,1,2014,2014,{JURA}
A5001486408,Jean Mohamed,I159176309,Universität Hamburg,3,2016,2021,"{JURA,JURA,ZaoRV}"
A5001486408,Jean Mohamed,I909854389,London School of Economics and Political Science,1,2021,2021,{ZaoRV}
A5001495407,Wolfgang Krämer,I1311688040,Amazon (United States),1,2023,2023,{MDR}
A5001495407,Wolfgang Krämer,I185848579,E Ink (South Korea),1,2021,2021,{MDR}
A5001495407,Wolfgang Krämer,I2801587414,Beilstein-Institut,1,2022,2022,{MDR}
A5001495407,Wolfgang Krämer,I4210087750,Amt für Umwelt,3,2022,2023,"{MDR,MDR,MDR}"
A5001495407,Wolfgang Krämer,I4210103463,Kraftanlagen (Germany),1,2020,2020,{MDR}
A5001495407,Wolfgang Krämer,I4210114088,Verwaltungs-Berufsgenossenschaft,1,2022,2022,{MDR}
A5001495407,Wolfgang Krämer,I4210120906,Institut für Handelsforschung,1,2020,2020,{MDR}
A5001495407,Wolfgang Krämer,I4210133928,Behörde für Gesundheit und Verbraucherschutz,1,2021,2021,{MDR}
A5001495407,Wolfgang Krämer,I4210150406,Institut für Soziale Arbeit,1,2021,2021,{MDR}
A5001495407,Wolfgang Krämer,I4210154816,Bundesamt für Wasserwirtschaft,1,2023,2023,{MDR}
A5001495407,Wolfgang Krämer,I4210154893,Altrecht GGZ,4,2020,2023,"{MDR,MDR,MDR,MDR}"
A5001495407,Wolfgang Krämer,I4210163259,Forschungs- und Beratungsstelle Arbeitswelt,1,2022,2022,{MDR}
A5001495407,Wolfgang Krämer,I97105231,Gratz College,1,2023,2023,{MDR}
A5001513132,Johan van der Walt,I186903577,University of Luxembourg,1,2015,2015,{KritV}
A5001549468,Carl-Friedrich Stuckenberg,I135140700,University of Bonn,5,2016,2019,"{ZStW,JR,ZStW,JR,JR}"
A5001549468,Carl-Friedrich Stuckenberg,I4210134943,"Max Planck Institute for the Study of Crime, Security and Law",1,2023,2023,{JR}
A5001549468,Carl-Friedrich Stuckenberg,I4210153150,Klinikum Saarbrücken,1,2009,2009,{JR}
A5001552170,Leon Radde,I36522303,Universität Greifswald,1,2018,2018,{JURA}
A5001560840,Paul Harenberg,I114090438,Goethe University Frankfurt,1,2021,2021,{JURA}
A5001567802,Professor Dr. Anne Röthel,I90523175,Bucerius Law School,1,2013,2013,{JURA}
A5001581140,Heinz Kammeier,I155976169,Witten/Herdecke University,1,2020,2020,{ZStW}
A5001631948,Nina Mruk,I22465464,University of Münster,1,2022,2022,{JURA}
A5001641826,Michael Lennartz,I4210160486,Bergmann und Partner Rechtsanwälte,1,2019,2019,{JR}
A5001648111,Stefan Dalmer,I114112103,Leibniz University Hannover,1,2022,2022,{JURA}
A5001650877,Frank Maurer,I4210097213,Stuttgart Observatory,1,2008,2008,{JR}
A5001657520,Anna-Viktoria Fretter,I91712215,Saarland University,1,2012,2012,{JURA}
A5001726429,Carolin Janson,I161046081,University of Freiburg,1,2022,2022,{JURA}
A5001726429,Carolin Janson,I4210112296,Max Planck Institute for Comparative and International Private Law,1,2022,2022,{JURA}
A5001732822,Lucas Gasser,I176453806,University of Potsdam,1,2020,2020,{JURA}
A5001740491,Michael Kilchling,I149899117,Max Planck Society,1,2002,2002,{NStZ}
A5001740491,Michael Kilchling,I4210134943,"Max Planck Institute for the Study of Crime, Security and Law",1,2002,2002,{NStZ}
A5001800385,Georg-Friedrich Güntge,I32021983,Kiel University,1,2021,2021,{JR}
A5001803701,Alfred Scheidler,I54009628,University of Bayreuth,3,2009,2012,"{JURA,JURA,JURA}"
A5001803701,Alfred Scheidler,I67348948,Bayer (Germany),2,2011,2012,"{JURA,JURA}"
A5001872969,Mohammad Erfan Zare,I44260953,Heinrich Heine University Düsseldorf,1,2010,2010,{JURA}
A5002023682,Andreas Wiebe,I102335020,Karlsruhe Institute of Technology,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I106157433,University of Kassel,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I114090438,Goethe University Frankfurt,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I114112103,Leibniz University Hannover,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I149899117,Max Planck Society,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I154338468,University of Fribourg,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I184565670,Georgetown University,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I1850255,University of Basel,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I22465464,University of Münster,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I2800534741,Directorate-General for Energy,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I39343248,Humboldt-Universität zu Berlin,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I4210116730,Universitätsmedizin Göttingen,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I4210134579,Dana-Farber/Harvard Cancer Center,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I51556381,University of Virginia,1,2023,2023,{CR}
A5002023682,Andreas Wiebe,I924572780,Praxis,1,2023,2023,{CR}
A5002058692,Thomas von Hippel,I4210112296,Max Planck Institute for Comparative and International Private Law,1,2008,2008,{JR}
A5002067243,Rahel Reichold,I8204097,Ludwig-Maximilians-Universität München,1,2012,2012,{JURA}
A5002089013,Christoph Bühler,I4210096263,Freiwillige Akademische Gesellschaft,1,2012,2012,{ZGR}
A5002097408,Bernd Schünemann,I8204097,Ludwig-Maximilians-Universität München,2,2012,2014,"{ZStW,ZStW}"
A5002123827,Ivo Rode,I2802249761,Catholic Distance University,1,1970,1970,{KJ}
A5002184270,Stefan Haack,I158579660,European Centre for Minority Issues,1,2005,2005,{KritV}
A5002200616,Oliver Nißing,I20121455,Bielefeld University,1,2011,2011,{JURA}
A5002204956,Hans-Jürgen Ahrens,I170658231,Osnabrück University,1,2020,2020,{JR}
A5002229179,Daniel Könen,I1335487337,Cologne Institute for Economic Research,1,2018,2018,{ZGR}
A5002229179,Daniel Könen,I180923762,University of Cologne,2,2018,2021,"{ZGR,JR}"
A5002283347,Peter Oestmann,I22465464,University of Münster,19,2020,2023,"{ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG}"
A5002283347,Peter Oestmann,I29236304,Advisory Board Company (United States),2,2021,2021,"{ZRG,ZRG}"
A5002283347,Peter Oestmann,I3039010084,Tamedia (Switzerland),1,2013,2013,{ZRG}
A5002283347,Peter Oestmann,I4210094019,ift Rosenheim,3,2021,2021,"{ZRG,ZRG,ZRG}"
A5002283347,Peter Oestmann,I4210115399,Institution de Lavigny,1,2023,2023,{ZRG}
A5002283347,Peter Oestmann,I4210125361,Walter de Gruyter (Germany),6,2021,2023,"{ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG}"
A5002283347,Peter Oestmann,I4210129850,Délégation Paris 6,4,2021,2023,"{ZRG,ZRG,ZRG,ZRG}"
A5002283347,Peter Oestmann,I86843133,University of Pamplona,1,2023,2023,{ZRG}
A5002322728,Leonie Steinl,I39343248,Humboldt-Universität zu Berlin,1,2021,2021,{ZStW}
A5002381326,Karl-Peter Sommermann,I96195991,German University of Administrative Sciences,1,2017,2017,{Verw}
A5002388665,Joachim Herrmann,I179225836,University of Augsburg,1,2014,2014,{ZStW}
A5002408282,Tony Grobe,I4210120885,Institut für Angewandte Trainingswissenschaft,1,2022,2022,{JURA}
A5002416445,Felix Schneider,I176453806,University of Potsdam,1,2012,2012,{JR}
A5002427612,Moritz Brinkmann,I135140700,University of Bonn,1,2011,2011,{JR}
A5002427612,Moritz Brinkmann,I3018559930,RAG Aktiengesellschaft (Germany),1,2021,2021,{AG}
A5002427612,Moritz Brinkmann,I8087733,University of Tübingen,1,2021,2021,{AG}
A5002427612,Moritz Brinkmann,I8204097,Ludwig-Maximilians-Universität München,1,2021,2021,{AG}
A5002438422,Marguerite Ronin,I1294671590,Centre National de la Recherche Scientifique,1,2021,2021,{ZRG}
A5002438422,Marguerite Ronin,I4210144585,Archéologies et Sciences de l’Antiquité,1,2021,2021,{ZRG}
A5002461008,Astrid Wallrabenstein,I16718484,Hess (United States),1,2017,2017,{KritV}
A5002473182,Jens Kleinschmidt,I149899117,Max Planck Society,1,2013,2013,{AcP}
A5002473182,Jens Kleinschmidt,I4210112296,Max Planck Institute for Comparative and International Private Law,1,2013,2013,{AcP}
A5002518867,Alfred Lorenzer,I129877168,Carl von Ossietzky Universität Oldenburg,1,1980,1980,{KJ}
A5002518867,Alfred Lorenzer,I161103922,Philipps University of Marburg,1,1980,1980,{KJ}
A5002559277,Peter-Josef Keßler,I52372536,Deutsches Institut für Normung,1,1944,1944,{ZRG}
A5002572673,Lukas Möller,I20121455,Bielefeld University,1,2022,2022,{JURA}
A5002634662,Matthias Trinks,I4210128277,Feuerwehr Dortmund,1,2016,2016,{JR}
A5002667650,Joseph Avril,I1294671590,Centre National de la Recherche Scientifique,1,1999,1999,{ZRG}
A5002670034,Sibylle Raasch,I4210087750,Amt für Umwelt,1,2000,2000,{KJ}
A5002670034,Sibylle Raasch,I4210088796,Science Wares (United States),1,2000,2000,{KJ}
A5002701357,Ekkehard Hofmann,I89864525,Universität Trier,1,2017,2017,{Verw}
A5002705704,Martin Otto,I120691247,University of Hagen,1,2019,2019,{ZRG}
A5002717329,Josef Wittmann,I223822909,Heidelberg University,1,2022,2022,{ZGR}
A5002737317,Oliver Vossius,I4210121101,München Klinik,1,2019,2019,{ZRG}
A5002740209,Ulrich Eisenberg,I4210161409,Berlin Heart (Germany),1,2005,2005,{JR}
A5002740209,Ulrich Eisenberg,I75951250,Freie Universität Berlin,2,2014,2018,"{JR,JR}"
A5002741296,Vincent Ludewig,I159176309,Universität Hamburg,1,2011,2011,{JURA}
A5002792743,Avlana Eisenberg,I103163165,Florida State University,1,2020,2020,{ZStW}
A5002842631,Elke Schmid,I4210121101,München Klinik,1,2023,2023,{ZaoRV}
A5002842631,Elke Schmid,I4210141359,Max Planck Institute for Comparative Public Law and International Law,1,2023,2023,{ZaoRV}
A5002844607,Wolfgang Hau,I186354981,University of Passau,1,2008,2008,{JR}
A5002850118,Hans-Jürgen Becker,I60668342,University of Regensburg,1,2021,2021,{ZRG}
A5002851677,Kurt Siehr,I149899117,Max Planck Society,4,2004,2020,"{RabelsZ,RabelsZ,RabelsZ,RabelsZ}"
A5002851677,Kurt Siehr,I4210112296,Max Planck Institute for Comparative and International Private Law,4,2004,2020,"{RabelsZ,RabelsZ,RabelsZ,RabelsZ}"
A5002879873,Christian Schrader,I201850948,Fulda University of Applied Sciences,1,2022,2022,{EuR}
A5002879873,Christian Schrader,I4210164944,Mettler-Toledo (United Kingdom),1,2022,2022,{EuR}
A5002921659,Jörn Lüdemann,I149899117,Max Planck Society,2,1997,2005,"{JZ,DVBI}"
A5002921659,Jörn Lüdemann,I4210136328,Max Planck Institute for Research on Collective Goods,2,1997,2005,"{JZ,DVBI}"
A5002955984,Georg Bitter,I177802217,University of Mannheim,1,2010,2010,{ZGR}
A5002984566,Matthias Kilian,I1311688040,Amazon (United States),1,2023,2023,{MDR}
A5002984566,Matthias Kilian,I185848579,E Ink (South Korea),1,2021,2021,{MDR}
A5002984566,Matthias Kilian,I2801587414,Beilstein-Institut,1,2022,2022,{MDR}
A5002984566,Matthias Kilian,I4210087750,Amt für Umwelt,3,2022,2023,"{MDR,MDR,MDR}"
A5002984566,Matthias Kilian,I4210103463,Kraftanlagen (Germany),1,2020,2020,{MDR}
A5002984566,Matthias Kilian,I4210114088,Verwaltungs-Berufsgenossenschaft,1,2022,2022,{MDR}
A5002984566,Matthias Kilian,I4210120906,Institut für Handelsforschung,1,2020,2020,{MDR}
A5002984566,Matthias Kilian,I4210133928,Behörde für Gesundheit und Verbraucherschutz,1,2021,2021,{MDR}
A5002984566,Matthias Kilian,I4210150406,Institut für Soziale Arbeit,1,2021,2021,{MDR}
A5002984566,Matthias Kilian,I4210154816,Bundesamt für Wasserwirtschaft,1,2023,2023,{MDR}
A5002984566,Matthias Kilian,I4210154893,Altrecht GGZ,4,2020,2023,"{MDR,MDR,MDR,MDR}"
A5002984566,Matthias Kilian,I4210163259,Forschungs- und Beratungsstelle Arbeitswelt,1,2022,2022,{MDR}
A5002984566,Matthias Kilian,I924572780,Praxis,2,2019,2019,"{MDR,MDR}"
A5002984566,Matthias Kilian,I97105231,Gratz College,1,2023,2023,{MDR}
A5003006921,Saber Meglalu,I180437899,University of Bremen,1,2018,2018,{JR}
A5003018752,Max Bär,I172675005,Nanyang Technological University,1,1891,1891,{ZRG}
A5003036861,Søren Frank Jensen,I124055696,University of Copenhagen,1,2022,2022,{ZRG}
A5003040578,Fabian Michl,I60668342,University of Regensburg,4,2012,2016,"{JZ,JURA,JURA,JURA}"
A5003040578,Fabian Michl,I67348948,Bayer (Germany),1,2010,2010,{JURA}
A5003040578,Fabian Michl,I97105231,Gratz College,1,2013,2013,{JZ}
A5003183796,Dian Schefold,I114090438,Goethe University Frankfurt,1,1985,1985,{KJ}
A5003183796,Dian Schefold,I114112103,Leibniz University Hannover,1,1982,1982,{KJ}
A5003183796,Dian Schefold,I129877168,Carl von Ossietzky Universität Oldenburg,1,1983,1983,{KJ}
A5003183796,Dian Schefold,I159176309,Universität Hamburg,1,1985,1985,{KJ}
A5003183796,Dian Schefold,I180437899,University of Bremen,3,1982,1985,"{KJ,KJ,KJ}"
A5003183796,Dian Schefold,I201850948,Fulda University of Applied Sciences,1,1985,1985,{KJ}
A5003183796,Dian Schefold,I4210142289,MVZ - Kurfürstendamm,1,1985,1985,{KJ}
A5003183796,Dian Schefold,I4210143049,Marine Acoustics (United States),1,1990,1990,{KJ}
A5003183796,Dian Schefold,I4210161409,Berlin Heart (Germany),1,1983,1983,{KJ}
A5003190047,Thomas M. J. Möllers,I179225836,University of Augsburg,3,2009,2013,"{JZ,JZ,ZGR,ZGR}"
A5003192417,Kirsi Salonen,I155660961,University of Turku,2,2020,2020,"{ZRG,ZRG}"
A5003199721,Johannes Schilling,I32021983,Kiel University,1,2021,2021,{ZRG}
A5003204879,Peter C. Lorson,I113456305,Leuphana University of Lüneburg,1,2015,2015,{ZGR}
A5003204879,Peter C. Lorson,I122228004,HTW Berlin - University of Applied Sciences,1,2020,2020,{ZGR}
A5003204879,Peter C. Lorson,I159176309,Universität Hamburg,1,2015,2015,{ZGR}
A5003204879,Peter C. Lorson,I190134885,Helmut Schmidt University,1,2015,2015,{ZGR}
A5003204879,Peter C. Lorson,I43980791,Clausthal University of Technology,1,2015,2015,{ZGR}
A5003204879,Peter C. Lorson,I4665924,University of Rostock,1,2015,2015,"{ZGR,ZGR}"
A5003232349,Franziska Weber,I159176309,Universität Hamburg,1,2017,2017,{Staat}
A5003246313,Adam Csukás,I21250087,Charles University,1,2020,2020,{ZRG}
A5003264082,Melodie H. Eichbauer,I2801014300,Florida Gulf Coast University,1,2020,2020,{ZRG}
A5003272945,Meris Sillaots,I56085075,University of Tartu,1,2011,2011,{ZStW}
A5003289926,Gerhard Thür,I135140700,University of Bonn,1,2002,2002,{ZRG}
A5003289926,Gerhard Thür,I138211613,Austrian Academy of Sciences,4,2020,2021,"{ZRG,ZRG,ZRG,ZRG}"
A5003289926,Gerhard Thür,I15766117,University of Graz,1,2002,2002,{ZRG}
A5003289926,Gerhard Thür,I285663978,Weatherford College,1,2006,2006,{ZRG}
A5003289926,Gerhard Thür,I4210092169,Institute for the Study of Ancient Culture,2,2020,2020,"{ZRG,ZRG}"
A5003289926,Gerhard Thür,I4210112296,Max Planck Institute for Comparative and International Private Law,1,2003,2003,{ZRG}
A5003289926,Gerhard Thür,I4210115175,AnthroTronix (United States),1,2003,2003,{ZRG}
A5003289926,Gerhard Thür,I4210127853,"Federal Ministry of Education, Science and Research",1,2002,2002,{ZRG}
A5003289926,Gerhard Thür,I4210149161,Sozialwissenschaftliche Forschung und Beratung,1,2010,2010,{ZRG}
A5003289926,Gerhard Thür,I4210154893,Altrecht GGZ,1,2002,2002,{ZRG}
A5003289926,Gerhard Thür,I91712215,Saarland University,1,2002,2002,{ZRG}
A5003296175,Jens Kleinschmidt,I149899117,Max Planck Society,3,2011,2013,"{RabelsZ,RabelsZ,RabelsZ}"
A5003296175,Jens Kleinschmidt,I4210112296,Max Planck Institute for Comparative and International Private Law,3,2011,2013,"{RabelsZ,RabelsZ,RabelsZ}"
A5003373110,Kristian Kühl,I4210133934,Bernstein Center for Computational Neuroscience Tübingen,1,2004,2004,{ZStW}
A5003381221,Manuela Rottmann,I114090438,Goethe University Frankfurt,1,1998,1998,{KJ}
A5003387618,Stefan Michel,I197323543,Johannes Gutenberg University Mainz,1,2019,2019,{JURA}
A5003404097,Luigi Pellecchi,I25217355,University of Pavia,1,2022,2022,{ZRG}
A5003411277,Volker Herbolsheimer,I904495901,Ruhr University Bochum,2,2017,2019,"{JURA,JURA}"
A5003579917,Daniel Klocke,I254029264,European University Viadrina,1,2015,2015,{JR}
A5003579917,Daniel Klocke,I68956291,Martin Luther University Halle-Wittenberg,1,2017,2017,{JR}
A5003579917,Daniel Klocke,I90697900,EBS University of Business and Law,20,2018,2023,"{JR,JURA,JR,JR,JR,JR,JR,JR,JR,JR,JR,JR,JR,JR,JR,JR,JR,JR,JR,JR}"
A5003714590,Alexander Eichener,I2802742261,Herzog College,1,1992,1992,{ZRG}
A5003719852,Tobias Schulte in den Bäumen,I114090438,Goethe University Frankfurt,1,2005,2005,{KritV}
A5003719852,Tobias Schulte in den Bäumen,I135140700,University of Bonn,1,2005,2005,{KritV}
A5003719852,Tobias Schulte in den Bäumen,I4210128066,Medizinisch Wissenschaftliche Verlagsgesellschaft (Germany),1,2005,2005,{KritV}
A5003719852,Tobias Schulte in den Bäumen,I4210149867,Institut für Pflanzenkultur (Germany),1,2005,2005,{KritV}
A5003726296,Heribert M. Anzinger,I196349391,Universität Ulm,2,2019,2021,"{ZGR,ZGR}"
A5003745005,Martin Loughlin,I909854389,London School of Economics and Political Science,1,2015,2015,{KritV}
A5003783872,Dagmar Coester-Waltjen,I4210116730,Universitätsmedizin Göttingen,1,2021,2021,{JR}
A5003788631,Florian Dirks,I4210106503,Landesarchiv,1,2021,2021,{ZRG}
A5003792736,Martina Rothermel,I926574661,Leipzig University,1,2016,2016,{JURA}
A5003813243,Robert Pest,I39343248,Humboldt-Universität zu Berlin,4,2014,2015,"{ZStW,JR,JR,JURA}"
