"abk","pubyear","item_id","item_id_cited","citing_pubyear","ref_pubyear","ref_is_also_in_goldstandard","ref_is_also_german_law"
JURA,2013,W2887705367,,,,,
JURA,2013,W2886022810,,,,,
JURA,2013,W4231871611,,,,,
JURA,2013,W4231851415,,,,,
JURA,2013,W2073158715,,,,,
JURA,2013,W4242785213,,,,,
JURA,2013,W4231658107,,,,,
JURA,2013,W4242206220,,,,,
JURA,2013,W4231524470,,,,,
JURA,2013,W2314658947,,,,,
JURA,2013,W4231359743,,,,,
JURA,2013,W4231104977,,,,,
JURA,2013,W2324600057,,,,,
JURA,2013,W4230981653,,,,,
JURA,2013,W4229878105,,,,,
JURA,2013,W2324805731,,,,,
JURA,2013,W4229658064,,,,,
JURA,2013,W4206336023,,,,,
JURA,2013,W2325037791,,,,,
JURA,2013,W2325084185,,,,,
JURA,2013,W4252309064,,,,,
JURA,2013,W3179783848,,,,,
JURA,2013,W3135119978,,,,,
JURA,2013,W2325262455,,,,,
JURA,2013,W1979392848,,,,,
JURA,2013,W1993607076,,,,,
JURA,2013,W2071289839,,,,,
JURA,2013,W2331756817,,,,,
JURA,2013,W2314716379,,,,,
JURA,2013,W2000755732,,,,,
JURA,2013,W2313748539,,,,,
JURA,2013,W2332347494,,,,,
JURA,2013,W2313136061,,,,,
JURA,2013,W2019394117,,,,,
JURA,2013,W2070052594,,,,,
JURA,2013,W2315119264,,,,,
JURA,2013,W4252376039,,,,,
JURA,2013,W2315278263,,,,,
JURA,2013,W2023774302,,,,,
JURA,2013,W2332925943,,,,,
JURA,2013,W2312582994,,,,,
JURA,2013,W2023981660,,,,,
JURA,2013,W2603989412,,,,,
JURA,2013,W4252423648,,,,,
JURA,2013,W2333388772,,,,,
JURA,2013,W2603816001,,,,,
JURA,2013,W2603807750,,,,,
JURA,2013,W4241151350,,,,,
JURA,2013,W2603688446,,,,,
JURA,2013,W2333619542,,,,,
JURA,2013,W2287716510,,,,,
JURA,2013,W1970511282,,,,,
JURA,2013,W2769330665,,,,,
JURA,2013,W2288811438,,,,,
JURA,2013,W2290403695,,,,,
JURA,2013,W2008094816,,,,,
JURA,2013,W2319018366,,,,,
JURA,2013,W2770254412,,,,,
JURA,2013,W2327913297,,,,,
JURA,2013,W2007804601,,,,,
JURA,2013,W2161610997,,,,,
JURA,2013,W2342947813,,,,,
JURA,2013,W2799451931,,,,,
JURA,2013,W2802512091,,,,,
JURA,2013,W2316252426,,,,,
JURA,2013,W2326002574,,,,,
JURA,2013,W2805245385,,,,,
JURA,2013,W2326208761,,,,,
JURA,2013,W1965270029,,,,,
JURA,2013,W2335678641,,,,,
JURA,2013,W2007265128,,,,,
JURA,2013,W2163561786,,,,,
JURA,2013,W1993251097,,,,,
JURA,2013,W4244161251,,,,,
JURA,2013,W4246715762,,,,,
JURA,2013,W2165317765,,,,,
JURA,2013,W4243518187,,,,,
JURA,2013,W2167506665,,,,,
JURA,2013,W4243799237,,,,,
JURA,2013,W2167955491,,,,,
JURA,2013,W2335298102,,,,,
JURA,2013,W2006241732,,,,,
JURA,2013,W2327321102,,,,,
JURA,2013,W2075695985,,,,,
JURA,2013,W2075101427,,,,,
JURA,2013,W2006142224,,,,,
JURA,2013,W2074701430,,,,,
JURA,2013,W1991493137,,,,,
JURA,2013,W2317179416,,,,,
JURA,2013,W2327340085,,,,,
JURA,2013,W2317434435,,,,,
JURA,2013,W4212763255,,,,,
JURA,2013,W1990214787,,,,,
JURA,2013,W2170468994,,,,,
JURA,2013,W2327961314,,,,,
JURA,2013,W2335474404,,,,,
JURA,2013,W4211210144,,,,,
JURA,2013,W1988250910,,,,,
JURA,2013,W2056975810,,,,,
JURA,2013,W4246411819,,,,,
JURA,2013,W2054018976,,,,,
JURA,2013,W2053185408,,,,,
JURA,2013,W1986691677,,,,,
JURA,2013,W2026472245,,,,,
JURA,2013,W1965042547,,,,,
JURA,2013,W2176119773,,,,,
JURA,2013,W2176593976,,,,,
JURA,2013,W2031625416,,,,,
JURA,2013,W2158060858,,,,,
JURA,2013,W4213287992,,,,,
JURA,2013,W2318708415,,,,,
JURA,2013,W2283405985,,,,,
JURA,2013,W4247342667,,,,,
JURA,2013,W2318752446,,,,,
JURA,2013,W4236894391,,,,,
JURA,2013,W2599397637,,,,,
JURA,2013,W2599696163,,,,,
JURA,2013,W2331327486,,,,,
JURA,2013,W2320273131,,,,,
JURA,2013,W2599784930,,,,,
JURA,2013,W4248729029,,,,,
JURA,2013,W2328788648,,,,,
JURA,2013,W4236192517,,,,,
JURA,2013,W1760845791,,,,,
JURA,2013,W2599826678,,,,,
JURA,2013,W4233634933,,,,,
JURA,2013,W2744875953,,,,,
JURA,2013,W2786645182,,,,,
JURA,2013,W2600090206,,,,,
JURA,2013,W4247981219,,,,,
JURA,2013,W2321033589,,,,,
JURA,2013,W2600473131,,,,,
JURA,2013,W4237191348,,,,,
JURA,2013,W2600926808,,,,,
JURA,2013,W4237497022,,,,,
JURA,2013,W4247776435,,,,,
JURA,2013,W2601181396,,,,,
JURA,2013,W2810137653,,,,,
JURA,2013,W2119762824,,,,,
JURA,2013,W2329272094,,,,,
JURA,2013,W4249051119,,,,,
JURA,2013,W2119575894,,,,,
JURA,2013,W1982251462,,,,,
JURA,2013,W2092515800,,,,,
JURA,2013,W2091670590,,,,,
JURA,2013,W2892159530,,,,,
JURA,2013,W1984466064,,,,,
JURA,2013,W2601316956,,,,,
JURA,2013,W2331413919,,,,,
JURA,2013,W1983595274,,,,,
JURA,2013,W2917861391,,,,,
JURA,2013,W2892179424,,,,,
JURA,2013,W2014404123,,,,,
JURA,2013,W2129762616,,,,,
JURA,2013,W2088959591,,,,,
JURA,2013,W2330631940,,,,,
JURA,2013,W2011744496,,,,,
JURA,2013,W4233849624,,,,,
JURA,2013,W2329672956,,,,,
JURA,2013,W2043175594,,,,,
JURA,2013,W2136557460,,,,,
JURA,2013,W4233782632,,,,,
JURA,2013,W2597551443,,,,,
JURA,2013,W2331404092,,,,,
JURA,2013,W2035167205,,,,,
JURA,2013,W2597650964,,,,,
JURA,2013,W2597687333,,,,,
JURA,2013,W2145692424,,,,,
JURA,2013,W2891911033,,,,,
JURA,2013,W2601595181,,,,,
JURA,2013,W2597959898,,,,,
JURA,2013,W2598404728,,,,,
JURA,2013,W2041138257,,,,,
JURA,2013,W2322187578,,,,,
JURA,2013,W2322221460,,,,,
JURA,2013,W2598485698,,,,,
JURA,2013,W2319814835,,,,,
JURA,2013,W2013785694,,,,,
JURA,2013,W2599290190,,,,,
JURA,2014,W4236947109,,,,,
JURA,2014,W2042367619,,,,,
JURA,2014,W2042460977,,,,,
JURA,2014,W2043182419,,,,,
JURA,2014,W2043588193,,,,,
JURA,2014,W2061041889,,,,,
JURA,2014,W2061498475,,,,,
JURA,2014,W2061855517,,,,,
JURA,2014,W2062089774,,,,,
JURA,2014,W2062373312,,,,,
JURA,2014,W2062853107,,,,,
JURA,2014,W2013404784,,,,,
JURA,2014,W4251231846,,,,,
JURA,2014,W2010923016,,,,,
JURA,2014,W2089242837,,,,,
JURA,2014,W2010395078,,,,,
JURA,2014,W1985115343,,,,,
JURA,2014,W2091398290,,,,,
JURA,2014,W2118853076,,,,,
JURA,2014,W2120457520,,,,,
JURA,2014,W1983287031,,,,,
JURA,2014,W1983234519,,,,,
JURA,2014,W2147038453,,,,,
JURA,2014,W2319864044,,,,,
JURA,2014,W2319895641,,,,,
JURA,2014,W2319938555,,,,,
JURA,2014,W2320152067,,,,,
JURA,2014,W2320753940,,,,,
JURA,2014,W1982746686,,,,,
JURA,2014,W2321444832,,,,,
JURA,2014,W2321860127,,,,,
JURA,2014,W2322185265,,,,,
JURA,2014,W2329082729,,,,,
JURA,2014,W2329570419,,,,,
JURA,2014,W2329882207,,,,,
JURA,2014,W2330629160,,,,,
JURA,2014,W2331150057,,,,,
JURA,2014,W2331224368,,,,,
JURA,2014,W2331372506,,,,,
JURA,2014,W4237495262,,,,,
JURA,2014,W1980325702,,,,,
JURA,2014,W1979855304,,,,,
JURA,2014,W4247744377,,,,,
JURA,2014,W2978511054,,,,,
JURA,2014,W4248375356,,,,,
JURA,2014,W4236597424,,,,,
JURA,2014,W4236560644,,,,,
JURA,2014,W4249292704,,,,,
JURA,2014,W4250009476,,,,,
JURA,2014,W2916786204,,,,,
JURA,2014,W4250445752,,,,,
JURA,2014,W4236087124,,,,,
JURA,2014,W4235539234,,,,,
JURA,2014,W2034430316,,,,,
JURA,2014,W4234688680,,,,,
JURA,2014,W2035853827,,,,,
JURA,2014,W4251467074,,,,,
JURA,2014,W2039590882,,,,,
JURA,2014,W2040283893,,,,,
JURA,2014,W2104322129,,,,,
JURA,2014,W2315779201,,,,,
JURA,2014,W2324288220,,,,,
JURA,2014,W4242106899,,,,,
JURA,2014,W2325086547,,,,,
JURA,2014,W2331812630,,,,,
JURA,2014,W2332252583,,,,,
JURA,2014,W2070333646,,,,,
JURA,2014,W2332623840,,,,,
JURA,2014,W2332696097,,,,,
JURA,2014,W2069970918,,,,,
JURA,2014,W2069862432,,,,,
JURA,2014,W2069353150,,,,,
JURA,2014,W2334028645,,,,,
JURA,2014,W2334557128,,,,,
JURA,2014,W2334748821,,,,,
JURA,2014,W2050412104,,,,,
JURA,2014,W2046389236,,,,,
JURA,2014,W2044191360,,,,,
JURA,2014,W2025316058,,,,,
JURA,2014,W2022938848,,,,,
JURA,2014,W1997869088,,,,,
JURA,2014,W1996258053,,,,,
JURA,2014,W1995245964,,,,,
JURA,2014,W1994832769,,,,,
JURA,2014,W1994528772,,,,,
JURA,2014,W1979084897,,,,,
JURA,2014,W1978561835,,,,,
JURA,2014,W1975697125,,,,,
JURA,2014,W1974533657,,,,,
JURA,2014,W1974321484,,,,,
JURA,2014,W1973603233,,,,,
JURA,2014,W4205835856,,,,,
JURA,2014,W4206090611,,,,,
JURA,2014,W4206157228,,,,,
JURA,2014,W4206426198,,,,,
JURA,2014,W4210317493,,,,,
JURA,2014,W4229727811,,,,,
JURA,2014,W4229838242,,,,,
JURA,2014,W4231723208,,,,,
JURA,2014,W4231795993,,,,,
JURA,2014,W4232725689,,,,,
JURA,2014,W4237614323,,,,,
JURA,2014,W4239291167,,,,,
JURA,2014,W4239585197,,,,,
JURA,2014,W4241058748,,,,,
JURA,2014,W4255646445,,,,,
JURA,2014,W4239984179,,,,,
JURA,2014,W4240064139,,,,,
JURA,2014,W4253120808,,,,,
JURA,2014,W4252543508,,,,,
JURA,2014,W2117618500,,,,,
JURA,2014,W2312381205,,,,,
JURA,2014,W2312412937,,,,,
JURA,2014,W2313244176,,,,,
JURA,2014,W2313663894,,,,,
JURA,2014,W2313673120,,,,,
JURA,2014,W2106199900,,,,,
JURA,2014,W2058632504,,,,,
JURA,2014,W2010186140,,,,,
JURA,2014,W2009900911,,,,,
JURA,2014,W2005551085,,,,,
JURA,2014,W2236263669,,,,,
JURA,2014,W2292107742,,,,,
JURA,2014,W2004385803,,,,,
JURA,2014,W2003030676,,,,,
JURA,2014,W2002595280,,,,,
JURA,2014,W2316477131,,,,,
JURA,2014,W1993268731,,,,,
JURA,2014,W1992969358,,,,,
JURA,2014,W2316809031,,,,,
JURA,2014,W1992415526,,,,,
JURA,2014,W1992220902,,,,,
JURA,2014,W1967026060,,,,,
JURA,2014,W2317056890,,,,,
JURA,2014,W1991102103,,,,,
JURA,2014,W2346604566,,,,,
JURA,2014,W2318044545,,,,,
JURA,2014,W1967156237,,,,,
JURA,2014,W1971458707,,,,,
JURA,2014,W2318715514,,,,,
JURA,2014,W2318735030,,,,,
JURA,2014,W2318788725,,,,,
JURA,2014,W4245482269,,,,,
JURA,2014,W2318873849,,,,,
JURA,2014,W2335281095,,,,,
JURA,2014,W2319035576,,,,,
JURA,2014,W4244997361,,,,,
JURA,2014,W4244666342,,,,,
JURA,2014,W1969588246,,,,,
JURA,2014,W2326464921,,,,,
JURA,2014,W1968986248,,,,,
JURA,2014,W4211047928,,,,,
JURA,2014,W2326766646,,,,,
JURA,2014,W1968873948,,,,,
JURA,2014,W2327000411,,,,,
JURA,2014,W2327066963,,,,,
JURA,2014,W2327103998,,,,,
JURA,2014,W4243646675,,,,,
JURA,2014,W4211158068,,,,,
JURA,2014,W2074791499,,,,,
JURA,2014,W2060708818,,,,,
JURA,2014,W4211202106,,,,,
JURA,2014,W2060002203,,,,,
JURA,2014,W2059414737,,,,,
JURA,2014,W2029288632,,,,,
JURA,2014,W2081639592,,,,,
JURA,2014,W2081869466,,,,,
JURA,2014,W2057187075,,,,,
JURA,2014,W2082606787,,,,,
JURA,2014,W2056948744,,,,,
JURA,2014,W2052422322,,,,,
JURA,2014,W2032746256,,,,,
JURA,2014,W2149467037,,,,,
JURA,2014,W2328678428,,,,,
JURA,2014,W2335216395,,,,,
JURA,2015,W2563309773,,,,,
JURA,2015,W1986363545,,,,,
JURA,2015,W2161709772,,,,,
JURA,2015,W2312229226,,,,,
JURA,2015,W2312322514,,,,,
JURA,2015,W2316400346,,,,,
JURA,2015,W2316555839,,,,,
JURA,2015,W2316947456,,,,,
JURA,2015,W2316990308,,,,,
JURA,2015,W2317600373,,,,,
JURA,2015,W2317658207,,,,,
JURA,2015,W2318191817,,,,,
JURA,2015,W2318242174,,,,,
JURA,2015,W2318790029,,,,,
JURA,2015,W2318820654,,,,,
JURA,2015,W2318962803,,,,,
JURA,2015,W2319199283,,,,,
JURA,2015,W2326095561,,,,,
JURA,2015,W2326679597,,,,,
JURA,2015,W2327535284,,,,,
JURA,2015,W2327558056,,,,,
JURA,2015,W2328298359,,,,,
JURA,2015,W2328548871,,,,,
JURA,2015,W2335244090,,,,,
JURA,2015,W2335394165,,,,,
JURA,2015,W2335622333,,,,,
JURA,2015,W2335670263,,,,,
JURA,2015,W2341498264,,,,,
JURA,2015,W2515630059,,,,,
JURA,2015,W2517488724,,,,,
JURA,2015,W2517722475,,,,,
JURA,2015,W2520412357,,,,,
JURA,2015,W2520647844,,,,,
JURA,2015,W2521884549,,,,,
JURA,2015,W2524357753,,,,,
JURA,2015,W2562726259,,,,,
JURA,2015,W2562755571,,,,,
JURA,2015,W2562766593,,,,,
JURA,2015,W2562771331,,,,,
JURA,2015,W2562805532,,,,,
JURA,2015,W2562880077,,,,,
JURA,2015,W2562902011,,,,,
JURA,2015,W2562954667,,,,,
JURA,2015,W2562986900,,,,,
JURA,2015,W2562996681,,,,,
JURA,2015,W2562997620,,,,,
JURA,2015,W2563086610,,,,,
JURA,2015,W2563111803,,,,,
JURA,2015,W2563180764,,,,,
JURA,2015,W2563239261,,,,,
JURA,2015,W2563496808,,,,,
JURA,2015,W2563504668,,,,,
JURA,2015,W2563589021,,,,,
JURA,2015,W2563694477,,,,,
JURA,2015,W2563802919,,,,,
JURA,2015,W2563894615,,,,,
JURA,2015,W2563922098,,,,,
JURA,2015,W2563931844,,,,,
JURA,2015,W2564089838,,,,,
JURA,2015,W2564164242,,,,,
JURA,2015,W2564188902,,,,,
JURA,2015,W2564241635,,,,,
JURA,2015,W2567086210,,,,,
JURA,2015,W2567118019,,,,,
JURA,2015,W2567170099,,,,,
JURA,2015,W2567186889,,,,,
JURA,2015,W2567196214,,,,,
JURA,2015,W2567222552,,,,,
JURA,2015,W2567272904,,,,,
JURA,2015,W2567294648,,,,,
JURA,2015,W2567307120,,,,,
JURA,2015,W2567362837,,,,,
JURA,2015,W2567408767,,,,,
JURA,2015,W2567582513,,,,,
JURA,2015,W2567594230,,,,,
JURA,2015,W2567600385,,,,,
JURA,2015,W2567616140,,,,,
JURA,2015,W2767118738,,,,,
JURA,2015,W2802326125,,,,,
JURA,2015,W2805150129,,,,,
JURA,2015,W2903764683,,,,,
JURA,2015,W2903806083,,,,,
JURA,2015,W2903913296,,,,,
JURA,2015,W2904117349,,,,,
JURA,2015,W2904711039,,,,,
JURA,2015,W2904791388,,,,,
JURA,2015,W2904994470,,,,,
JURA,2015,W2905142797,,,,,
JURA,2015,W2905534080,,,,,
JURA,2015,W4243504169,,,,,
JURA,2015,W4244193335,,,,,
JURA,2015,W4244768276,,,,,
JURA,2015,W4245411297,,,,,
JURA,2015,W4245639560,,,,,
JURA,2015,W4245951032,,,,,
JURA,2015,W4246715154,,,,,
JURA,2015,W2329280347,,,,,
JURA,2015,W2330002522,,,,,
JURA,2015,W2330120976,,,,,
JURA,2015,W2330137868,,,,,
JURA,2015,W2330444830,,,,,
JURA,2015,W2330641518,,,,,
JURA,2015,W2917876230,,,,,
JURA,2015,W2899650151,,,,,
JURA,2015,W2916504414,,,,,
JURA,2015,W4251125033,,,,,
JURA,2015,W2330972294,,,,,
JURA,2015,W1614147017,,,,,
JURA,2015,W2319593150,,,,,
JURA,2015,W2331038862,,,,,
JURA,2015,W2561112403,,,,,
JURA,2015,W2320926739,,,,,
JURA,2015,W2472179822,,,,,
JURA,2015,W2561130820,,,,,
JURA,2015,W2561144217,,,,,
JURA,2015,W2560940640,,,,,
JURA,2015,W2469888863,,,,,
JURA,2015,W2560863345,,,,,
JURA,2015,W2561185913,,,,,
JURA,2015,W2321007473,,,,,
JURA,2015,W2561257194,,,,,
JURA,2015,W2561312611,,,,,
JURA,2015,W2560946999,,,,,
JURA,2015,W2561355291,,,,,
JURA,2015,W2564270171,,,,,
JURA,2015,W2321594503,,,,,
JURA,2015,W2464526050,,,,,
JURA,2015,W1901662315,,,,,
JURA,2015,W4247710647,,,,,
JURA,2015,W4247677486,,,,,
JURA,2015,W4252224834,,,,,
JURA,2015,W2319797805,,,,,
JURA,2015,W2783356018,,,,,
JURA,2015,W2780278811,,,,,
JURA,2015,W2750576804,,,,,
JURA,2015,W2747328900,,,,,
JURA,2015,W2745933386,,,,,
JURA,2015,W2320426734,,,,,
JURA,2015,W2564379060,,,,,
JURA,2015,W2321644189,,,,,
JURA,2015,W2564424810,,,,,
JURA,2015,W2561006689,,,,,
JURA,2015,W2564575026,,,,,
JURA,2015,W2564584107,,,,,
JURA,2015,W2561007649,,,,,
JURA,2015,W2564702696,,,,,
JURA,2015,W2564708946,,,,,
JURA,2015,W2561023250,,,,,
JURA,2015,W2560864932,,,,,
JURA,2015,W2561080225,,,,,
JURA,2015,W2564900382,,,,,
JURA,2015,W2564902081,,,,,
JURA,2015,W2564914727,,,,,
JURA,2015,W2564953080,,,,,
JURA,2015,W2321646995,,,,,
JURA,2015,W2564980021,,,,,
JURA,2015,W2564986471,,,,,
JURA,2015,W2561089873,,,,,
JURA,2015,W2565047928,,,,,
JURA,2015,W2565093347,,,,,
JURA,2015,W2321731066,,,,,
JURA,2015,W2565111717,,,,,
JURA,2015,W2561094616,,,,,
JURA,2015,W2565127267,,,,,
JURA,2015,W2565195744,,,,,
JURA,2015,W2565291222,,,,,
JURA,2015,W2565297033,,,,,
JURA,2015,W2565303761,,,,,
JURA,2015,W2565308809,,,,,
JURA,2015,W2565360230,,,,,
JURA,2015,W2565364567,,,,,
JURA,2015,W2565366535,,,,,
JURA,2015,W2320483229,,,,,
JURA,2015,W2565381644,,,,,
JURA,2015,W2565402189,,,,,
JURA,2015,W2565406271,,,,,
JURA,2015,W4236055754,,,,,
JURA,2015,W2917491020,,,,,
JURA,2015,W2322178340,,,,,
JURA,2015,W2322233255,,,,,
JURA,2015,W4233744478,,,,,
JURA,2015,W2328710338,,,,,
JURA,2015,W2328877822,,,,,
JURA,2015,W2092105336,,,,,
JURA,2015,W4252218617,,,,,
JURA,2015,W4249195810,,,,,
JURA,2015,W2329204765,,,,,
JURA,2015,W4232003413,,,,,
JURA,2015,W2324025714,,,,,
JURA,2015,W2324079290,,,,,
JURA,2015,W2324212313,,,,,
JURA,2015,W2312545788,,,,,
JURA,2015,W2312453628,,,,,
JURA,2015,W2324300894,,,,,
JURA,2015,W4231625007,,,,,
JURA,2015,W4231559946,,,,,
JURA,2015,W2324337000,,,,,
JURA,2015,W2607268442,,,,,
JURA,2015,W2324539715,,,,,
JURA,2015,W4241824134,,,,,
JURA,2015,W4230139086,,,,,
JURA,2015,W2324825081,,,,,
JURA,2015,W2314713822,,,,,
JURA,2015,W4240147512,,,,,
JURA,2015,W2915860010,,,,,
JURA,2015,W2313829413,,,,,
JURA,2015,W2325316917,,,,,
JURA,2015,W4252827654,,,,,
JURA,2015,W2314856039,,,,,
JURA,2015,W4253153928,,,,,
JURA,2015,W4253158902,,,,,
JURA,2015,W2315605103,,,,,
JURA,2015,W2332786266,,,,,
JURA,2015,W4253357452,,,,,
JURA,2015,W4240798392,,,,,
JURA,2015,W2562095916,,,,,
JURA,2015,W2561522564,,,,,
JURA,2015,W2562197788,,,,,
JURA,2015,W2562218300,,,,,
JURA,2015,W4254045632,,,,,
JURA,2015,W2562261315,,,,,
JURA,2015,W2562262391,,,,,
JURA,2015,W2562280639,,,,,
JURA,2015,W2562290874,,,,,
JURA,2015,W2562324127,,,,,
JURA,2015,W2562373628,,,,,
JURA,2015,W2562379425,,,,,
JURA,2015,W2561535646,,,,,
JURA,2015,W2561422450,,,,,
JURA,2015,W2561557722,,,,,
JURA,2015,W2561564427,,,,,
JURA,2015,W2562638407,,,,,
JURA,2015,W2561437190,,,,,
JURA,2015,W2565460936,,,,,
JURA,2015,W2565490507,,,,,
JURA,2015,W2334557467,,,,,
JURA,2015,W2561668151,,,,,
JURA,2015,W2565595886,,,,,
JURA,2015,W2565600195,,,,,
JURA,2015,W2565608882,,,,,
JURA,2015,W2561673614,,,,,
JURA,2015,W4254476181,,,,,
JURA,2015,W2565677229,,,,,
JURA,2015,W2561451381,,,,,
JURA,2015,W2561760658,,,,,
JURA,2015,W2565885392,,,,,
JURA,2015,W2316079215,,,,,
JURA,2015,W2565937305,,,,,
JURA,2015,W2565968983,,,,,
JURA,2015,W2565985684,,,,,
JURA,2015,W2566004346,,,,,
JURA,2015,W2566018477,,,,,
JURA,2015,W2561468481,,,,,
JURA,2015,W2566042365,,,,,
JURA,2015,W2314420880,,,,,
JURA,2015,W2561784704,,,,,
JURA,2015,W2566073655,,,,,
JURA,2015,W2566109194,,,,,
JURA,2015,W2566135951,,,,,
JURA,2015,W2322320073,,,,,
JURA,2015,W2566277357,,,,,
JURA,2015,W2314138093,,,,,
JURA,2015,W2566306976,,,,,
JURA,2015,W2566329737,,,,,
JURA,2015,W2566355928,,,,,
JURA,2015,W2566436147,,,,,
JURA,2015,W2561810922,,,,,
JURA,2015,W2561889078,,,,,
JURA,2015,W2566564122,,,,,
JURA,2015,W2566587599,,,,,
JURA,2015,W4255654053,,,,,
JURA,2015,W2322394568,,,,,
JURA,2015,W2566709974,,,,,
JURA,2015,W2322421983,,,,,
JURA,2015,W2561515676,,,,,
JURA,2015,W2334595675,,,,,
JURA,2015,W4241113653,,,,,
JURA,2015,W2334149178,,,,,
JURA,2015,W2333926091,,,,,
JURA,2015,W2333918147,,,,,
JURA,2015,W2561980504,,,,,
JURA,2015,W4254014981,,,,,
JURA,2015,W2333614947,,,,,
JURA,2015,W2562003050,,,,,
JURA,2015,W4256159595,,,,,
JURA,2015,W2333034343,,,,,
JURA,2015,W2322604864,,,,,
JURA,2015,W4239982681,,,,,
JURA,2015,W2322692236,,,,,
JURA,2015,W2322916187,,,,,
JURA,2015,W2323254036,,,,,
JURA,2015,W2313038201,,,,,
JURA,2015,W2312971033,,,,,
JURA,2015,W2323481556,,,,,
JURA,2015,W4238644790,,,,,
JURA,2015,W2312962392,,,,,
JURA,2015,W2315255650,,,,,
JURA,2015,W4232284395,,,,,
JURA,2015,W2315307069,,,,,
JURA,2016,W2566512666,,,,,
JURA,2016,W2514876153,,,,,
JURA,2016,W2515042266,,,,,
JURA,2016,W2561535841,,,,,
JURA,2016,W2561633740,,,,,
JURA,2016,W2561680029,,,,,
JURA,2016,W2561781021,,,,,
JURA,2016,W2561920768,,,,,
JURA,2016,W2562157909,,,,,
JURA,2016,W2562405690,,,,,
JURA,2016,W2562406151,,,,,
JURA,2016,W2562524442,,,,,
JURA,2016,W2562592102,,,,,
JURA,2016,W2565420365,,,,,
JURA,2016,W2565561025,,,,,
JURA,2016,W2565561856,,,,,
JURA,2016,W2565665646,,,,,
JURA,2016,W2565698305,,,,,
JURA,2016,W2565766457,,,,,
JURA,2016,W2566039552,,,,,
JURA,2016,W2566059654,,,,,
JURA,2016,W2513930337,,,,,
JURA,2016,W2566546472,,,,,
JURA,2016,W2566833718,,,,,
JURA,2016,W2566851543,,,,,
JURA,2016,W2333806030,,,,,
JURA,2016,W2333772164,,,,,
JURA,2016,W2333585766,,,,,
JURA,2016,W4241296237,,,,,
JURA,2016,W2332410493,,,,,
JURA,2016,W2332153711,,,,,
JURA,2016,W4241737901,,,,,
JURA,2016,W4252707256,,,,,
JURA,2016,W4240529467,,,,,
JURA,2016,W2325245530,,,,,
JURA,2016,W2325175334,,,,,
JURA,2016,W2324876439,,,,,
JURA,2016,W2313916315,,,,,
JURA,2016,W4242769664,,,,,
JURA,2016,W2324451380,,,,,
JURA,2016,W4231572085,,,,,
JURA,2016,W4232232103,,,,,
JURA,2016,W4232579902,,,,,
JURA,2016,W4233224628,,,,,
JURA,2016,W4237898091,,,,,
JURA,2016,W4238942192,,,,,
JURA,2016,W4238958481,,,,,
JURA,2016,W4239064188,,,,,
JURA,2016,W2323884531,,,,,
JURA,2016,W2315048104,,,,,
JURA,2016,W4255767154,,,,,
JURA,2016,W2314181407,,,,,
JURA,2016,W4255177946,,,,,
JURA,2016,W2316053991,,,,,
JURA,2016,W4254472336,,,,,
JURA,2016,W2315605561,,,,,
JURA,2016,W4253389906,,,,,
JURA,2016,W4253374216,,,,,
JURA,2016,W2493519247,,,,,
JURA,2016,W2493635596,,,,,
JURA,2016,W2494108606,,,,,
JURA,2016,W2494770166,,,,,
JURA,2016,W2495852029,,,,,
JURA,2016,W2501519634,,,,,
JURA,2016,W2502166935,,,,,
JURA,2016,W2504724168,,,,,
JURA,2016,W2507235878,,,,,
JURA,2016,W2507284868,,,,,
JURA,2016,W2507559472,,,,,
JURA,2016,W2508375867,,,,,
JURA,2016,W2508813147,,,,,
JURA,2016,W2508850459,,,,,
JURA,2016,W2509023486,,,,,
JURA,2016,W2509030842,,,,,
JURA,2016,W2509063990,,,,,
JURA,2016,W2509218213,,,,,
JURA,2016,W2509357917,,,,,
JURA,2016,W2509751818,,,,,
JURA,2016,W2510303138,,,,,
JURA,2016,W2510528257,,,,,
JURA,2016,W2510685350,,,,,
JURA,2016,W2510737729,,,,,
JURA,2016,W2511038491,,,,,
JURA,2016,W2511377797,,,,,
JURA,2016,W2511510445,,,,,
JURA,2016,W2511621588,,,,,
JURA,2016,W2511881709,,,,,
JURA,2016,W2512554195,,,,,
JURA,2016,W2512647265,,,,,
JURA,2016,W2512680064,,,,,
JURA,2016,W2512947786,,,,,
JURA,2016,W2513081939,,,,,
JURA,2016,W2513326363,,,,,
JURA,2016,W2513344647,,,,,
JURA,2016,W2513459170,,,,,
JURA,2016,W2513841405,,,,,
JURA,2016,W2513858446,,,,,
JURA,2016,W2563238204,,,,,
JURA,2016,W2356491494,,,,,
JURA,2016,W2378482482,,,,,
JURA,2016,W2563428695,,,,,
JURA,2016,W2563451948,,,,,
JURA,2016,W2563456253,,,,,
JURA,2016,W2350048756,,,,,
JURA,2016,W2348174617,,,,,
JURA,2016,W2563523668,,,,,
JURA,2016,W2563580240,,,,,
JURA,2016,W2335338036,,,,,
JURA,2016,W2563767196,,,,,
JURA,2016,W2563769180,,,,,
JURA,2016,W2328077141,,,,,
JURA,2016,W2563868124,,,,,
JURA,2016,W2327929909,,,,,
JURA,2016,W2316707801,,,,,
JURA,2016,W2327724555,,,,,
JURA,2016,W2327138447,,,,,
JURA,2016,W2327110210,,,,,
JURA,2016,W2566853060,,,,,
JURA,2016,W2566945612,,,,,
JURA,2016,W2566969395,,,,,
JURA,2016,W2566974192,,,,,
