"source_id","display_name","works_count","cited_by_count","law_and_de","law_and_de_article_share","citations_per_paper"
S4210239442,Rothenburger Beiträge zur Polizei- und Sicherheitsforschung,4,0,1,0.25,0.00
S4210239478,Epigram,339,153,5,0.01,0.45
S4210239529,Fortschritte der Kieferorthopädie,2431,9036,6,0.00,3.72
S4210239547,Totalitarismus und Demokratie,533,612,4,0.01,1.15
S4210239563,Annales Academiae Scientiarum Fennicae Series A I Mathematica,791,11110,1,0.00,14.05
S4210239586,Oralprophylaxe & Kinderzahnheilkunde,526,219,4,0.01,0.42
S4210239615,Albrecht von Graefes Archiv für klinische und experimentelle Ophthalmologie,1766,16678,1,0.00,9.44
S4210239617,WSI-Mitteilungen,1704,7099,113,0.07,4.17
S4210239623,Zeitschrift für Personalpsychologie,336,2066,1,0.00,6.15
S4210239633,Internationale SteuerRundschau,907,37,185,0.20,0.04
S4210239641,Zeitschrift für Gemeinwirtschaft und Gemeinwohl,181,99,1,0.01,0.55
S4210239733,Case Medical Research,39282,2847,1,0.00,0.07
S4210239804,Umweltwissenschaften und Schadstoff-Forschung,2203,7223,55,0.02,3.28
S4210239919,Journal of Political Science,369,173,1,0.00,0.47
S4210240061,JURA - Juristische Ausbildung,3985,512,1814,0.46,0.13
S4210240090,Zeitschrift für Informationsrecht,1963,8,1403,0.71,0.00
S4210240117,Wege zum Menschen,1176,712,1,0.00,0.61
S4210240204,Public Law,288,22,5,0.02,0.08
S4210240254,Tiede & edistys,2018,337,1,0.00,0.17
S4210240375,CIVIL PROCEDURE,11,1,1,0.09,0.09
S4210240388,Design,769,94,10,0.01,0.12
S4210240398,Medizinische Klinik,3283,8581,1,0.00,2.61
S4210240545,Oud Holland - Journal for Art of the Low Countries,3462,1121,10,0.00,0.32
S4210240551,Journal of Mediterranean Area Studies,455,156,1,0.00,0.34
S4210240555,Querformat Zeitschrift für Zeitgenössisches Kunst Populärkultur,38,1,2,0.05,0.03
S4210240597,schule verantworten | führungskultur_innovation_autonomie,386,51,2,0.01,0.13
S4210240624,Bibliotheksdienst,10252,995,375,0.04,0.10
S4210240649,Mitteilungen der Deutschen Mathematiker-Vereinigung,2721,1616,70,0.03,0.59
S4210240693,Der Staat. Beiheft,7,116,4,0.57,16.57
S4210240884,Kant Studies,62,1,1,0.02,0.02
S4210240926,StAB,1013,81,19,0.02,0.08
S4210241012,Средние века,524,58,1,0.00,0.11
S4210241031,Neues Archiv für Sächsische Geschichte,593,25,19,0.03,0.04
S4210241033,Korean Journal Of Criminology,488,86,28,0.06,0.18
S42105605,Biologie in unserer Zeit,5660,5336,14,0.00,0.94
S4220650965,Střed,92,3,1,0.01,0.03
S4220651138,Forschende Frauen in Bamberg,18,0,1,0.06,0.00
S4220651213,Linguistische Berichte (LB),785,2210,6,0.01,2.82
S4220651288,Kolloid-Beihefte,181,1730,1,0.01,9.56
S4220651289,Amerika: Kultur - Geschichte - Politik,237,2,9,0.04,0.01
S4220651307,Cahiers de Fontenay,445,126,1,0.00,0.28
S4220651407,Jahrbuch der Deutschen Schillergesellschaft Internationales Organ für Neuere Deutsche Literatur,594,159,10,0.02,0.27
S4220651473,Historische Lebenswelten in populären Wissenskulturen,357,32,6,0.02,0.09
S4220651502,Angewandte Nuklearmedizin,179,9,1,0.01,0.05
S4220651645,Medienkulturanalyse,189,30,2,0.01,0.16
S4220651795,European Integration Studies,67,8,1,0.01,0.12
S4220651817,Spektrum der Mediation,221,21,8,0.04,0.10
S4220651938,Slavistische Beiträge,17,14,1,0.06,0.82
S42225297,Der Schmerz,3088,24971,4,0.00,8.09
S42299387,Scientific American Mind,2581,4575,1,0.00,1.77
S42576627,European Journal of Pediatric Surgery,5237,55375,1,0.00,10.57
S4294797,Moderna språk,164,220,1,0.01,1.34
S43044067,Theriogenology,18255,459791,1,0.00,25.19
S4306420936,Sprachkommunikation,110,160,2,0.02,1.45
S4306493512,한·독사회과학논총,629,33,22,0.03,0.05
S4306493530,법조,1845,2,1,0.00,0.00
S4306493531,법학,357,127,11,0.03,0.36
S4306493570,법과 정책연구,661,1,5,0.01,0.00
S4306493650,ノモス,290,6,1,0.00,0.02
S4306493664,독어학,122,0,1,0.01,0.00
S4306493700,과학과 문화,242,24,1,0.00,0.10
S4306493751,역사와 담론,731,3,1,0.00,0.00
S4306493757,인문학 연구,143,3,1,0.01,0.02
S4306493766,창작과 권리,185,0,1,0.01,0.00
S4306493789,언어와 언어학,794,292,1,0.00,0.37
S4306493797,철학과 현상학 연구,567,9,1,0.00,0.02
S4306493802,동북아 문화연구,1483,26,2,0.00,0.02
S4306493892,ソフィア,1342,55,3,0.00,0.04
S4306493917,가천법학,277,0,4,0.01,0.00
S4306493920,강원법학,692,13,17,0.02,0.02
S4306493931,경상논총,803,65,7,0.01,0.08
S4306493936,경영법률,449,0,5,0.01,0.00
S4306493941,경제연구,1502,80,1,0.00,0.05
S4306493944,경희법학,622,2,5,0.01,0.00
S4306493947,고려법학,595,2,13,0.02,0.00
S4306493953,공법연구,880,0,4,0.00,0.00
S4306493963,괴테연구,224,0,2,0.01,0.00
S4306493973,교정연구,635,6,1,0.00,0.01
S4306493998,노동법학,887,4,11,0.01,0.00
S4306494021,독일연구,273,11,7,0.03,0.04
S4306494031,동아법학,937,9,13,0.01,0.01
S4306494053,민사법학,1028,1,71,0.07,0.00
S4306494054,민사소송,466,2,33,0.07,0.00
S4306494070,법학논고,709,10,3,0.00,0.01
S4306494071,법학논집,1151,35,35,0.03,0.03
S4306494072,법학논총,4251,111,103,0.02,0.03
S4306494073,법학연구,6664,85,112,0.02,0.01
S4306494081,비교사법,1331,3,21,0.02,0.00
S4306494085,사법행정,2894,0,3,0.00,0.00
S4306494096,서강법학,140,3,10,0.07,0.02
S4306494098,서울법학,306,6,7,0.02,0.02
S4306494123,신학연구,851,25,1,0.00,0.03
S4306494132,아주법학,296,0,1,0.00,0.00
S4306494134,안암법학,531,1,27,0.05,0.00
S4306494147,역사교육,1218,37,1,0.00,0.03
S4306494159,영남법학,347,2,7,0.02,0.01
S4306494167,온지논총,884,9,1,0.00,0.01
S4306494169,외법논집,860,1,33,0.04,0.00
S4306494187,의료법학,318,1,2,0.01,0.00
S4306494191,인간연구,444,33,1,0.00,0.07
S4306494201,일감법학,282,0,6,0.02,0.00
S4306494211,장신논단,882,31,1,0.00,0.04
S4306494217,저스티스,2076,27,6,0.00,0.01
S4306494229,조세연구,662,25,2,0.00,0.04
S4306494239,중앙법학,949,1,33,0.03,0.00
S4306494287,한양법학,983,2,32,0.03,0.00
S4306494293,헤세연구,661,6,1,0.00,0.01
S4306494296,형사정책,691,0,18,0.03,0.00
S4306494297,홍익법학,839,0,3,0.00,0.00
S4306494323,환경법과 정책,135,21,1,0.01,0.16
S4306494331,형사법의 신동향,361,0,1,0.00,0.00
S4306494333,민사법의 이론과 실무,211,0,7,0.03,0.00
S4306494342,뷔히너와 현대문학,286,0,1,0.00,0.00
S4306494418,エコノミア,555,36,1,0.00,0.06
S4306494427,ジュリスト,16369,94,16,0.00,0.01
S4306494447,가족법연구,382,0,7,0.02,0.00
S4306494457,경쟁법연구,232,0,3,0.01,0.00
S4306494458,경제법연구,585,8,5,0.01,0.01
S4306494461,경찰법연구,317,0,17,0.05,0.00
S4306494463,경찰학연구,464,8,13,0.03,0.02
S4306494466,공법학연구,967,3,36,0.04,0.00
S4306494488,기업법연구,951,2,9,0.01,0.00
S4306494490,노동법논총,513,3,9,0.02,0.01
S4306494491,노동법연구,446,0,1,0.00,0.00
S4306494498,독일어문학,671,2,1,0.00,0.00
S4306494499,독일학연구,251,56,5,0.02,0.22
S4306494528,민사법연구,138,0,1,0.01,0.00
S4306494534,법사학연구,765,6,10,0.01,0.01
S4306494535,법학논문집,333,0,8,0.02,0.00
S4306494556,산업재산권,697,3,6,0.01,0.00
S4306494571,성균관법학,715,0,11,0.02,0.00
S4306494633,입법학연구,149,0,1,0.01,0.00
S4306494634,재산법연구,499,0,6,0.01,0.00
S4306494658,증권법연구,403,13,1,0.00,0.03
S4306494700,행정법연구,594,49,36,0.06,0.08
S4306494703,형사법연구,564,0,17,0.03,0.00
S4306494707,환경법연구,607,0,12,0.02,0.00
S4306494710,경제규제와 법,409,50,5,0.01,0.12
S4306494718,서울대학교 법학,1141,44,29,0.03,0.04
S4306494750,통일연구원 학술회의 총서,327,4,1,0.00,0.01
S4306494772,한양대학교 지방자치연구소 국내세미나 논문집,163,1,3,0.02,0.01
S4306494783,アジアクォ-タリ-,360,2,1,0.00,0.01
S4306494790,독어독문학(구 독일문학),734,0,1,0.00,0.00
S4306494849,メタフュシカ,152,36,2,0.01,0.24
S4306494917,국제사법연구,353,1,1,0.00,0.00
S4306494919,국제정치논총,1966,140,1,0.00,0.07
S4306494957,동북아법연구,545,5,8,0.01,0.01
S4306495011,사회과학연구,5268,499,2,0.00,0.09
S4306495023,상사판례연구,643,0,3,0.00,0.00
S4306495033,세계헌법연구,624,13,5,0.01,0.02
S4306495035,소년보호연구,426,2,4,0.01,0.00
S4306495042,시큐리티연구,126,0,1,0.01,0.00
S4306495093,유럽헌법연구,786,11,42,0.05,0.01
S4306495193,텍스트언어학,664,21,1,0.00,0.03
S4306495194,토지공법연구,1298,4,16,0.01,0.00
S4306495205,피해자학연구,505,2,2,0.00,0.00
S4306495230,한국방송학보,1160,37,1,0.00,0.03
S4306495256,한국행정학보,3275,16,1,0.00,0.00
S4306495270,헌법판례연구,159,1,4,0.03,0.01
S4306495307,외국어로서의 독일어,358,7,3,0.01,0.02
S4306495497,フィロソフィア,272,7,1,0.00,0.03
S4306495531,국제거래법연구,182,4,2,0.01,0.02
S4306495534,국제법학회논총,1247,49,2,0.00,0.04
S4306495598,민사집행법연구,132,0,2,0.02,0.00
S4306495604,비교형사법연구,596,0,31,0.05,0.00
S4306495611,서양고대사연구,462,12,1,0.00,0.03
S4306495612,서양고전학연구,519,67,2,0.00,0.13
S4306495672,지방자치법연구,263,0,3,0.01,0.00
S4306495674,지중해지역연구,449,0,1,0.00,0.00
S4306495819,한국의료법학회 학술대회,102,1,1,0.01,0.01
S4306495820,형사정책연구원 연구총서,934,3,10,0.01,0.00
S4306496100,한국교회사학회지,141,0,1,0.01,0.00
S4306496112,한국사회과학연구,576,48,1,0.00,0.08
S4306496128,한국의료법학회지,349,3,1,0.00,0.01
S4306496154,한독사회과학논총,275,5,8,0.03,0.02
S4306496207,한국토지공법학회 학술대회,141,0,1,0.01,0.00
S4306496280,대한산부인과학회 학술발표논문집,1029,18,1,0.00,0.02
S4306496618,동북아시아문화학회 국제학술대회 발표자료집,938,92,2,0.00,0.10
S4306497337,"16th International Symposium on Aviation Psychology",112,114,1,0.01,1.02
S4306497924,"2015 AAAS Annual Meeting (12-16 February 2015)",872,76,1,0.00,0.09
S4306498990,"23. Deutscher Soziologentag 1986: Sektions- und Ad-hoc-Gruppen",17,0,1,0.06,0.00
S4306499084,"27. Kongreß der Deutschen Gesellschaft für Soziologie - Gesellschaften im Umbruch: Sektionen und Arbeitsgruppen",144,170,3,0.02,1.18
S4306499270,"360° – Das studentische Journal für Politik und Gesellschaft",168,3,4,0.02,0.02
S4306499583,"56. Deutsche Pflanzenschutztagung in Kiel : 22. - 25. September 2008 ; [Pflanzenproduktion in Wandel - Wandel im Pflanzenschutz?]",157,18,2,0.01,0.11
S4306499587,"57. Deutsche Pflanzenschutztagung : 6. - 9. September 2010 ; Humboldt-Universität zu Berlin ; Kurzfassungen der Beiträge",135,14,1,0.01,0.10
S4306499921,Aachener Kunstblätter,108,21,2,0.02,0.19
S4306500014,Abitare,984,12,2,0.00,0.01
S4306500021,AB Rechtspraak Bestuursrecht,918,1,4,0.00,0.00
S4306500158,Acme : annali della Facoltà di lettere e filosofia dell'Università degli studi di Milano,1315,510,1,0.00,0.39
S4306500305,Acta Classica Universitatis Scientiarum Debreceniensis,408,105,1,0.00,0.26
S4306500349,Acta Germanica : German Studies in Africa,222,36,2,0.01,0.16
S4306500355,Acta historica astronomiae,393,94,1,0.00,0.24
S4306500417,"Acta Musei Napocensis. I, Preistorie, istorie veche, arheologie",166,92,1,0.01,0.55
S4306500592,Acta Universitatis Nicolai Copernici. Nauki Humanistyczno-Społeczne. Prawo,85,5,1,0.01,0.06
S4306500718,Administratiefrechtelijke beslissingen,517,1,3,0.01,0.00
S4306500719,Administratiefrechtelijke Beslissingen,582,2,1,0.00,0.00
S4306500725,Administrative Law Journal,225,24,46,0.20,0.11
S4306500727,Administrazioa euskaraz,304,10,2,0.01,0.03
S4306500749,Advanced Commercial Law Review,270,6,11,0.04,0.02
S4306500825,Aegyptus: Rivista italiana di egittologia e di papirologiat,1338,1545,2,0.00,1.15
S4306500910,"AFZ, der Wald: allgemeine Forstzeitschrift für Waldwirtschaft und Umweltvorsorge",188,144,1,0.01,0.77
S4306500923,AGIT Journal Angew. Geoinformatik,240,59,7,0.03,0.25
S4306500931,Agora: Papeles de filosofía,378,142,1,0.00,0.38
S4306500943,agrartechnik,228,32,3,0.01,0.14
S4306500946,Agrar-Übersicht : Magazin für Landwirtschaft u. Technik,111,4,1,0.01,0.04
S4306501220,AIS-Studien,108,242,3,0.03,2.24
S4306501267,"AKMB-news: Informationen zu Kunst, Museum und Bibliothek",501,23,14,0.03,0.05
S4306501374,Algemeen Juridisch Tijdschrift,126,4,2,0.02,0.03
S4306501439,Almogaren,504,168,2,0.00,0.33
S4306501475,Alteridades,1161,3517,1,0.00,3.03
S4306501514,Ambiente società territorio: Geografia nelle scuole,341,50,1,0.00,0.15
S4306501524,Aménagement - Environnement,100,0,1,0.01,0.00
S4306501585,American historial review. Clases I,1402,3822,1,0.00,2.73
S4306501604,American Legal Encyclopedia,2504,2394,8,0.00,0.96
S4306501639,"AMI : Tijdschrift voor Auteurs-, Media- & Informatierecht",169,22,5,0.03,0.13
S4306501644,Amministrare,503,94,2,0.00,0.19
S4306501657,Amsterdams Sociologisch Tijdschrift,715,585,2,0.00,0.82
S4306501981,Anales del Instituto de Investigaciones Estéticas - UNAM,242,157,1,0.00,0.65
S4306502017,Anali Pravnog fakulteta u Beogradu - Časopis za pravne i društvene nauke,114,133,1,0.01,1.17
S4306502042,Analysen und Stellungnahmen,151,58,14,0.09,0.38
S4306502056,Anam Law Review,403,10,39,0.10,0.02
S4306502083,Andreas Unkelbach Blog,628,0,74,0.12,0.00
S4306502111,Angewandte Informatik,561,654,24,0.04,1.17
S4306502136,Ankara Hacı Bayram Veli Üniversitesi Hukuk Fakültesi Dergisi,839,263,1,0.00,0.31
S4306502140,Ankara Üniversitesi Hukuk Fakültesi Dergisi,2295,2907,8,0.00,1.27
S4306502171,Annales de la Faculté de Droit d’Istanbul,373,79,25,0.07,0.21
S4306502191,Annales de l’université d’Alger,1184,2,1,0.00,0.00
S4306502236,Annales Universitatis Mariae Curie-Skłodowska. Sectio G. Ius,122,35,1,0.01,0.29
S4306502255,Annali dell'Istituto storico italo-germanico in Trento,155,26,1,0.01,0.17
S4306502392,"Anthos: Zeitschrift für Freiraumgestaltung, Grün-und Landschaftsplanung = Revue pour l'aménagement des espaces libres et du paysage = Periodical for landscape architecture and landscape planning",211,7,3,0.01,0.03
S4306502458,ANUARIO DE DERECHO ECLESIÁSTICO,386,35,1,0.00,0.09
S4306502459,Anuario de Derecho Eclesiástico del Estado,1000,133,2,0.00,0.13
S4306502464,Anuario de Derecho Penal y Ciencias Penales,2423,188,26,0.01,0.08
S4306502477,Anuario de Filosofía del Derecho,2630,579,73,0.03,0.22
S4306502483,Anuario de Historia del Derecho Español,4561,993,28,0.01,0.22
S4306502492,Anuario de la competencia,380,100,1,0.00,0.26
S4306502525,Anuario Iberoamericano de Justicia Constitucional,736,135,1,0.00,0.18
S4306502534,Anuario musical: Revista de musicología del CSIC,485,195,1,0.00,0.40
S4306502557,Anzeiger für Kunde der deutschen Vorzeit  : Organ d. Germanischen Museums,226,0,18,0.08,0.00
S4306502596,Apollinaris,235,52,1,0.00,0.22
S4306502715,Arbeid Integraal,126,5,4,0.03,0.04
S4306502716,Arbeidsrechtelijke Annotaties,317,25,3,0.01,0.08
S4306502721,Arbeitsberichte des Instituts für Wirtschaftsinformatik,98,356,4,0.04,3.63
S4306502722,Arbeitsberichte Verkehrs- und Raumplanung,439,1476,2,0.00,3.36
S4306502724,Arbeitspapiere,471,124,22,0.05,0.26
S4306502725,Arbela: Hezkuntza aldizkaria,203,21,1,0.00,0.10
S4306502732,Arcanum Adatbázis Kft.,299,6,4,0.01,0.02
S4306502741,Archäologie in Westfalen-Lippe,539,25,2,0.00,0.05
S4306502744,Archäologische Informationen,1365,1042,25,0.02,0.76
S4306502746,Archäologische nachrichten aus Baden,290,10,1,0.00,0.03
S4306502751,Archeion : czasopismo naukowe poświęcone sprawom archiwalnym,1140,202,4,0.00,0.18
S4306502758,Archeologia medievale,567,751,4,0.01,1.32
S4306502834,Archiv f&#252;r Naturgeschichte.,395,1649,1,0.00,4.17
S4306502846,"Archiv für Rechts-und Sozialphilosophie, ARSP",136,39,4,0.03,0.29
S4306502847,"Archiv für rechts-und sozialphilosophie, ARSP. Beiheft",190,88,33,0.17,0.46
S4306502848,"Archiv für Rechts-und Sozialphilosophie, ARSP. Beiheft",183,80,44,0.24,0.44
S4306502877,Archivio Penale,1755,148,1,0.00,0.08
S4306502958,Archivum Latinitatis Medii Aevi - Bulletin du Cange (ALMA),221,108,1,0.00,0.49
S4306502967,Archiwum Historii Filozofii i Myśli SpoŁecznej/Archiwum Historii Filozofii i Myśli Społecznej,351,9,1,0.00,0.03
S4306502992,Arctos : acta philologica fennica,453,781,1,0.00,1.72
S4306502993,Arctos : Acta Philologica Fennica,124,59,1,0.01,0.48
S4306502994,Arctos – Acta Philologica Fennica,132,162,1,0.01,1.23
S4306503023,Argumente zur Marktwirtschaft und Politik,148,29,23,0.16,0.20
S4306503046,Arkeoikuska: Investigación arqueológica,2362,178,2,0.00,0.08
S4306503124,Ars aequi,294,98,8,0.03,0.33
S4306503125,Ars Aequi,1471,344,20,0.01,0.23
S4306503126,Ars Aequi: juridisch studentenblad,146,22,2,0.01,0.15
S4306503127,Ars Boni et Aequi,245,21,2,0.01,0.09
S4306503173,Artes liberales,378,27,1,0.00,0.07
S4306503245,Ärztliche Psychotherapie,82,12,1,0.01,0.15
S4306503247,Arzt und Auto,134,22,3,0.02,0.16
S4306503254,Asa Gray correspondence.,927,0,3,0.00,0.00
S4306503545,Asphalt – Fachzeitschrift für Herstellen und Einbauen von Asphalt,157,5,1,0.01,0.03
S4306503621,Astronomie in der Schule,201,1,1,0.00,0.00
S4306503622,Astronomie und Raumfahrt,312,14,1,0.00,0.04
S4306503662,Atatürk Üniversitesi İktisadi ve İdari Bilimler Dergisi,1075,1528,1,0.00,1.42
S4306503746,ATZ. Automobiltechnische Zeitschrift,231,296,1,0.00,1.28
S4306503762,Augen-Blick. Marburger Hefte zur Medienwissenschaft,139,8,1,0.01,0.06
S4306503784,Ausgezeichnete Informatikdissertationen,459,1321,10,0.02,2.88
S4306503785,Aus Politik und Zeitgeschichte,201,1034,13,0.06,5.14
S4306503786,Aussenwirtschaft,261,566,7,0.03,2.17
S4306503811,Australian Encyclopedia of Law,138,21,1,0.01,0.15
S4306503848,"Autobusy : technika, eksploatacja, systemy transportowe",2626,1676,1,0.00,0.64
S4306503859,AUTOMOBIL-INDUSTRIE,106,86,1,0.01,0.81
S4306503860,Automobiltechnische Zeitschrift,400,244,15,0.04,0.61
S4306503862,AUTOMOBILTECH Z,209,118,1,0.00,0.56
S4306503908,AV proyectos,1989,44,2,0.00,0.02
S4306503930,Azafea Revista de Filosofía,334,115,1,0.00,0.34
S4306503985,BALANS (KALMTHOUT),214,0,1,0.00,0.00
S4306503999,BANCA BORSA E TITOLI DI CREDITO,120,10,4,0.03,0.08
S4306504060,Bat: Soziolinguistika aldizkaria,936,297,1,0.00,0.32
S4306504061,Baugewerbe,104,1,1,0.01,0.01
S4306504063,Baurechtliche Blätter,49,2,27,0.55,0.04
S4306504066,Bauwirtschaft,121,3,1,0.01,0.02
S4306504067,BAV Rundbrief - Mitteilungsblatt der Berliner Arbeits-gemeinschaft fuer Veraenderliche Sterne,749,28,24,0.03,0.04
S4306504068,BAVSR,436,8,13,0.03,0.02
S4306504099,Behinola: haur eta gazte literatura aldizkaria,170,9,2,0.01,0.05
S4306504104,Beiheft zum REPORT,105,78,2,0.02,0.74
S4306504122,BEITRAEGE ZU EINER OEKOLOGISCH UND SOZIAL VERTRAEGLICHEN VERKEHRSPLANUNG,114,6,2,0.02,0.05
S4306504126,Beiträge zur Geschichte der Sprachwissenschaft,166,338,1,0.01,2.04
S4306504127,Beiträge zur Lehrerinnen- und Lehrerbildung,704,965,2,0.00,1.37
S4306504130,Beiträge zur Namenforschung,140,52,1,0.01,0.37
S4306504135,Belarus-Analysen,140,0,3,0.02,0.00
S4306504159,Bericht der Römisch-Germanischen Kommission,115,193,5,0.04,1.68
S4306504160,Berichte aus dem Julius Kühn-Institut,571,104,2,0.00,0.18
S4306504161,Berichte der Bundesanstalt fuer Strassenwesen. Unterreihe Allgemeines,102,3,9,0.09,0.03
S4306504162,Berichte der Bundesanstalt fuer Strassenwesen. Unterreihe Fahrzeugtechnik,114,84,3,0.03,0.74
S4306504163,BERICHTE DER BUNDESANSTALT FUER STRASSENWESEN. UNTERREIHE FAHRZEUGTECHNIK,145,266,6,0.04,1.83
S4306504164,BERICHTE DER BUNDESANSTALT FUER STRASSENWESEN. UNTERREIHE MENSCH UND SICHERHEIT,786,255,57,0.07,0.32
S4306504165,BERICHTE DER BUNDESANSTALT FUER STRASSENWESEN. UNTERREIHE STRASSENBAU,119,8,8,0.07,0.07
S4306504166,BERICHTE DER BUNDESANSTALT FUER STRASSENWESEN. UNTERREIHE VERKEHRSTECHNIK,209,72,3,0.01,0.34
S4306504170,Berichte über Landwirtschaft - Zeitschrift für Agrarpolitik und Landwirtschaft,260,372,1,0.00,1.43
S4306504171,Berichte über Landwirtschaft : Zeitschrift für Agrarpolitik und Landwirtschaft,192,139,2,0.01,0.72
S4306504196,Beton,488,117,5,0.01,0.24
S4306504200,BETONWERK UND FERTIGTEIL-TECHNIK (BFT),157,45,1,0.01,0.29
S4306504202,Betriebs-Berater,78,84,37,0.47,1.08
S4306504206,"Beyers Naudé Collection, Beyers Naudé Centre for Public Theology, Stellenbosch University",194,1,1,0.01,0.01
S4306504213,Bezpieczeństwo. Teoria i Praktyka,374,50,1,0.00,0.13
