"journal_name","doi","openalex_id","pubyear","pubyear_openalex","author_cnt","author_cnt_openalex","publisher","publisher_openalex","inst_count_openalex","citations_count"
RabelsZ,"10.1628/003372515X14176993262248",W607696148,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389909789807733",W2007510067,2009,2009,2,2,Mohr Siebeck,Mohr Siebeck Verlag,1,0
JZ,"10.1628/jz-2019-0269",W4256459155,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2023-1-118",W4323024149,2023,2023,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KritV,"10.5771/2193-7869-2020-2-199",W3126849665,2021,2020,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268808784271070",W2075845812,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/jz-2021-0110",W4244979640,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2008-2-198",W2319586018,2008,2008,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,1
JZ,"10.1628/002268806776087247",W25039058,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1977-1-100",W4250479777,1977,1977,0,3,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268810790925164",W4238940556,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1991-1-83",W4246632215,1991,1991,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2010-1-113",W2334028510,2010,2010,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,4
AöR,"10.1628/000389109790079341",W2035545382,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
JZ,"10.1628/jz-2023-0303",W4387755914,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0106",W4251709377,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2018-0032",W2800468785,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
RabelsZ,"10.1628/003372513X668835",W2518360221,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
JZ,"10.1628/002268815X14220104803517",W4247289483,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389116X14810988437225",W2567823289,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2016-2-155",W2519944306,2016,2016,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2018-0063",W4243725208,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268816X14582242873966",W2401218913,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0184",W4234902015,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1980-2-156",W4246040883,1980,1980,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268813X13729248172176",W4233603394,2013,2013,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806775696549",W84977682,2006,2006,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,3
KJ,"10.5771/0023-4834-2007-4-328",W4252576006,2007,2007,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
JZ,"10.1628/002268816X14689232514147",W4232431063,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268809788161563",W2090637259,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-2022-4-437",W4312998130,2022,2022,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
AcP,"10.1628/acp-2018-0059",W2918039923,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389104780579892",W2324191302,2004,2004,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0330",W4312714904,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268809789531255",W2123122289,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,4
JZ,"10.1628/002268807779949417",W4254048758,2007,2007,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806775351839",W4248671088,2006,2006,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2012-0006",W4249787664,2012,2012,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1989-4-484",W4245515860,1989,1989,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-1989-1-117",W4252767019,1989,1989,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-1991-3-333",W3198231426,1991,1991,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
Staat,"10.3790/staa.55.3.373",W2556964043,2016,2016,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,4
JZ,"10.1628/jz-2011-0013",W4251911859,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268817X14855251630736",W2601812723,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/aoer-2020-0028",W3172910144,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372516X14697686263203",W2555731230,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2001-2-227",W4233583503,2001,2001,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2019-0340",W4231073019,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389111795061676",W2331406942,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/0033725054406100",W4238774348,2005,2005,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1970-3-351",W4236614561,1970,1970,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2012-3-286",W2395915302,2012,2012,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
AöR,"10.1628/000389116X14684978889703",W2917521481,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
AöR,"10.1628/000389109790079387",W2034022811,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0202",W4212880810,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.57.4.601",W2912369966,2018,2018,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,0
KJ,"10.5771/0023-4834-1976-4-359",W4236792648,1976,1976,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,5
JZ,"10.1628/002268812800785481",W2025966041,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372507780577045",W4206808495,2007,2007,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268814X14025650857123",W4254558333,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
AcP,"10.1628/000389910792181237",W1966870140,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
Staat,"10.3790/staa.57.1.5",W2803642186,2018,2018,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,0
AöR,"10.1628/000389104780651143",W2082714581,2004,2004,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2021-0006",W3153626553,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389116X14525976022360",W2322888609,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
RabelsZ,"10.1628/rabelsz-2013-0005",W4301715636,2013,2013,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2022-0086",W4312410315,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268808783942454",W2012943005,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806776592949",W4205309751,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/aoer-2023-0033",W4388917297,2023,2023,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0103",W3014210066,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0084",W3135471041,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2015-0012",W2947463486,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/002268810790993538",W4231162559,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/jz-2018-0009",W4236739164,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1999-4-617",W4234290211,1999,1999,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,0
AöR,"10.1628/000389108785837373",W1992675342,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
KJ,"10.5771/0023-4834-1981-1-83",W4245444784,1981,1981,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2007-2-144",W2314994033,2007,2007,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2022-1-54",W4225706458,2022,2022,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268816X14556217502225",W4256362711,2016,2016,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.48.4.587",W2005377049,2009,2009,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,12
RabelsZ,"10.1628/003372518X15117807093955",W2915378298,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,1,0
KJ,"10.5771/0023-4834-2022-1-100",W4226310928,2022,2022,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
AcP,"10.1628/acp-2019-0012",W2942242244,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1981-4-370",W4244748621,1981,1981,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
AöR,"10.1628/000389112800794053",W4232662720,2012,2012,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2014-4-372",W2326831737,2014,2014,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
JZ,"10.1628/jz-2018-0020",W4250766963,2018,2018,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,6
AcP,"10.1628/acp-2021-0027",W4255152094,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1988-1-51",W4242578764,1988,1988,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2019-0196",W2954880576,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268814X13940152211028",W4238024821,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2002-2-273",W2322458251,2002,2002,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2019-0095",W4245006191,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0324",W4388660958,2023,2023,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268812804720127",W4233856062,2012,2012,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268811795778027",W4246783630,2011,2011,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0132",W4225919317,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0081",W4234339733,2021,2021,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0146",W4285128078,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0229",W4389443152,2023,2023,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2003-3-354",W2317001152,2003,2003,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
AöR,"10.1628/000389116X14618424682466",W2915159356,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2008-4-417",W2317546466,2009,2008,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2018-0212",W4245571567,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0104",W3147477404,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2010-0045",W64119746,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0374",W4237655681,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372511796351322",W2074239252,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/jz-2021-0168",W3162191079,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1999-4-578",W4236959293,1999,1999,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,6
RabelsZ,"10.1628/003372508784937239",W4231063351,2008,2008,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268816X14561327553302",W2339804218,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268815X14214079860565",W4244123529,2015,2015,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0175",W4205609791,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372513X671363",W2325564073,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2022-0041",W4285121262,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2018-0120",W4233171621,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2000-2-322",W4253022955,2000,2000,0,20,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,2,1
JZ,"10.1628/jz-2020-0401",W4234400256,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268812803757795",W2031390876,2012,2012,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389113X13824429202585",W2317979598,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1989-3-316",W4255155985,1989,1989,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
KritV,"10.5771/2193-7869-2009-3-263",W4241057101,2009,2009,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2020-0122",W4248625030,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2023-0025",W4386696185,2023,2023,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2019-0069",W4239139910,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2012-0002",W255962702,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268812799420505",W4230688489,2012,2012,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389110792016634",W2081208000,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/jz-2019-0428",W4236751718,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389103780194971",W4241669981,2003,2003,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0374",,2022,,0,0,Mohr Siebeck,,0,0
JZ,"10.1628/002268812798860319",W1993229100,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2008-4-367",W2334979296,2009,2008,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
AöR,"10.1628/000389110792016571",W2001375775,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0305",W4388132275,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1971-3-336",W4247232810,1971,1971,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KritV,"10.5771/2193-7869-2013-1-3",W2320603169,2013,2013,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2003-4-401",W2314907587,2003,2003,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2016-2-145",W4234547260,2016,2016,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,2
RabelsZ,"10.1628/rabelsz-2018-0059",W2913774672,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268817X15028973250121",W2790934501,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1974-3-335",W4231075008,1974,1974,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-2020-2-256",W3033409358,2020,2020,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268808784614998",W2011839853,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268811795067963",W1988649030,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0412",W4205925261,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0417",W4250993738,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.59.2.195",W3090605466,2020,2020,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,1
JZ,"10.1628/002268807779949499",W4252158186,2007,2007,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0143",W2954139177,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
JZ,"10.1628/jz-2018-0187",W2890751729,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268816X14767187930680",W4232259480,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0211",W2953890459,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389106780282060",W1999168557,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1992-3-387",W4233949889,1992,1992,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
RabelsZ,"10.1628/rabelsz-2020-0060",W3039618001,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2015-3-304",W4241958164,2015,2015,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
AcP,"10.1628/acp-2018-0012",W2888530125,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268814X14017259443775",W2053699071,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,7
JZ,"10.1628/jz-2010-0020",W29554595,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
JZ,"10.1628/jz-2011-0027",W4236650673,2011,2011,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2012-4-394",W2324571516,2013,2012,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,4
JZ,"10.1628/jz-2019-0246",W4246854477,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1974-3-296",W4244822860,1974,1974,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
AcP,"10.1628/acp-2020-0051",W4234775251,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1993-2-253",W4230989818,1993,1993,0,6,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2022-2-129",W4285112033,2022,2022,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268816X14501913006359",W4245135798,2016,2016,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-1989-3-365",W4213247863,1989,1989,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
Staat,"10.3790/staa.60.4.523",W4212911370,2021,2021,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,0
KJ,"10.5771/0023-4834-1978-4-368",W4231258662,1978,1978,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268815X14465485535206",W2301852732,2015,2015,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268812800161140",W2058880308,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
KritV,"10.5771/2193-7869-2021-3-207",W4285529524,2022,2021,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,2,1
JZ,"10.1628/jz-2010-0009",W107553565,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2018-0326",W4233000621,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2020-0109",W3164858296,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389911795684497",W2086930021,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
KJ,"10.5771/0023-4834-1971-2-148",W4252569372,1971,1971,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
JZ,"10.1628/002268816X14558791150038",W2338915078,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
KritV,"10.5771/2193-7869-2014-3-292",W2325844666,2014,2014,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,2,2
KJ,"10.5771/0023-4834-1997-1-131",W4243019133,1997,1997,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
Staat,"10.3790/staa.51.2.279",W4251606467,2012,2012,0,0,Duncker & Humblot GmbH,Duncker & Humblot,0,0
AöR,"10.1628/000389108784772394",W2092543681,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.62.1.toc",W4376855367,2023,2023,0,0,Duncker & Humblot GmbH,Duncker & Humblot,0,0
KJ,"10.5771/0023-4834-2020-2-279",W4240272567,2020,2020,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268814X13904777231140",W1982907286,2014,2014,3,3,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2019-0028",W2944048947,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268813X13772581177434",W1965236793,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389107781590589",W1990271421,2007,2007,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2019-0051",W2955869198,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268817X14870706821192",W2601788711,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
JZ,"10.1628/002268812802459427",W2324108804,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/jz-2019-0258",W4232264019,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/002268817X15065206084775",W2916584516,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1995-2-238",W4247577033,1995,1995,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
JZ,"10.1628/002268817X14878436881459",W2606918046,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,11
AcP,"10.1628/000389904780576789",W2022638604,2004,2004,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
AöR,"10.1628/aoer-2019-0009",W4231308539,2019,2019,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2023-0012",W4386696269,2023,2023,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389904780576734",W4255403870,2004,2004,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2007-3-225",W2334045573,2007,2007,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
AöR,"10.1628/000389111796190096",W2328303497,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0025",W4206019647,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
KJ,"10.5771/0023-4834-1968-2-172",W3117828377,1968,1968,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
RabelsZ,"10.1628/rabelsz-2020-0031",W3014554306,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1989-4-409",W4255957801,1989,1989,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
JZ,"10.1628/jz-2019-0210",W2955558400,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268812804720109",W4239292970,2012,2012,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
