"alternativeTitle","id","issn","otherTitleInformation","shortTitle","title"
"ZMR; Mietrechtliche Entscheidungen in Leitsätzen; einschl. Wohnungs-Eigentumsrecht, Wohngeldrecht u. Erschließungsbeitragsrecht ( 2. Zusatz bis 1997 )","http://lobid.org/resources/990054333760206441#!","03407497 03407497","(ZMR) ; Miete, Pacht, Leasing, Maklerrecht, Wohnungseigentum, Wohngeld, Erschließungsbeitragsrecht","Z.Miet- u.Raumrecht (ZMR)","Zeitschrift für Miet- und Raumrecht"
,"http://lobid.org/resources/990056093450206441#!","09438386",,,"Berichte zu Staat und Gesellschaft in der Tschechischen und in der Slowakischen Republik"
,"http://lobid.org/resources/990055191610206441#!","09348964",,,"Amtsblatt der Stadt Mönchengladbach"
,"http://lobid.org/resources/990103485100206441#!","00424358","Kriegsgemeinschaftszeitschr. d. Deutsche Versicherung u. Die Versicherung","Versicherungswirtschaft","Versicherungswirtschaft"
"SWK; SWK-Spezial","http://lobid.org/resources/990055449660206441#!","10258078","SWK ; Zeitschrift für Steuerrecht, Sozialrecht, Wirtschaftsrecht",,"Steuer- und Wirtschaftskartei"
,"http://lobid.org/resources/990113045440206441#!","21923639",,,"Informationen für Auswanderer und Auslandstätige, Leitfaden für Arbeitsverträge bei Auslandstätigkeit"
,"http://lobid.org/resources/990054136420206441#!","00075930 00075930","Zeitschrift des Verbandes der Beamten der Obersten Bundesbehörden im Deutschen Beamtenbund",,"Die Bundesverwaltung"
,"http://lobid.org/resources/990054594610206441#!","09394516",,,"Amtsblatt der Deutschen Bundespost Postdienst sowie des Direktoriums der Deutschen Bundespost"
,"http://lobid.org/resources/990054161950206441#!","03427110","monatl. Hefte",,"Juristische Praxis"
,"http://lobid.org/resources/990056534170206441#!","0938930X",,"ABl. NRW. 2","Amtsblatt / Ministerium für Schule und Weiterbildung, Wissenschaft und Forschung des Landes Nordrhein-Westfalen, Teil 2, Wissenschaft und Forschung"
"ZfStrVo","http://lobid.org/resources/990054464260206441#!","03423514 03423514","ZfStrVo ; für Praxis u. Wiss",,"Zeitschrift für Strafvollzug und Straffälligenhilfe"
"Deutsche Beamten-Zeitung; Die Zeitung","http://lobid.org/resources/990054341810206441#!","09375546","deutsche Beamten-Zeitung ; Organ des DBB Berlin, Gewerkschaftsbund der Angehörigen des Öffentlichen Dienstes",,"Die Zeitung für Beamte, Angestellte und Arbeiter"
"Schriften des Instituts für das Spar-, Giro- und Kreditwesen an der Universität Bonn","http://lobid.org/resources/990053842090206441#!","07207336 07207336",,,"Untersuchungen über das Spar-, Giro- und Kreditwesen, Abteilung A: Wirtschaftswissenschaften"
"Der Beamtenbund / Ausgabe Nordrhein-Westfalen","http://lobid.org/resources/990055947380206441#!","01715704",,,"Der Beamtenbund / Bundesleitung des Deutschen Beamtenbundes, Gewerkschaft der Berufsbeamten, Ausgabe Nordrhein-Westfalen"
,"http://lobid.org/resources/990054457610206441#!","04050517",,"BayObLGSt","Entscheidungen des Bayerischen Obersten Landesgerichts in Strafsachen"
"WIA; Wirtschaftsdienst für Ingenieure und Architekten ( Hauptsacht. bis 2002,5 ); Honorargestaltung, Planungsleistungen, Musterverträge, Büro-Management, Steuergestaltung ( Zusatz anfangs )","http://lobid.org/resources/990056454130206441#!","14338300 14338300","WIA ; Honorargestaltung, Architektenrecht, VOB,Planungsleistungen, Unternehmensführung, Auftragsbeschaffung",,"Wirtschaftsdienst Ingenieure & Architekten"
"WissR; Wissenschaftsrecht, Wissenschaftsverwaltung, Wissenschaftsförderung; Wissenschaftsverwaltung, Wissenschaftsförderung ( Zusatz anfangs ); Zeitschrift für Recht und Verwaltung der wissenschaftlichen Hochschulen und der wissenschaftspflegenden und -fördernden Organisationen und Stiftungen ( 2. Zusatz anfangs )","http://lobid.org/resources/990164557570206441#!","1868680X 1868680X","Zeitschrift für deutsches und europäisches Wissenschaftsrecht",,"Wissenschaftsrecht"
"Amtsblatt des Ministeriums für Justiz, Bundes- und Europaangelegenheiten Baden-Württemberg; Amtsblatt des Justizministeriums Baden-Württemberg; Amtsblatt des Ministeriums für Justiz, Bundes- und Europaangelegenheiten Baden-Württemberg ( Zusatz anfangs )","http://lobid.org/resources/990054464250206441#!","07227612","Amtsblatt des Justizministeriums Baden-Württemberg",,"Die Justiz"
"Alternative Kommunal-Politik; Fachzeitschrift für alternative Kommunalpolitik; Alternative Kommunalpolitik; AKP ( Haupttitel bis 2018,3 )","http://lobid.org/resources/990054393240206441#!","09419225 09419225","AKP : Fachzeitschrift",,"Alternative Kommunal Politik"
"Staatshandbuch","http://lobid.org/resources/990054604400206441#!","14342278","Staatshandbuch ; Stand der Erhebungen: ...",,"Die Bundesrepublik Deutschland, Bremen : Verzeichnis der Behörden mit Aufgabenbeschreibungen und Adressen der Freien Hansestadt Bremen"
,"http://lobid.org/resources/99371240157806441#!","07240872 07240872","Rechts- und Verwaltungsvorschriften",,"Gymnasien"
,"http://lobid.org/resources/990204933230206441#!","21985170 21985170",,,"Löwe-Rosenberg StPO Online"
"BAGE","http://lobid.org/resources/990054403550206441#!","04337050 04337050",,,"Entscheidungen des Bundesarbeitsgerichts"
"Deutsche Polizei <Hilden> / Ausgabe Baden-Württemberg; Organ der Gewerkschaft der Polizei","http://lobid.org/resources/990056236650206441#!","01706381 01706381","DP ; Zeitschrift der Gewerkschaft der Polizei",,"Deutsche Polizei, Ausgabe Baden-Württemberg"
"Infobrief Recht","http://lobid.org/resources/990192949390206441#!","21943036","deutsches Forschungsnetz",,"DFN-Infobrief Recht, Jahresband .."
,"http://lobid.org/resources/990189212640206441#!","21991359 21991359",,,"Bofaxe"
,"http://lobid.org/resources/990054422270206441#!","09439145",,,"World Court digest"
,"http://lobid.org/resources/990054853840206441#!","04472772 04472772",,,"Jahresbericht der Saar-Knappschaft"
,"http://lobid.org/resources/990166448310206441#!","18626181","Text- und Gesetzessammlung ; alle praxisrelevanten Immobiliengesetze ; Gesetze und Verordnungen, Verwaltungsanweisungen, Versicherungsbedingungen, Musterverträge und -schreiben",,"Immobilienrecht"
"Bulletin officiel de l'Assemblée Fédérale; Bollettino ufficiale dell'Assemblea Federale","http://lobid.org/resources/990108127970206441#!","14209454","= Bulletin officiel de l'Assemblée Fédérale = Bollettino ufficiale dell'Assemblea Federale",,"Amtliches Bulletin der Bundesversammlung"
"CR; Forum für die Praxis des Rechts der Datenverarbeitung, Information und Automation ( Zusatz anfangs ); Forum für die Praxis des Rechts der Datenverarbeitung, Kommunikation und Automation ( Zusatz früher )","http://lobid.org/resources/990054292950206441#!","01791990 01791990","CR ; Zeitschrift für die Praxis des Rechts der Informationstechnologien","Comput. Recht (Germany)","Computer und Recht"
"Reichs-Fama, welche das Merckwürdigste von demjenigen, so sich gantz kürtzlich auf dem Reichs-Convent, an dem Kayserlichen und anderen Höfen, auch mit denen übrigen Ständen des Heiligen Römischen Reichs zugetragen ... ( Hauptsacht. teils ); Reichs-Fama, welche das Merckwürdigste von demjenigen, so sich gantz kürtzlich auf dem Reichs-Convent, an dem Kayserlichen und anderen Höfen, auch mit denen übrigen Ständen des H. Römischen Reichs zugetragen ... ( Hauptsacht. teils ); Reichs-Fama, welche fürnemlich das Merckwürdigste von demjenigen, so sich gantz kürtzlich auf dem Reichs-Convent, an dem Kayserlichen und anderen Höfen, auch mit denen übrigen Ständen des Heiligen Römischen Reichs zugetragen ... ( Hauptsacht. teils )","http://lobid.org/resources/990056362480206441#!","23654562 23654562","und wo es nöthig und möglich, jederzeit mit genugsamen historischen Erläuterungen begleitet",,"Reichs-Fama, welche das Merckwürdigste von demjenigen, so sich ganz kürzlich auf dem Reichs-Convent, an dem Kayserlichen und anderen Höfen, auch mit denen übrigen Ständen des Heiligen Römischen Reichs zugetragen, besonders das, so in das Jus publicum Germaniae tam universale, quam singulorum statuum einschläget, aufrichtig und in guter Ordnung mittheilet"
"ZZP; Zeitschrift für Zivilprozess ( Hauptsacht. teils ); Busch's Zeitschrift ( Nebent. anfangs )","http://lobid.org/resources/990054457370206441#!","03423468 03423468","ZZP",,"Zeitschrift für Zivilprozess"
"Mitteilungsblatt des Berliner Anwaltsvereins e.V. mit den amtl. Bekanntmachungen der Rechtsanwaltskammer Berlin und der Notarkammer Berlin ( Zusatz anfangs )","http://lobid.org/resources/990054645770206441#!","09303065 09303065",,,"Berliner Anwaltsblatt"
"ZÖR; Austrian journal of public and international law; Journal of public law","http://lobid.org/resources/990054462910206441#!","09484396 (1996) 22272410 (19191944) 09484396","ZÖR = Austrian journal of public law",,"Zeitschrift für öffentliches Recht"
,"http://lobid.org/resources/990055904670206441#!","10229418","Fachzeitschrift für Wirtschaftsrecht ; mit VTS",,"Ecolex"
"Die Bundesrepublik Deutschland / Teilausgabe Land Berlin","http://lobid.org/resources/990054136340206441#!","07233744","Staatshandbuch",,"Die Bundesrepublik Deutschland, Teilausgabe Land Berlin"
,"http://lobid.org/resources/990054471930206441#!","00037621 09433031 00037621","das Arbeitsamt ; Fachzeitschr. für d. Aufgabengebiete d. Bundesanst. für Arbeitsvermittlung u. Arbeitslosenversicherung",,"Arbeit, Beruf und Arbeitslosenhilfe"
"Kompendium des gesamten Rechtes der Medizin ( Zusatz anfangs ); offizielles Organ der Arbeitsgemeinschaft für Arztrecht ( 2. Zusatz anfangs )","http://lobid.org/resources/990054475580206441#!","03435733 03405524 03435733 03405524","das gesamte Recht der Medizin, aktuell und praxisbezogen ; in Kooperation mit der Arbeitsgemeinschaft für ArztRecht","ArztR","Arztrecht"
"Zeitschrift für Minderheitenfragen; Zeitschrift für Minderheitenfragen ; mit offiziellen Mitteilungen d. Föderalistischen Union Europäischer Volksgruppen; Vierteljahresschrift für Nationalitätenfragen ( Zusatz anfangs )","http://lobid.org/resources/990053982120206441#!","00142492","Zeitschrift für Minderheitenfragen",,"Europa ethnica"
"HuV-I; HuV ( Zusatz anfangs )","http://lobid.org/resources/990055603360206441#!","09375414 09375414","Informationsschriften ; HuV-I = Journal of international law of peace and armed conflict",,"Humanitäres Völkerrecht"
"AFK","http://lobid.org/resources/990054130830206441#!","00039209","AFK ; Grundlagen, Konzepte, Beispiele","AfK; Arch.Kommunalwiss.","Archiv für Kommunalwissenschaften"
,"http://lobid.org/resources/990187760990206441#!","2192211X 2192211X","Zeitschrift für Aufsichtsräte in Deutschland",,"Board"
,"http://lobid.org/resources/990055208390206441#!","09302565 09302565",,,"Die Fackel, Ausgabe Berlin"
"Leitsatzkartei des deutschen Rechts","http://lobid.org/resources/990054344000206441#!","14325470","Leitsatzkartei des deutschen Rechts, CD-ROM ; die kompakte Datenbank der Neuen juristischen Wochenschrift",,"LSK"
"NJWE; NJWE-WettbR; NJW-Entscheidungsdienst / Wettbewerbsrecht; NJW-Entscheidungsdienst Wettbewerbsrecht","http://lobid.org/resources/990056386670206441#!","09497102",,,"Neue juristische Wochenschrift, NJW-Entscheidungsdienst : NJWE / hrsg. von der NJW-Redaktion. Wettbewerbsrecht : NJWE-WettbR ; neue Entscheidungen aus den Bereichen unlauterer Wettbewerb, Markenrecht, Titel- und Firmenschutz, Verfahrens- und Kostenrecht, Kartellrecht"
"STUD-JUR / Nomos-Textausgaben / Landesrecht Sachsen-Anhalt; STUD-JUR / Nomos-Texte / Landesrecht Sachsen-Anhalt","http://lobid.org/resources/990107327500206441#!","14312808 14312808",,,"Landesrecht Sachsen-Anhalt"
"PiR","http://lobid.org/resources/990136271060206441#!","18628753 18628753","PiR ; die Zeitschrift zur IFRS-Bilanzierung",,"Praxis der internationalen Rechnungslegung"
"ZfRV","http://lobid.org/resources/990054466320206441#!","0514275X","ZfRV",,"Zeitschrift für Rechtsvergleichung"
,"http://lobid.org/resources/990117387430206441#!","23665408 23665408",,,"Neues Archiv für Handelsrecht"
,"http://lobid.org/resources/990135654640206441#!","23662964 23662964","... ; Gewerbesteuergesetz mit Gewerbesteuer-Durchführungsverordnung und Gewerbesteuer-Richtlinien in den für ... geltenden Fassungen","GewSt","Veranlagungshandbuch Gewerbesteuer"
"Arbeitslohn, Lohnsteuer und Sozialversicherung von A - Z; Lexikon für das Lohnbüro ... plus","http://lobid.org/resources/990106014350206441#!","21919224 21919224","Arbeitslohn, Lohnsteuer und Sozialversicherung von A - Z",,"Lexikon für das Lohnbüro"
"Amtsblatt der Bayerischen Staatsministerien für Unterricht und Kultus und Wissenschaft, Forschung und Kunst / 1; Amtsblatt des Bayerischen Staatsministeriums für Unterricht und Kultus ( Hauptsacht. 1975,5 - 1986,23 ); Amtsblatt der Bayerischen Staatsministerien für Unterricht und Kultus und Wissenschaft und Kunst ( Hauptsacht. 1986,24 - 1990,19 )","http://lobid.org/resources/990054730530206441#!","14393409 14393409",,,"Amtsblatt der Bayerischen Staatsministerien für Unterricht und Kultus und Wissenschaft, Forschung und Kunst, Teil 1"
"Systematische Übersicht der in der Zeit vom ... bis ... veröffentlichten Entscheidungen des Obersten Gerichtshofes; JBl; Juristische Blätter vereinigt mit Gerichtszeitung ( Hauptsacht. 61.1932 - 67.1938,5(März) )","http://lobid.org/resources/990054455570206441#!","00226912 00226912",,"Jur.Bl.","Juristische Blätter"
"IPRB","http://lobid.org/resources/990178528780206441#!","23661178 23661178","IPRB ; Informationsdienst für das Recht des geistigen Eigentums",,"Der IP-Rechts-Berater"
"Staatshandbuch die Bundesrepublik Deutschland","http://lobid.org/resources/990156208600206441#!","18639917 18639917","die Bundesrepublik Deutschland",,"Staatshandbuch, Niedersachsen : Handbuch der Landes- und Kommunalverwaltung mit Aufgabenbeschreibungen und Adressen"
"DRiZ; DRiZ; Organ des Deutschen Richterbundes, Bund der Richterinnen und Richter, Staatsanwältinnen und Staatsanwälte ( Zusatz anfangs )","http://lobid.org/resources/990054043480206441#!","03408612 03408612","DRiZ",,"Deutsche Richterzeitung"
"Jahrbuch für Gesetzgebung, Verwaltung und Volkswirthschaft im Deutschen Reich ( Hauptsacht. bis 12.1888 )","http://lobid.org/resources/990054657460206441#!","16196260",,,"Jahrbuch für Gesetzgebung, Verwaltung und Volkswirtschaft im Deutschen Reich"
"AnwBl","http://lobid.org/resources/990054455690206441#!","01717227 01717227","die Fachzeitschrift für Anwältinnen und Anwälte/ Hrsg: Deutscher Anwaltverein e.V. Institut der Anwaltschaft GmbH",,"Anwaltsblatt"
"GRUR-Prax; GRUR","http://lobid.org/resources/991004148208906453#!","18693849 18693849","GRUR-Prax",,"Gewerblicher Rechtsschutz und Urheberrecht in der Praxis"
"GMBl","http://lobid.org/resources/990225122760206441#!","26250438 26250438",,,"Gemeinsames Ministerialblatt des Bundesministeriums der Finanzen, des Bundesministeriums des Innern, für Bau und Heimat, des Auswärtigen Amtes, des Bundesministeriums für Wirtschaft und Energie, des Bundesministeriums für Arbeit und Soziales, des Bundesministeriums der Verteidigung, des Bundesministeriums für Ernährung und Landwirtschaft, des Bundesministeriums für Familie, Senioren, Frauen und Jugend, des Bundesministeriums für Gesundheit, des Bundesministeriums für Verkehr und Digitale Infrastruktur, des Bundesministeriums für Umwelt, Naturschutz und Nukleare Sicherheit, des Bundesministeriums für Bildung und Forschung, des Bundesministeriums für Wirtschaftliche Zusammenarbeit und Entwicklung, der Beauftragten der Bundesregierung für Kultur und Medien"
,"http://lobid.org/resources/990193345460206441#!","21952841 21952841","Zeitschrift für das gesamte Recht der Energiewirtschaft",,"EnWZ"
,"http://lobid.org/resources/990056119110206441#!","01799045","= Annual report / Deutsches Patentamt",,"Jahresbericht / Deutsches Patentamt"
"GSZ","http://lobid.org/resources/990219345660206441#!","25673823 25673823","GSZ : europäisches und deutsches Sicherheitsrecht/Sicherheitspolitik",,"Zeitschrift für das gesamte Sicherheitsrecht"
,"http://lobid.org/resources/990133843770206441#!","18661025 18661025",,,"Juridisches Magazin"
,"http://lobid.org/resources/990143554490206441#!","18616658 18616658","öffentliche Aufträge rechtssicher vergeben ; Fachinformationen für die Vergabestellen",,"Vergabe-Navigator"
"EWiR","http://lobid.org/resources/990054207280206441#!","01779303","EWiR ; Kurzkommentare",,"Entscheidungen zum Wirtschaftsrecht"
"RDV; Zeitschrift für Praxis und Wissenschaft ( Zusatz anfangs )","http://lobid.org/resources/990054270320206441#!","01788930 01788930","RDV ; Zeitschrift für Datenschutz-, Informations- und Kommunikationsrecht",,"Recht der Datenverarbeitung"
,"http://lobid.org/resources/99373029230606441#!","29420296 29420296","ZURe : REthinking:Law inside",,"Zeitschrift für Unternehmensjuristen, Rechtsabteilungen und deren Berater"
,"http://lobid.org/resources/990183720160206441#!","21913838 21913838",,"RdF","Recht der Finanzinstrumente"
"ZJJ","http://lobid.org/resources/990120619890206441#!","16121864","ZJJ",,"Zeitschrift für Jugendkriminalrecht und Jugendhilfe"
,"http://lobid.org/resources/990054463290206441#!","0042384X 0042384X","Zeitschrift für die Vereinten Nationen und ihre Sonderorganisationen",,"Vereinte Nationen"
