name,abbr,year_start,year_end
Internationaler Rechtshilfeverkehr in Strafsachen,,2024,
Streitbeilegung und Streitvermeidung im Zivilrecht,,2019,
Wissenschaft in der Verantwortung,,2023,
EuroAS,Euro AS,1992,2009.0
EuroAS,Euro AS,2024,
EuroAS,Euro AS,2024,
"Allerneueste Nachrichten von juristischen Büchern, academischen Abhandlungen, Deductionen und Verordnungen grosser Herren",,1739,1755.0
"Allerneueste Nachrichten von juristischen Büchern, academischen Abhandlungen, Deductionen und Verordnungen grosser Herren",,2024,
"Amtsblatt / Harmonisierungsamt für den Binnenmarkt (Marken, Muster und Modelle)",,1995,2006.0
Tätigkeitsbericht der Schlichtungsstelle nach dem Kapitalanlagegesetzbuch der Bundesanstalt für Finanzdienstleistungsaufsicht,,2013,2016.0
Working paper / Bundesamt für Migration und Flüchtlinge,,2007,2022.0
Working paper / Bundesamt für Migration und Flüchtlinge,,2024,
Working paper / Bundesamt für Migration und Flüchtlinge,,2024,
Working paper / Bundesamt für Migration und Flüchtlinge,,2012,
Working paper / Bundesamt für Migration und Flüchtlinge,,2010,
Working paper / Bundesamt für Migration und Flüchtlinge,,2024,
Standesamt und Ausländer,,1972,
Standesamt und Ausländer,,2024,
Humanitäres Völkerrecht,,1988,2017.0
Humanitäres Völkerrecht,,2024,
Humanitäres Völkerrecht,,2024,
Humanitäres Völkerrecht,,2024,
Humanitäres Völkerrecht,,2024,
Bw,,1986,1990.0
Spuren des Verbrechens,,2021,
"Polizeireport, Bezirksgruppen Westhessen, Polizeizentralbehörden Hessen und Hessische Bereitschaftspolizei in der Gewerkschaft der Polizei, Polizei-Sozialhilfe Hessen e. V. und der PSG Polizei-Service-Gesellschaft mbH Hessen",,2012,
Tätigkeitsbericht der Verbraucherschlichtungsstelle bei der Bundesanstalt für Finanzdienstleistungsaufsicht,,2017,
"Immo professional, IVD Süd e.V. : offizielle Fachzeitschrift des Immobilienverband Deutschland IVD Süd e.V",,2006,
"Aktueller EG-Förderbrief für Betriebe, Berater und Behörden",,1993,2007.0
"Aktueller EG-Förderbrief für Betriebe, Berater und Behörden",,2024,
Informationen zur Arbeitswelt,,1997,1999.0
Newsletter Menschenrechte,NLMR,2005,
Newsletter Menschenrechte,NLMR,2024,
Abhandlungen zum Öffentlichen Recht,AÖffR,2023,
Freiburger rechtswissenschaftliche Abhandlungen,FRA,2007,
Bibliographie zur europäischen Rechtsprechung,,1965,1976.0
"Polizeireport, Südosthessen und Osthessen : für die Bereiche Gelnhausen, Hanau, Offenbach, Fulda, Schlüchtern, Hersfeld-Rotenburg, Vogelsberg, PASt Langenseibold, PASt Bad Hersfeld, PASt Petersberg",,2001,
"Polizeireport, Nordhessen : für die Bereiche Kassel, Schwalm-Eder-Kreis, Werra-Meißner-Kreis und Waldeck-Frankenberg",,1997,
Seniorenrecht aktuell,SR,2013,2022.0
Seniorenrecht aktuell,SR,2024,
Seniorenrecht aktuell,SR,2013,
Rechtsmedizin,,1991,
Rechtsmedizin,,2015,2015.0
Rechtsmedizin,,2024,
Sächsisches Archiv für bürgerliches Recht und Prozeß,,1891,1903.0
Studien zum Regulierungsrecht,,2010,
"Zeitungs-Verlag und Zeitschriften-Verlag, Schriftenreihe",ZV und ZV,1963,
Daten im Betrieb,DiB,2024,
"Statistischer Bericht / Statistisches Landesamt des Freistaates Sachsen, L. IV. 5: Finanzen und Steuern. Erbschaft- und Schenkungsteuer im Freistaat Sachsen",,2008,
KGSt-Mitteilungen,MittKGSt.,1993,1995.0
"Neue Zeitschrift für Arbeits- und Sozialrecht, Beilage",NZA,1985,1991.0
Arbeit und Wirtschaft in Bayern,,1946,1975.0
Richter ohne Robe,,2006,
Immobilien vermieten,,2004,2007.0
Immobilien vermieten,,2024,
Verfassungsentwicklung in Europa,VEEU,2005,
Zeitschrift für Energie- und Technikrecht,ZTR,2011,2022.0
Zeitschrift für evangelisches Kirchenrecht,ZevKR,2006,
Kurzfassung Handbuch,,2017,2021.0
ZVI-Bayern-Nachrichten,,1978,1980.0
Bayerisches Mediengesetz,,1996,
Working papers,,2020,
Berufe an berufsbildenden Schulen des Freistaates Sachsen,,1996,2006.0
Der PersonalLeiter,,2003,2009.0
Der PersonalLeiter,,2007,
Taschenlexikon arbeitsrechtlicher Entscheidungen,,1972,
Planerrechts-Report,,2004,
Der Gegenpol,,1981,2016.0
Der Gegenpol,,1981,1990.0
Der Gegenpol,,1991,
Schriften des Instituts für Arbeits- und Wirtschaftsrecht der Universität zu Köln,,1972,
Schriften des Instituts für Arbeits- und Wirtschaftsrecht der Universität zu Köln,,1972,
GI,,1997,2005.0
Brago-Report,,2000,2003.0
Bayerisches Beamten-Jahrbuch,,1968,
ZVI Bayern informiert,,1988,1990.0
ZVI-Mitteilungen,,1991,1998.0
ZVI-Mitteilungen,,2024,
Archiv des Criminalrechts,,1799,1857.0
REFZ,,1994,2003.0
"Die Bundesrepublik, Teilausgabe Saarland",,1960,1961.0
"Sozialwissenschaftlicher Fachinformationsdienst, Kriminalsoziologie + Rechtssoziologie",SoFid,1984,2010.0
"Sozialwissenschaftlicher Fachinformationsdienst, Kriminalsoziologie + Rechtssoziologie",SoFid,2024,
"Sozialwissenschaftlicher Fachinformationsdienst, Kriminalsoziologie + Rechtssoziologie",SoFid,2024,
Nachschlagewerk des Bundesgerichtshofs,LM,1951,2002.0
Euro-Bau,EB,1994,1998.0
Euro-Bau,EB,1997,1997.0
50 Jahre BGR,,2008,2008.0
Jahresbericht ...,,2019,
Wirtschaftswissenschaftliche und wirtschaftsrechtliche Untersuchungen,,1962,1996.0
Warenzeichen-Lexikon,,1963,1995.0
Aktuelle Rechtsprobleme aus der Sicht des Bayer. Obersten Landesgerichts,,1972,1976.0
Silesian journal of legal studies,SJLS,2009,
Working paper,,2012,
Rechts-Empirie,,2019,
Schriftenreihe zum deutschen und internationalen Erbrecht,,2009,2015.0
Schriftenreihe zum deutschen und internationalen Erbrecht,,2009,2011.0
"OLG-Report München, Stuttgart, Karlsruhe, Nürnberg, Bamberg",,1992,2009.0
"OLG-Report München, Stuttgart, Karlsruhe, Nürnberg, Bamberg",,2012,2012.0
BAköV Report,,2022,
Jahrbuch der polizeilichen Kriminalstatistik Niedersachsen ...,,2005,
Prokurist persönlich,,2011,2021.0
Prokurist persönlich,,2015,
Prokurist persönlich,,2015,
Prokurist persönlich,,2017,2017.0
Der Steuerzahler,,2023,
Schriftenreihe des ABS,,1999,
Schriftenreihe des ABS,,2024,
Forum Versicherungsrecht,,1999,2000.0
Argument - Sonderbände zum Schwerbehindertenrecht,,1997,
Einfach Steuern sparen,,2012,
Einfach Steuern sparen,,2012,
Jusnews,,2002,2005.0
"Der Curieuse Juriste, welcher seine Gedancken über einige Lehr-Sätze aus denen geist- und weltlichen Rechten eröffnet, solche nach der Wahrheit und Vernunfft beurtheilet und denen gelehrt- und ungelehrten Liebhabern der Rechte mittheilet",,1745,1746.0
"Der Curieuse Juriste, welcher seine Gedancken über einige Lehr-Sätze aus denen geist- und weltlichen Rechten eröffnet, solche nach der Wahrheit und Vernunfft beurtheilet und denen gelehrt- und ungelehrten Liebhabern der Rechte mittheilet",,2024,
"Enzyklopädie der Rechts- und Staatswissenschaft, Abteilung Rechtswissenschaft",,1922,1923.0
"Nomos-Universitätsschriften, Recht",,1989,
Bibliothek der neuesten juristischen Litteratur,,1783,1788.0
Bibliothek der neuesten juristischen Litteratur,,2024,
Scheinwerfer,,2014,
Studien zur Mitbestimmungstheorie und Mitbestimmungspraxis,,1973,
Sammlung auserlesener Abhandlungen aus dem Lehnrechte,,1781,1783.0
Sammlung auserlesener Abhandlungen aus dem Lehnrechte,,2024,
Information / Komitee zum Schutze der Menschenrechte,,1960,1969.0
"Geschäftsordnung des Europäischen Rates, Geschäftsordnung des Rates",,2010,
Rechtsprechung zum Steuerberaterhonorar ...,,1999,
Schriftenreihe Criminologia,,2007,
Tabellenjahrbuch,,1984,1986.0
Juristische Abhandlungen und Beobachtungen,,1780,1780.0
Juristische Abhandlungen und Beobachtungen,,2024,
LGA-Spiegel,,1958,1968.0
"Wildauer Schriftenreihe, Unternehmensführung und Unternehmensrecht",,2005,
"Wildauer Schriftenreihe, Unternehmensführung und Unternehmensrecht",,2024,
Veröffentlichungen des Seminars für Versicherungslehre der Universität Frankfurt am Main / Seminar für Versicherungslehre an der Universität Frankfurt am Main,,1987,2011.0
Neue deutsche Presse,,1954,1967.0
"Marburger rechts- und staatswissenschaftliche Abhandlungen, Reihe B, Staatswissenschaftliche Abhandlungen",,1968,
Juristische Examensklausuren,,1972,
Juristische Examensklausuren,,2024,
Jahresbericht ...,,2022,
Neue Steuer-Informationen,,1991,2003.0
Neue Steuer-Informationen,,2024,
Neue Steuer-Informationen,,2024,
Neue Steuer-Informationen,,2024,
Kostenrechtsprechungsübersicht,,2024,
Ärzte-Brief Gebührenordnungen,,1991,1995.0
Magazin der peinlichen Rechtsgelehrsamkeit für die vier neuen Departemente auf dem linken Rheinufer,,1800,
Zeitschrift für die deutsche Gesetzgebung und für einheitliches deutsches Recht,,1872,1875.0
Zeitschrift für Vergaberecht,RPA,2010,
Schriften zum Betreuungsrecht,SBR,2013,
Österreichische Zeitschrift für Kartellrecht,ÖZK,2010,
Medien und Recht International,MR-Int,2004,
Medien und Recht International,MR-Int,2024,
Datenschutz aktuell,DAT,2018,
Datenschutz aktuell,DAT,2018,
FAU Studien aus der Rechtswissenschaft,,2018,
Kommunale Verwaltungssteuerung,KVS,2009,
Datenschutz-Tätigkeitsbericht des Landesbeauftragten für den Datenschutz und die Informationsfreiheit Baden-Württemberg,,2018,
Berichte des Nationalen Zentrums für Kriminalprävention,,2017,
Schriftenreihe der August-Maria-Berges-Stiftung für Arbitrales Recht,,1998,
Schriftenreihe der August-Maria-Berges-Stiftung für Arbitrales Recht,,2000,
Schriftenreihe der August-Maria-Berges-Stiftung für Arbitrales Recht,,2012,2016.0
Schriftenreihe der August-Maria-Berges-Stiftung für Arbitrales Recht,,1998,
Umweltrechtliche Beiträge aus Wissenschaft und Praxis,UWP,2020,
Praxiswissen Sportverein & Management,,2011,
"Sammlung einiger Staats-Schriften, welche nach Ableben Kayser Carls des VI. zum Vorschein gekommen und die gegenwärtige wichtige Staats-Angelegenheiten von Teutschland betreffen",,1740,1743.0
"Sammlung einiger Staats-Schriften, welche nach Ableben Kayser Carls des VI. zum Vorschein gekommen und die gegenwärtige wichtige Staats-Angelegenheiten von Teutschland betreffen",,2024,
Länderberichte Religionsfreiheit,,2012,
Schriftenreihe Studien zum Völker- und Europarecht,,2011,
"Schriftenreihe des Bundesministers für Atomkernenergie und Wasserwirtschaft, Kernenergierecht",,1959,1961.0
"Schriftenreihe des Bundesministers für Atomkernenergie und Wasserwirtschaft, Kernenergierecht",,1959,
Gesetzgebungs-Bulletin,,1987,2005.0
Gesetzgebungs-Bulletin,,1987,
Gesetzgebungs-Bulletin,,2024,
Gesetzgebungs-Bulletin,,1992,
PuM,,2015,
"Beiträge aus dem Institut für Schweizerisches und Internationales Baurecht, Universität Freiburg",,1997,
"Beiträge aus dem Institut für Schweizerisches und Internationales Baurecht, Universität Freiburg",,2024,
Zeitschrift für Forderungsmanagement und Vollstreckung,ZFV,2007,2007.0
LES-Schriftenreihe Lizenzen und Lizenzvertragsrecht,,2018,
AV zentral,,1978,1998.0
AV zentral,,2024,
MPI insights,,2019,
Studien zum römischen und bürgerlichen Recht,,1952,1971.0
"Conclusa, welche von einem gemeinsamen höchstpreyßlichen Reichs-Vicariats-Hof-Gericht zu Augspurg, seit höchst-desselben Eröffnung abgefaßt worden",,1742,1742.0
"Conclusa, welche von einem gemeinsamen höchstpreyßlichen Reichs-Vicariats-Hof-Gericht zu Augspurg, seit höchst-desselben Eröffnung abgefaßt worden",,2024,
Beiträge zum Informationsrecht,,2002,
Schriften zum Zivilverfahrensrecht und Insolvenzrecht,,2012,
Schriften zum Zivilverfahrensrecht und Insolvenzrecht,,2012,
Schriften zum Verfahrensrecht,,2002,
Schriften zum Verfahrensrecht,,2013,2016.0
Schriften zum Verfahrensrecht,,2002,2012.0
Vierteljahrsschrift für gerichtliche Medizin und öffentliches Sanitätswesen,,1872,1921.0
Vierteljahrsschrift für gerichtliche Medizin und öffentliches Sanitätswesen,,2024,
Berliner Schriften zum internationalen und ausländischen Privatrecht,,2009,2012.0
Jus & news,,1997,2012.0
Jus & news,,2024,
"Bericht des in der Generalversammlung gewählten Ausschusses, enthaltend die in der Generalversammlung vorgelegten Jahresberichte der Rheinisch-Westphälischen Gefängnis-Gesellschaft zur Sittlichen und Bürgerlichen Besserung der Gefangenen",,1828,1835.0
"Bericht des in der Generalversammlung gewählten Ausschusses, enthaltend die in der Generalversammlung vorgelegten Jahresberichte der Rheinisch-Westphälischen Gefängnis-Gesellschaft zur Sittlichen und Bürgerlichen Besserung der Gefangenen",,2024,
Verwaltung aktuell,ZfV,1998,2004.0
Sicherheitsbericht Stadt Nürnberg,,2000,2015.0
Sicherheitsbericht Stadt Nürnberg,,2024,
Schriftenreihe der Erfurter Gesellschaft für deutsches Landesrecht,,2017,2019.0
Verfassungspolitik,,1986,
Schriftenreihe zum Datenschutz- und Informationsrecht,,2009,
"Archiv für practische Rechts-Wissenschaft aus dem Gebiete des Civilrechts, des Civilprozesses und des Criminalrechts",,1852,1897.0
"Archiv für practische Rechts-Wissenschaft aus dem Gebiete des Civilrechts, des Civilprozesses und des Criminalrechts",,1852,
"Archiv für practische Rechts-Wissenschaft aus dem Gebiete des Civilrechts, des Civilprozesses und des Criminalrechts",,1854,1863.0
Eucrim,,2006,
Beiträge zum Arbeitsrecht,BArbR,2016,
Fundamenta juris publici,FJP,2012,
Katzenkönig,,2020,
Internetagent,,2004,2008.0
Computerrecht intern,CI,1998,2000.0
The international legal forum,,1996,1999.0
Geistiges Eigentum und Wettbewerbsrecht,GEuWR,2018,
Zeitschriften-Auswertung,ZA,1981,1998.0
Schriften zur öffentlichen Verwaltung,,1973,
Schriften zur öffentlichen Verwaltung,,1973,1976.0
Der Stacheldraht,,2009,
Der Stacheldraht,,2012,
Ministerialblatt des Sächsischen Staatsministeriums der Finanzen,,1998,2018.0
Kommunale Schriften für Hessen,,1953,
BOARD Dossier,,2022,
Unternehmens-Steuern.aktuell,,2003,
Unternehmens-Steuern.aktuell,,2024,
Unternehmens-Steuern.aktuell,,2024,
Saarbrücker Rechtszeitschrift,SRZ,2020,
ARNI Forum,,2017,2019.0
Humanitarianism & human rights,,2014,
Neue Berichte von Religions-Sachen,,1751,1756.0
Neue Berichte von Religions-Sachen,,1751,1751.0
KCU-Schriftenreihe,,2012,
Beiträge zum ausländischen und internationalen Privatrecht,BtrIPR,1928,
Beiträge zum ausländischen und internationalen Privatrecht,BtrIPR,1975,1996.0
Beiträge zum ausländischen und internationalen Privatrecht,BtrIPR,1928,1971.0
Speyerer Forschungsberichte,,1978,
Speyerer Forschungsberichte,,2024,
Sammlung der Reichs-Hof-Raths-conclusorum,,1761,1762.0
Kommunalpraxis,,1979,1989.0
Diplomatisch-practische Beyträge zu dem deutschen Lehnrecht und zu der westphälischen Fehmgerichts-Verfaßung,,1797,1798.0
Studien zum öffentlichen Recht und zur Verwaltungslehre,,1966,
Studien zum öffentlichen Recht und zur Verwaltungslehre,,1972,2009.0
Studien zum öffentlichen Recht und zur Verwaltungslehre,,1966,1969.0
Geschäftsbericht / Deutsche Rentenversicherung Baden-Württemberg,,2005,
Sammlung auserlesener Abhandlungen aus dem Lehnrechte,,1781,1783.0
ZRFG,,2006,2008.0
Zeitschrift für Verwaltung und Rechtspflege in Oldenburg,,1918,1939.0
Beiträge zum Rundfunkrecht,,1965,2003.0
Beiträge zum Rundfunkrecht,,1965,1989.0
Zeitschrift für deutsches Staatsrecht und deutsche Verfassungsgeschichte,,1867,1867.0
Newsletter Menschenrechte,NLMR,2005,
Newsletter Menschenrechte,NLMR,2024,
Das Neue Aussenwirtschaftsrecht,,1961,
Bt-Info,,1996,2004.0
Leaderforum,,1998,2007.0
Leaderforum,,2005,
Schriftenreihe des FZI Forschungszentrum Informatik - Impulse zu Recht und Technik,,2021,
Recht der Energiewirtschaft,RdE,2010,
Recht der Energiewirtschaft,RdE,2010,
"Auserlesene neueste Staats-Acta, unter der jetzt Glorwürdigsten Regierung Ihro Röm. Kayserl. Majest. Josephs des Zweyten, zum Behuf der Reichs-Historie und der Staats-Rechte",,1767,1773.0
Beyträge zum neuesten französischen Staatsrechte bey Gelegenheit der allgemeinen Reichsversammlung,,1789,
Immobilienbewertung & Immobilienrecht bei internationalen Investitionen,,2009,
Anglo-German law journal,,2015,
Juristische Vierteljahresschrift,,1885,1915.0
Marken- und Wettbewerbsrecht in der Praxis,,2016,
UN-Kaufrecht in Deutschland,,2016,2017.0
Arbeitsschutzpraxis für Betriebsräte,,2014,
Arbeitsschutzpraxis für Betriebsräte,,2024,
Wissenschaft und Praxis,,1984,
Staat und Verwaltung,,1979,1980.0
Business crime,,1996,2004.0
Revija za evropsko pravo,,1999,
Revija za evropsko pravo,,2024,
Hauseigentümer-Magazin,,1988,1988.0
Leipzig law journal,LLJ,2022,
"Neuerwerbungen Kriminologie / Universitätsbibliothek Tübingen, Schwerpunkt Kriminologie",,1981,1989.0
Themis,,1827,1841.0
Der Stacheldraht,,1991,
Der Stacheldraht,,2012,
BPjM aktuell,,2003,2011.0
Journal of trust management,,2014,
Neues rheinisches Museum für Jurisprudenz,,1833,1835.0
Kaiserl.-Königl. Vorder-Oesterreichischer Schematismus,,1767,1767.0
Kaiserl.-Königl. Vorder-Oesterreichischer Schematismus,,2024,
Blätter für Zürcherische Rechtsprechung,ZR,1902,
Blätter für Zürcherische Rechtsprechung,ZR,1991,1991.0
Kieler Ostrechts-Notizen,,2005,
Leipziger juristische Seminararbeiten,,2004,2005.0
Han-Chung-Il minsang  pŏphak,,2007,
Die Niedersächsische Gemeinde,,1961,
Die Niedersächsische Gemeinde,,2024,
Staats- und Addresshandbuch des schwäbischen Reichs-Kraises,,1793,1799.0
Staats- und Addresshandbuch des schwäbischen Reichs-Kraises,,2024,
"Zeitschrift für das Recht der Außenwirtschaft, Sanktionen und Auslandsinvestitionen",,2023,
Warschauer Schriften zum römischen Recht und zur europäischen Rechtstradition,,2023,
Diakonie Baden Magazin ...,,2010,
"Enzyklopädie der Rechts- und Staatswissenschaft, Abteilung Staatswissenschaft",,1925,1925.0
Schriftenreihe des Instituts für Landwirtschaftsrecht der Universität Göttingen,,1965,2004.0
Iherings Jahrbücher für die Dogmatik des bürgerlichen Rechts,,1893,1919.0
Iherings Jahrbücher für die Dogmatik des bürgerlichen Rechts,,2024,
Kölner Steuerdialog,KÖSDI,2002,2014.0
Schriftenreihe brandenburgische Studien zum öffentlichen Recht,,2009,
Reihe Kriminologie,,1987,2004.0
TitelschutzMailer,,2003,
EVS-Kongress-Referate,,2003,
Baubroschüre ...,,2017,
Theoretisch kann ich praktisch alles!,,2020,2021.0
Statistik der Invalidenversicherung,,1901,1901.0
Geschäft und Recht,,1958,1958.0
"Digital - Recht, Staat und digitale Gesellschaft",,2021,
Kodexakzeptanz ...,,2011,
"Amtliche Bekanntmachungen der Europa-Universität Viadrina Frankfurt (Oder) / Europa-Universität Viadrina, Frankfurt, Oder",,1995,
Bereinigte Sammlung der Verwaltungsvorschriften des Bayerischen Staatsministeriums für Arbeit und Soziale Fürsorge,BayBSVA,1958,1970.0
Bereinigte Sammlung der Verwaltungsvorschriften des Bayerischen Staatsministeriums für Arbeit und Soziale Fürsorge,BayBSVA,2024,
"Jahresbericht der Gewerbeaufsicht des Freistaates Bayern / Bayerisches Staatsministerium für Arbeit und Sozialordnung, Familie, Frauen und Gesundheit",,1994,2000.0
"Internationales Patent-, Muster- und Marken-Recht",,1997,2013.0
"Digital - Recht, Staat und digitale Gesellschaft",,2021,
Beamtenrecht in Einzeldarstellungen,,2021,
Schriftenreihe zum Recht der iberischen und lateinamerikanischen Staaten,,2022,
"Ausbildung, Prüfung, Fortbildung, Landesausgabe Bayern",APF,1992,2005.0
"Ausbildung, Prüfung, Fortbildung, Landesausgabe Bayern",APF,2024,
"Recht und Praxis der Kapitalanlage, Urteil- und Dokumentations-Eildienst",,1984,1992.0
Amtsblatt des Bayerischen Staatsministeriums für Arbeit und Sozialordnung,,1970,1987.0
HR § compliance,,2008,
Infodienst Datenschutz für Praktiker,,2018,
Europäische Integration und internationale Wirtschaftsbeziehungen,,1996,
Europäische Integration und internationale Wirtschaftsbeziehungen,,1996,2012.0
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,1896,
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,1896,1921.0
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,1922,1944.0
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,2001,2003.0
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,1997,2000.0
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,1948,1996.0
"Zur Zeit / Stadt Zürich, Statistik",ZurZeit,2006,
Straßenverkehrs-Ordnung,,2017,
Zkm Report,,2016,
Zeitschrift für betriebliche Prävention und Unfallversicherung,BPUVZ,2011,2015.0
Bericht über Stand und Entwicklung der Kriminalität im Saarland für ...,,2004,2006.0
"Geschäftsbericht des Bundesrates / Schweizerische Eidgenossenschaft, Bundeskanzlei",,2005,2019.0
Gesundes Unternehmen,,2022,
