"institution_id","raw_author_name","author_id","cleaned_author_name","cleaned_institution_name","min_pubyear","max_pubyear","publ_cnt","example_id"
,Michael Stolleis,A5029655813,Michael Stolleis,,2006,2017,7,W4233325279
,Harm Peter Westermann,A5029664000,Harm Peter Westermann,,2017,2017,1,W4237712670
,Claudia Bittner,A5029679192,Claudia Bittner,,2013,2013,1,W2087189527
,Torsten Kindt,A5029687617,Torsten Kindt,,2023,2023,1,W4366424674
,Ferdinand Weber,A5029723548,Ferdinand Weber,,2019,2022,2,W4221097913
,Karl Christian Vedder,A5029784627,Karl Christian Vedder,,2008,2008,1,W2076422419
,Georg Caspers,A5029806609,Georg Caspers,,2021,2021,1,W3206811386
,Hanns Prütting,A5029864637,Hanns Prütting,,2008,2008,1,W2032761793
,Angie Schneider,A5029866596,Angie Schneider,,2013,2013,1,W4237008482
,Christopher Selke,A5029878752,Christopher Selke,,2023,2023,1,W4380434534
,Dan Bastian Trapp,A5029953760,Dan Bastian Trapp,,2011,2013,3,W4253617383
,Martin Henssler,A5030030677,Martin Henßler,,2006,2021,4,W4254650707
,Dan Wielsch,A5030198263,Dan Wielsch,,2009,2009,1,W2034729645
,Ralf Peter Anders,A5030207416,Ralf Peter Anders,,2012,2022,3,W4232042085
,Peter Krebs,A5030208289,Peter Krebs,,2009,2017,2,W2746273271
,Gerhard Wagner,A5030321799,Gerhard Wagner,,2007,2021,5,W3134598633
,Dominik König,A5030432097,Dominik König,,2015,2015,1,W2324730619
,Georg Nolte,A5030527614,Georg Nolte,,2013,2013,1,W1966709990
,Kai Ambos,A5030613608,Kai Ambos,,2007,2023,11,W4323024954
,Michael Heese,A5030706738,Michael Heese,,2016,2022,6,W4291498080
,Stefan Storr,A5030877184,Stefan Storr,,2006,2006,1,W2062058759
I149899117,Ulrich Sieber,A5030910725,Ulrich Sieber,Max Planck Society,2009,2009,1,W1970738947
I4210134943,Ulrich Sieber,A5030910725,Ulrich Sieber,"Max Planck Institute for the Study of Crime, Security and Law",2009,2009,1,W1970738947
,Boris Burghardt,A5030911708,Boris Burghardt,,2016,2022,3,W4285307638
,Katharina Leusch,A5030933998,Katharina Leusch,,2022,2022,1,W4296009453
,Matthias Rossi,A5030984792,Matthias Rossi,,2010,2016,2,W4229841779
,Hans Alexy,A5031026397,Hans Alexy,,2020,2020,1,W3033147547
,Christoph Lachner,A5031150378,Christoph Lachner,,2019,2019,1,W2982322524
,Hermann-Wilfried Bayer,A5031153530,Hermann-Wilfried Bayer,,2006,2006,1,W4214752398
,Marinus J. Stehmeier,A5031348465,Marinus J. Stehmeier,,2014,2014,1,W2042008240
,Sebastian Omlor,A5031363288,Sebastian Omlor,,2022,2022,1,W4285125843
,Thomas Hoeren,A5031457756,Thomas Hoeren,,2020,2020,2,W4242361558
,Carsten Herresthal,A5031524958,Carsten Herresthal,,2006,2017,2,W4239736186
,Klaas Hendrik Eller,A5031532681,Klaas Hendrik Eller,,2014,2014,1,W1991831285
,Wolfgang Kaiser,A5031539828,Wolfgang Kaiser,,2011,2011,1,W2068524015
,Ingo Saenger,A5031602470,Ingo Saenger,,2010,2010,1,W2025001911
,Sebastian A.E. Martens,A5031671131,Sebastian A.E. Martens,,2011,2018,3,W4255081946
,Alica Mohnert,A5031744127,Alica Mohnert,,2019,2019,1,W2982322668
,Marcus Jurij Vogt,A5031958882,Marcus Jurij Vogt,,2010,2010,1,W2035844488
,Mario Martini,A5031972332,Mario Martini,,2017,2019,2,W2918363491
,Susanna Roßbach,A5031979760,Susanna Roßbach,,2023,2023,1,W4386389418
,Christoph Grabenwarter,A5031983995,Christoph Grabenwarter,,2006,2017,2,W4229716086
,Igor Sorge,A5031998638,Igor Sorge,,2009,2009,1,W2052331519
,Frank Schorkopf,A5032006789,Frank Schorkopf,,2008,2024,7,W4393954492
,Ingeborg Puppe,A5032086402,Ingeborg Puppe,,2011,2023,5,W4366432924
I4210129449,Thomas Jaeger,A5032220570,Thomas Jaeger,Max Planck Institute for Innovation and Competition,2013,2013,1,W2008142530
,Oliver Raabe,A5032301512,Oliver Raabe,,2011,2011,1,W2046670344
,Lara Hausknecht,A5032328982,Lara Hausknecht,,2023,2024,2,W4390725106
,Hauke Brettel,A5032358102,Hauke Brettel,,2015,2015,1,W2406465678
,Jan Schürnbrand,A5032470149,Jan Schürnbrand,,2007,2015,3,W2792055653
,Markus Abraham,A5032496477,Markus Abraham,,2015,2015,1,W2916196515
,Benjamin Raue,A5032561261,Benjamin Raue,,2013,2013,1,W2007822946
,Jörg Benedict,A5032626056,Jörg Benedict,,2011,2017,4,W2608352278
,Kent D. Lerch,A5032677088,Kent D. Lerch,,2007,2007,1,W2081751077
,Ralph Ingelfinger,A5032688002,Ralph Ingelfinger,,2006,2006,1,W2029114269
,Gerhard Dannecker,A5032696927,Gerhard Dannecker,,2007,2018,4,W89197190
,Vanessa Grifo,A5032700641,Vanessa Grifo,,2021,2021,1,W3201442443
,Klaus-Peter Jünemann,A5032716659,Klaus-Peter Jünemann,,2013,2013,1,W1999807567
,Michael W. Müller,A5032748797,Michael Müller,,2020,2023,2,W4315486472
,Gerhard Fezer,A5032840206,Gerhard Fezer,,2006,2008,5,W4245641450
,Mathias Scheer,A5032929949,M. Scheer,,2022,2022,1,W4206483416
,Michael Brockmann,A5032973243,Michael Brockmann,,2015,2015,1,W4230656875
,Ulrike Babusiaux,A5033034214,Ulrike Babusiaux,,2021,2021,1,W3174799761
,Johannes Rottmann,A5033063936,J. Rottmann,,2021,2021,1,W3118476631
,Michael Heese,A5033087859,Michael Heese,,2012,2012,1,W2068373867
,Mathias Rohe,A5033090826,Mathias Rohe,,2007,2018,3,W2887404174
,Walter Grasnick,A5033142645,Walter Grasnick,,2010,2015,2,W2916939010
,Jürgen Kohler,A5033182030,Jürgen Kohler,,2006,2014,2,W2061361091
,Noah Drautzburg,A5033183885,Noah Drautzburg,,2022,2024,3,W4394925227
,Abteilung Zivilrecht,A5033222984,Abteilung Zivilrecht,,2011,2011,1,W2011826391
,Felix Lange,A5033242186,F. Lange,,2022,2022,1,W4320152649
,Christian Matt,A5033255115,Christian Matt,,2022,2022,1,W4285193152
,Carsten Kusche,A5033330169,Carsten Kusche,,2020,2021,3,W3129936953
,Bernd J. Hartmann,A5033339929,Bernd J. Hartmann,,2015,2017,3,W4239036290
,Ulrich Stein,A5033357246,Ulrich Stein,,2010,2010,1,W2061669231
,Gerd Biermann,A5033374667,G Biermann,,2023,2023,1,W3000965360
,Jochen von Bernstorff,A5033402421,Jochen von Bernstorff,,2012,2013,2,W2046494393
,Jan Stoppel,A5033456326,Jan Stoppel,,2007,2007,1,W2013455541
,Helmut Philipp Aust,A5033468203,Helmut Philipp Aust,,2018,2020,2,W3011636731
,Achim Janssen,A5033489223,Achim Janssen,,2019,2023,2,W4368247886
,Jonas C. Schulz,A5033591709,Jonas C. Schulz,,2022,2024,2,W4391354472
,Korbinian Schrom,A5033751177,Korbinian Schrom,,2022,2022,1,W4206483416
,Kathrin Kroll-Ludwigs,A5033768527,Kathrin Kroll-Ludwigs,,2009,2011,2,W4247875523
,Sebastian Fischer,A5033789712,Sebastian Fischer,,2010,2010,1,W2075859992
,Oliver L. Knöfel,A5033904561,Oliver L. Knöfel,,2022,2022,1,W4225654614
,Christian Anger,A5033931114,C Anger,,2015,2015,1,W2916434075
,Astrid Stadler,A5034120055,Astrid Stadler,,2007,2023,15,W4388660929
,Jens Puschke,A5034127778,Jens Puschke,,2006,2006,1,W4205687249
,Arnd Koch,A5034132938,Arnd Koch,,2007,2009,2,W1976867261
,Gregor Bachmann,A5034212403,Gregor Bachmann,,2008,2012,2,W4240462696
,Roland Klattenhoff,A5034234016,Roland Klattenhoff,,2006,2006,1,W2046878657
,Wolfgang Marotzke,A5034287870,Wolfgang Marotzke,,2008,2015,5,W4254678096
,Carsten Schäfer,A5034325292,Carsten Schäfer,,2006,2006,1,W4214581289
,Phillip Hellwege,A5034364757,Phillip Hellwege,,2015,2015,1,W2916850999
,Florian Bien,A5034372966,Florian Bien,,2009,2022,2,W4294224606
,Ulrich Haas,A5034467662,Ulrich Haas,,2014,2014,1,W2032625984
,Foroud Shirvani,A5034516400,Foroud Shirvani,,2014,2021,2,W3127146481
,Thorsten Siegel,A5034581433,Thorsten Siegel,,2022,2022,2,W4312968774
,Kerstin Seewald,A5034669028,Kerstin Seewald,,2017,2017,1,W2623858502
,Wolfgang Frisch,A5034708066,Wolfgang Frisch,,2022,2022,1,W4312612007
,Mohamad El-Ghazi,A5034799251,Mohamad El-Ghazi,,2012,2014,2,W4230802676
,Anna Flor,A5034860828,Anna Flor,,2015,2015,1,W2917538628
,Michael Beurskens,A5034880163,Michael Beurskens,,2017,2017,1,W2600932446
,Christian Huber,A5034928694,Christian G. Huber,,2007,2008,2,W4235443670
,Matthias Lehmann,A5034973574,Matthias Lehmann,,2007,2023,5,W4384787461
,Eva-Maria Kieninger,A5034984800,Eva-Maria Kieninger,,2012,2021,2,W3211544113
,Inge Kroppenberg,A5035051179,Inge Kroppenberg,,2010,2014,4,W4256059383
,Christoph Görisch,A5035186960,Christoph Görisch,,2015,2015,1,W2762956614
,Heiko Sauer,A5035231803,Heiko Sauer,,2011,2023,5,W4352993807
,Christoph Schärtl,A5035262457,Christoph Schärtl,,2013,2013,1,W1968589271
,Wolfgang winkelbauer,A5035304039,Wolfgang winkelbauer,,2010,2010,1,W2040016006
,Götz Frank,A5035337777,Götz Frank,,2009,2009,1,W4244890534
,Johannes Heyers,A5035342861,Johannes Heyers,,2012,2012,1,W2047167394
,Christian Gomille,A5035373087,Christian Gomille,,2012,2018,2,W2885398217
,Joachim Goebel,A5035415889,Joachim Goebel,,2014,2014,1,W2032625984
,Michael Rodi,A5035435213,Michael Rodi,,2009,2015,2,W4205484462
,Alexander v. Brünneck,A5035437031,Alexander von Brünneck,,2009,2009,1,W1990780539
,Karl-Nikolaus Peifer,A5035504146,Karl-Nikolaus Peifer,,2012,2022,3,W4285112584
,Winfried Boecken,A5035555283,Winfried Boecken,,2006,2006,1,W2046878657
,Christoph Luther,A5035574399,Christoph Luther,,2014,2014,1,W2025994063
,Gloria Berghäuser,A5035594148,Gloria Berghäuser,,2018,2018,1,W2892209759
,Arne Nordmeyer,A5035597244,Arne Nordmeyer,,2010,2010,1,W2041930036
,Franz C. Mayer,A5035645003,Franz C. Mayer,,2007,2020,5,W54774594
,Franz Mayer,A5035645003,Franz C. Mayer,,2006,2006,1,W1982585442
,Kai Hofmann,A5035669114,Kai Hofmann,,2013,2013,1,W1965143385
,Robert Frau,A5035787599,Robert Frau,,2014,2014,1,W4238024821
,Alexander Schäfer,A5035841117,Alexander Schäfer,,2017,2017,1,W2602894259
,Günter Reiner,A5035894436,Günter Reiner,,2020,2020,1,W4205833750
,Ferdinand Kirchhof,A5035921017,Ferdinand Kirchhof,,2018,2018,1,W2902063788
,H.C. Fritz Rittner,A5035953822,H.C. Fritz Rittner,,2007,2007,1,W2045507204
,Dennis Seifarth,A5035996674,Dennis Seifarth,,2007,2007,1,W2089131350
,Peter Georg Picht,A5036030207,Peter Georg Picht,,2017,2017,1,W2751070984
,Richard Rachlitz,A5036113936,Richard Rachlitz,,2022,2022,1,W4315834800
,Boas Kümper,A5036179455,Hiram Kümper,,2015,2017,2,W4252336091
,Norbert Wimmer,A5036215310,Norbert Wimmer,,2010,2010,1,W40313314
,Markus Heintzen,A5036299752,Markus Heintzen,,2016,2016,1,W2548931275
,Stefan Machura,A5036443966,Stefan Machura,,2013,2013,1,W2036136720
,Ronny Hauck,A5036582296,Ronny Hauck,,2016,2016,1,W2595033870
,Hans Meyer,A5036633620,Harald Meyer,,2011,2016,2,W2513122568
,Jochen Glöckner,A5036657731,Jochen Glöckner,,2007,2020,3,W3002947446
,Daniel Wolff,A5036689502,Daniel Wolff,,2014,2016,2,W2523601071
,Anna Bizer,A5036689855,Anna Bizer,,2018,2018,1,W2809080624
,Wolfgang Ernst,A5036745791,Wolfgang Ernst,,2012,2014,3,W4248279224
,Hans Michael Heinig,A5036923966,Hans Michael Heinig,,2007,2020,5,W4237554094
,Klaus Tipke,A5037037474,Klaus Tipke,,2009,2009,1,W1974749215
,Clemens Latzel,A5037168877,Clemens Latzel,,2014,2014,1,W2079188806
,Alisa Rank,A5037191743,Alisa Rank,,2019,2019,1,W2980798851
,Josef Wittmann,A5037200597,Josef Wittmann,,2023,2023,1,W4386499771
,Alexander Roßnagel,A5037282407,Alexander Roßnagel,,2015,2015,1,W2917951522
,Gunnar Duttge,A5037386956,Gunnar Duttge,,2006,2023,14,W4323024955
,Bernhard Hardtung,A5037389707,Bernhard Hardtung,,2008,2008,1,W4245607335
,Stephan Wernicke,A5037442455,Stephan Wernicke,,2006,2006,1,W1982585442
,Stephan Harbarth,A5037469107,Stephan Harbarth,,2022,2022,1,W4213207957
,Constantin Blanke-Roeser,A5037507047,Constantin Blanke-Roeser,,2023,2023,2,W4386499773
,Cornelia Manger-Nestler,A5037593443,Cornelia Manger-Nestler,,2024,2024,1,W4393954485
,Martin Zimmermann,A5037725633,Martin Zimmermann,,2014,2014,1,W2011237404
,Mustafa Temmuz Oğlakcıoğlu,A5037791523,Mustafa Temmuz Oğlakcıoğlu,,2015,2015,1,W2917742822
,Christopher Kämper,A5037899098,Christopher Kämper,,2018,2018,1,W4250961147
,Stefan J. Geibel,A5038008306,Stefan J. Geibel,,2007,2013,2,W2086245713
,Christian Walter,A5038026404,Christian Walter,,2015,2015,1,W2915208153
,Oliver Klein,A5038032799,Oliver Klein,,2018,2018,1,W2790894846
,Florian Jeßberger,A5038153836,Florian Jeßberger,,2022,2022,1,W4221073245
,Annabelle Meier,A5038200889,Annabelle Meier,,2023,2023,1,W4315486672
,Katharina Hilbig,A5038289082,Katharina Hilbig,,2008,2008,1,W4229517203
,Ulrich Eisenberg,A5038303560,Ulrich Eisenberg,,2006,2011,2,W4205687249
,Peter Götz v. Olenhusen,A5038333277,Peter Götz v. Olenhusen,,2015,2015,1,W2763748944
,Meinhard Schröder,A5038403540,Meinhard Schröder,,2019,2021,2,W4234533640
,Louisa Specht,A5038418877,Louisa Specht,,2017,2017,1,W2747466591
,Peter Hocke,A5038436133,Peter Hocke,,2006,2006,1,W4246427973
,Markus Gehrlein,A5038467462,Markus Gehrlein,,2006,2008,2,W4237881952
,Hans Peter Bull,A5038548188,Hans Peter Bull,,2017,2017,1,W2752464043
,Christian A. Heinze,A5038636768,Christian Heinze,,2011,2011,1,W1994725109
,Christian Heinze,A5038636768,Christian Heinze,,2023,2023,1,W4383294940
,Indra Spiecker gen. Döhmann,A5038683189,Indra Spiecker gen. Döhmann,,2014,2024,4,W4394925247
,Peter W. Tettinger,A5038723001,Peter W. Tettinger,,2006,2006,1,W1984597488
,Kurt Faßbender,A5038747410,Kurt Faßbender,,2006,2006,1,W2096460404
,Josef Isensee,A5038871101,Josef Isensee,,2013,2015,2,W2891758389
,Tim Drygala,A5038872086,Tim Drygala,,2006,2006,1,W2086285193
,Henning Rosenau,A5038942469,Henning Rosenau,,2007,2007,1,W4241431802
,Damian Schmidt,A5038956581,Damian Schmidt,,2019,2022,2,W4285221796
,Jörg Schöpper,A5038990715,Jörg Schöpper,,2016,2016,1,W2411173873
,Martin Heckel,A5039028047,Martin Heckel,,2012,2012,1,W2064988404
,Florian Eichel,A5039058676,Florian Eichel,,2011,2022,3,W4285193152
,Gerald Spindler,A5039175769,Gerald Spindler,,2006,2023,9,W4386717009
,Christoph Althammer,A5039177530,Christoph Althammer,,2006,2008,2,W4206739733
,Pauline Grotz,A5039226909,Pauline Grotz,,2015,2015,1,W2918164088
,Bernhard Linnartz,A5039245737,Bernhard Linnartz,,2016,2016,1,W2411173873
,Jan Schapp,A5039280502,Jan Schapp,,2006,2006,1,W1980016700
,Sven Jürgensen,A5039291262,Sven Jürgensen,,2018,2018,1,W2885137341
,Wolfgang Durner,A5039314862,Wolfgang Durner,,2015,2015,1,W2332981798
,Jürgen Lorse,A5039340621,Jürgen Lorse,,2018,2018,1,W2890099126
,Ehebald,A5039353267,Ehebald,,2023,2023,1,W3008057544
,Alexander Scheuch,A5039379298,Alexander Scheuch,,2018,2024,2,W4394925373
,Christoph Zehetgruber,A5039428047,Christoph Zehetgruber,,2020,2020,1,W3016963397
,Stefan Talmon,A5039482465,Stefan Talmon,,2013,2020,4,W3096248894
,Stefan Drechsler,A5039500134,Stefan Drechsler,,2023,2023,1,W4352992992
,Jörn Axel Kämmerer,A5039518785,Jörn Axel Kämmerer,,2006,2006,1,W4237820330
,Jens Bülte,A5039520097,Jens Bülte,,2010,2015,3,W2915818419
,Stephan Lorenz,A5039595469,Stephan Lorenz,,2013,2024,4,W4392779357
,Heiner Alwart,A5039598734,Heiner Alwart,,2006,2022,4,W4315834756
,Renate Schaub,A5039640047,Renate Schaub,,2011,2017,2,W2606918046
,Joachim Münch,A5039652649,Joachim Münch,,2009,2013,2,W4211009124
,Bertram Lomfeld,A5039658733,Bertram Lomfeld,,2019,2019,1,W4253760383
,Heike Krieger,A5039782932,Heike Krieger,,2022,2022,1,W4312913829
,Sven Simon,A5039812689,Sven Simon,,2017,2017,1,W2686174783
,Heinrich Lang,A5039877065,Heinrich Lang,,2022,2022,1,W4226145372
,Marina Wellenhofer,A5039928862,Marina Wellenhofer,,2009,2024,4,W4390749674
,Markus Lieberknecht,A5039997862,Markus Lieberknecht,,2019,2019,1,W2936886198
,Rüdiger Wilhelmi,A5040000254,Rüdiger Wilhelmi,,2009,2014,2,W3028263716
,Heike Schmitz,A5040100401,Heike Schmitz,,2011,2011,1,W2327705092
,Peter Rawert,A5040112541,Peter Rawert,,2019,2019,1,W2945318298
,Tom Wolk,A5040192371,Tom Wolk,,2022,2022,1,W4312728675
,Astrid Strack,A5040217457,Astrid Strack,,2010,2010,1,W2061701363
,Henning Rosenau,A5040235448,Henning Rosenau,,2013,2013,2,W2059490024
,Georg Freund,A5040261884,Georg Freund,,2009,2020,5,W4244805101
,Thomas Lobinger,A5040279142,Thomas Lobinger,,2006,2023,6,W4386394020
,Caspar Behme,A5040523372,Caspar Behme,,2021,2021,1,W3156637375
,Michael Schwarz,A5040574964,Michael Schwarz,,2019,2019,1,W4233634643
,Lutz Eidam,A5040608292,Lutz Eidam,,2009,2023,2,W4352991947
,Jürgen Basedow,A5040643583,Jürgen Basedow,,2019,2019,1,W2915640170
,Indra Spiecker genannt Döhmann,A5040689519,Indra Spiecker genannt Döhmann,,2011,2011,1,W2023358510
,Ansgar Ohly,A5040713496,Ansgar Ohly,,2006,2022,3,W4213114165
,Michael Anderheiden,A5040713949,Michael Anderheiden,,2008,2008,1,W2011839853
,Andreas Kerkemeyer,A5040771922,Andreas Kerkemeyer,,2023,2023,1,W4387755973
,Katharina Reus,A5040783795,Katharina Reus,,2010,2010,1,W1996566744
,Dominik Arndt,A5040800861,Dominik Arndt,,2009,2009,1,W2088000993
,Marco Brand,A5040805900,Marco Brand,,2012,2013,2,W2082531944
,Markus Krajewski,A5040806949,Markus Krajewski,,2010,2010,2,W4253751342
,Patrick Nölscher,A5040849038,Patrick Nölscher,,2023,2023,1,W4386499770
,Christian Krane,A5040849890,Christian Krane,,2006,2006,1,W4240895072
,Norbert Ullrich,A5040879686,Norbert Ullrich,,2014,2016,2,W2915374530
,Carsten Jungmann,A5041154496,Carsten Jungmann,,2009,2009,1,W2092508435
,Florian Rödl,A5041207497,Florian Rödl,,2016,2016,1,W4249939409
,Katja Langenbucher,A5041215595,Katja Langenbucher,,2011,2023,3,W4389443152
,Sudabeh Kamanabrou,A5041266715,Sudabeh Kamanabrou,,2018,2018,1,W4246044911
,Heribert Hirte,A5041298886,Heribert Hirte,,2013,2013,1,W4246779073
,Katharina Kaesling,A5041338015,Katharina Kaesling,,2019,2019,1,W2955756986
,Michael Coester,A5041347054,Michael Coester,,2008,2008,1,W4206389528
,Thorsten Ingo Schmidt,A5041542104,Thorsten Ingo Schmidt,,2020,2021,2,W4237100747
,Helmuth Schulze-Fielitz,A5041768752,Helmuth Schulze‐Fielitz,,2007,2018,3,W4210451492
,Christoph Palzer,A5041804843,Christoph Palzer,,2013,2013,1,W4214590363
,Norbert Hoerster,A5041916422,Norbert Hoerster,,2008,2009,3,W4248641358
,Franz Jürgen Säcker,A5041920991,Franz Jürgen Säcker,,2006,2010,3,W45963448
,Philipp Lamprecht,A5042042525,Philipp Lamprecht,,2013,2013,1,W2082378994
,Willy Spannowsky,A5042096320,Willy Spannowsky,,2006,2006,1,W2317912323
,Wolfgang Hoffmann-Riem,A5042099192,Wolfgang Hoffmann-Riem,,2007,2014,4,W4250967659
,Robert Esser,A5042236445,Robert Esser,,2010,2010,1,W2075859992
,Karsten Herzmann,A5042314080,Karsten Herzmann,,2011,2011,1,W2070760390
,Florian Sander,A5042316320,Florian Sander,,2018,2022,2,W4312586834
,Alexander Silke,A5042411128,Alexander Silke,,2019,2019,1,W2971823643
,Daniel Zimmer,A5042425906,Daniel Zimmer,,2008,2022,6,W4296010602
,Renate Schaub,A5042530928,Renate Schaub,,2007,2007,1,W2032365954
,José Martinez,A5042543128,José Martínez,,2007,2007,1,W2083218821
,Philipp Overkamp,A5042691025,Philipp Overkamp,,2023,2023,1,W4384789425
,Stephan Walter,A5042761059,Stephan Walter,,2018,2018,1,W2806410369
,Detlev Fischer,A5042778087,Detlev Fischer,,2010,2010,1,W2028587505
,Andreas J. Baumert,A5042901186,Andreas J. Baumert,,2017,2021,2,W3133729379
,Maximilian J. Alter,A5042935695,Maximilian J. Alter,,2015,2017,2,W2608780235
,Bettina Gausing,A5042982823,Bettina Gausing,,2023,2023,1,W4387316950
,Reinhard Singer,A5042996264,Reinhard Singer,,2007,2021,2,W4235167346
,Lars Hummel,A5043094237,Lars Hummel,,2012,2012,1,W2092024284
,Pola Marie Brünger,A5043107320,Pola Marie Brünger,,2022,2022,1,W4312624319
,Michael Goldhammer,A5043217442,Michael Goldhammer,,2016,2016,2,W4253442460
,Wolfgang Wurmnest,A5043255293,Wolfgang Wurmnest,,2010,2010,1,W4243895898
,Wolfgang Mitsch,A5043263600,Wolfgang Mitsch,,2008,2023,4,W4352993822
,Anne Peters,A5043413628,Anne Peters,,2010,2010,1,W1965415968
,Pirmin Herz,A5043434757,Pirmin Herz,,2017,2017,1,W2612675133
,Michael Blomeyer,A5043517398,Michael Blomeyer,,2010,2010,1,W2048455528
,Stephan Meder,A5043576213,Stephan Meder,,2006,2016,6,W2558168690
,Peter Derleder,A5043625769,Peter Derleder,,2007,2015,3,W4243029625
,Hendrik Heesen,A5043630337,Hendrik Heesen,,2022,2022,1,W4205779744
,Tino Frieling,A5043652101,Tino Frieling,,2017,2017,1,W4237733894
,Jens Puschke,A5043708386,Jens Puschke,,2017,2017,1,W2763642154
,Florian Huerkamp,A5043800282,Florian Huerkamp,,2011,2013,2,W4246998481
,Melanie Stracke,A5043848952,Melanie Stracke,,2011,2011,1,W4248621910
,Johanna Hey,A5043902431,Johanna Hey,,2007,2007,1,W2014110224
,Michael Heese,A5043904668,Michael Heese,,2016,2019,2,W2953849001
,Christina Kamm,A5043924519,Christina Kamm,,2018,2018,1,W2889928304
,Jochen Mohr,A5043942408,Jochen Mohr,,2011,2019,2,W2935717124
,Manuel Bieri,A5043960783,Marco Bieri,,2022,2022,1,W4285193152
I149899117,Alexander Morell,A5044043542,Alexander Morell,Max Planck Society,2019,2019,1,W2971962449
I4210136328,Alexander Morell,A5044043542,Alexander Morell,Max Planck Institute for Research on Collective Goods,2019,2019,1,W2971962449
,Alexander Morell,A5044043542,Alexander Morell,,2014,2014,1,W4252387053
,Anke Müller-Jacobsen,A5044053366,Anke Müller-Jacobsen,,2018,2018,1,W2916361732
,Andreas W. Hofmann,A5044061323,Andreas W. Hofmann,,2014,2014,1,W1976948196
,Corinna Sicko,A5044092368,Corinna Sicko,,2013,2013,1,W2050701359
,Jens Petersen,A5044194049,Jens Petersen,,2010,2010,1,W4233418770
,Dieter Grimm,A5044221668,Dieter Grimm,,2009,2018,2,W2092294622
,Eduard Picker,A5044276678,Eduard Picker,,2008,2023,5,W4362569921
,Peter Hemeling,A5044351475,Peter Hemeling,,2018,2018,1,W2916174966
,Christoph Kirsch,A5044364762,Christoph Kirsch,,2011,2011,2,W4252646305
,Bernd Kannowski,A5044409092,Bernd Kannowski,,2012,2024,4,W4392205454
,Clemens Höpfner,A5044508472,Clemens Höpfner,,2009,2023,4,W825255761
,Daniela Schmitt,A5044560746,Daniela Schmitt,,2024,2024,1,W4394925227
,Christian Waldhoff,A5044606467,Christian Waldhoff,,2008,2024,8,W4391490191
,Walter Grasnick,A5044612556,Walter Grasnick,,2007,2007,1,W2062893277
,Eckart Klein,A5044635575,Eckart Klein,,2006,2006,1,W2010004985
,Claus Wilhelm Canaris,A5044638954,Claus Wilhelm Canaris,,2011,2011,1,W2087474924
,Gerd Morgenthaler,A5044715061,Gerd Morgenthaler,,2010,2011,2,W4248621910
,Martin Kment,A5044716174,Martin Kment,,2010,2010,2,W2033418142
,Ewald Wiederin,A5044853901,Ewald Wiederin,,2019,2019,1,W2915890704
,Gerhard Dilcher,A5044871047,Gerhard Dilcher,,2007,2007,1,W1984483596
,Henning Lorenz,A5044871850,Henning Lorenz,,2017,2017,2,W2765328601
,Klaus-Dieter Drüen,A5044974674,Klaus-Dieter Drüen,,2010,2010,1,W4243158851
,Andreas Spickhoff,A5044977132,Andreas Spickhoff,,2008,2022,12,W4255254552
,Michael Fischer,A5045018128,Michael Fischer,,2007,2007,1,W2009454169
,Matthias Becker,A5045027342,Matthias Becker,,2023,2023,1,W4320924050
,Josef Ruthig,A5045069019,Josef Ruthig,,2011,2011,1,W1968015096
,Benjamin Lahusen,A5045203302,Benjamin Lahusen,,2015,2015,1,W2917169010
,Jan Thiessen,A5045310266,Jan Thiessen,,2018,2019,2,W2972298267
,Ulrike Müßig,A5045372636,Ulrike Müßig,,2006,2015,4,W4248692563
,Klaus Lüderssen,A5045382041,Klaus Lüderssen,,2006,2015,2,W4230288653
,Leo Schapiro,A5045502917,Leo Schapiro,,2013,2013,1,W1974180596
,Max-Emanuel Geis,A5045508997,Max-Emanuel Geis,,2016,2016,1,W2917072796
,Christina Globke,A5045623016,Christina Globke,,2012,2012,1,W4237027296
,Heinrich Amadeus,A5045732555,Heinrich Amadeus,,2011,2011,1,W4256243866
,Joachim Wolf,A5045747392,Jean‐Pierre Wolf,,2013,2013,1,W2032071714
,Robert Lange,A5045760369,Robert R. Lange,,2006,2006,1,W84977682
,Victor Habrich,A5045816079,Victor Habrich,,2019,2019,1,W2982304077
,M. v. Niederhöffer,A5045843274,M. v. Niederhöffer,,2023,2023,1,W3009106620
,Martin Engel,A5045863890,Martin Engel,,2010,2014,2,W2074828047
,Johanna Reichel,A5045868182,Johanna Reichel,,2018,2018,1,W2902458893
,Anna Katharina Mangold,A5045913814,Anna Katharina Mangold,,2023,2023,1,W4386389418
,Judit Neumann,A5045921366,Judit Neumann,,2013,2013,1,W4237163779
,Matthias Rüping,A5045948726,Matthias Rüping,,2012,2012,1,W2029333375
,Julian von Lucius,A5045976306,Julian von Lucius,,2011,2011,1,W2092759061
,Wilhelm Dütz,A5046161276,Wilhelm Dütz,,2009,2009,1,W2313827057
,Stephan Madaus,A5046163403,Stephan Madaus,,2006,2016,2,W4236499556
,Tobias Kulhanek,A5046167534,Tobias Kulhanek,,2022,2022,1,W4206197990
,Sönke Gerhold,A5046294652,Sönke Gerhold,,2015,2015,1,W2334512878
,Axel Halfmeier,A5046299801,Axel Halfmeier,,2012,2022,2,W4285061670
,Reinhard Damm,A5046314469,Reinhard Damm,,2009,2009,1,W2032389297
,Clara Folger,A5046330876,Clara Folger,,2023,2023,1,W4368247832
