"institution_id","raw_author_name","author_id","cleaned_author_name","cleaned_institution_name","min_pubyear","max_pubyear","publ_cnt","example_id"
,Stefan Baufeld,A5015394610,Stefan Baufeld,,2007,2007,1,W2048254770
,Jan Lieder,A5015550630,Jan Lieder,,2015,2015,1,W2406007077
,Luís Greco,A5015577004,Luís Greco,,2016,2019,2,W4248389544
,Christian Otmar Fuchs,A5015643346,Christian Fuchs,,2013,2013,1,W2042826655
,Thomas Rönnau,A5015659955,Thomas Rönnau,,2007,2018,6,W4253761295
,Matthias Bäcker,A5015755343,Matthias Bäcker,,2016,2016,1,W2466811278
,Moritz Renner,A5015759350,Moritz Renner,,2013,2023,3,W4366424674
,Stefanie Bock,A5015763769,Stefanie Bock,,2008,2015,3,W2917907323
I154338468,Jens-Peter Schneider,A5015773296,Jens-Peter Schneider,University of Fribourg,2015,2015,1,W2017327064
,Jan von Hein,A5015782100,Jan von Hein,,2008,2016,5,W4250789390
,Karoline Maria Linzbach,A5015874191,Karoline Maria Linzbach,,2021,2022,2,W4285141585
,Christian Berger,A5015885229,Christian Berger,,2017,2017,1,W2722069678
,Rupprecht Podszun,A5015895204,Rupprecht Podszun,,2017,2017,1,W4254480137
,Robert Leicht,A5015909373,Robert Leicht,,2006,2006,1,W1977249018
,Hans Heinrich Rupp,A5015966119,Hans Heinrich Rupp,,2006,2008,2,W2024404042
,Angela Metzmacher,A5016063873,Angela Metzmacher,,2011,2011,1,W4236568622
,Klaus Bitterich,A5016073612,Klaus Bitterich,,2009,2012,2,W4251360639
,Tim Wihl,A5016090634,Tim Wihl,,2013,2013,1,W1973954671
,Bernhard Schlink,A5016104452,Bernhard Schlink,,2007,2013,2,W2078065289
I149899117,Thomas Duve,A5016180289,Thomas Duve,Max Planck Society,2020,2020,1,W3048757621
I4210095813,Thomas Duve,A5016180289,Thomas Duve,Max Planck Institute for Legal History and Legal Theory,2020,2020,1,W3048757621
,Thomas Duve,A5016180289,Thomas Duve,,2015,2015,1,W2317251756
,Marcus Bsaisou,A5016212525,Marcus Bsaisou,,2014,2014,1,W1968151950
,Wolf-Dietrich Walker,A5016220400,Wolf-Dietrich Walker,,2010,2011,4,W4239000751
,Johannes Gansmeier,A5016226826,Johannes Gansmeier,,2022,2022,1,W4315834800
,Steffen Schlinker,A5016314518,Steffen Schlinker,,2016,2016,1,W2488362928
,Dres. h. c. ErnstA. Kramer,A5016389483,Dres. h. c. ErnstA. Kramer,,2017,2017,1,W2569053053
,Martin Gebauer,A5016406180,Martin Gebauer,,2011,2024,2,W4393954411
,Arndt Teichmann,A5016409282,Arndt Teichmann,,2016,2020,2,W3032967526
,Martin Will,A5016411806,Martin Will,,2019,2022,2,W4210622144
,Hanno Kube,A5016429930,Hanno Kube,,2007,2016,4,W4254652579
,Lisa Pfaffinger,A5016431452,Lisa Pfaffinger,,2013,2013,1,W2023052591
,Michael Pawlik,A5016557206,Michael Pawlik,,2007,2020,4,W4237455364
,Manfred Baldus,A5016639523,Manfred Baldus,,2008,2008,1,W2044676331
,Moritz Vormbaum,A5016656655,Moritz Vormbaum,,2015,2022,3,W4285148179
,Markus Ludwigs,A5016784467,Markus Ludwigs,,2008,2021,4,W4233444896
I149899117,Armin Steinbach,A5016874095,Armin Steinbach,Max Planck Society,2016,2017,2,W2735809885
I4210136328,Armin Steinbach,A5016874095,Armin Steinbach,Max Planck Institute for Research on Collective Goods,2016,2017,2,W2735809885
,Armin Steinbach,A5016874095,Armin Steinbach,,2013,2019,2,W2992118252
,Stephan Hobe,A5016916767,Stephan Hobe,,2013,2013,1,W1966709990
I22912315,Tim Willy Peter Dornis,A5016993082,Tim W. Dornis,British Institute of International and Comparative Law,2018,2018,1,W2800740221
I90697900,Tim W. Dornis,A5016993082,Tim W. Dornis,EBS University of Business and Law,2017,2017,1,W3196464719
,Tim W. Dornis,A5016993082,Tim W. Dornis,,2018,2018,2,W2799614833
,Diethelm Klesczewski,A5017020929,Diethelm Klesczewski,,2010,2015,3,W4255936008
,Maximilian Wallerath,A5017031538,Maximilian Wallerath,,2008,2022,2,W4312701601
,Pascale Cancik,A5017040841,Pascale Cancik,,2021,2021,1,W3158082736
,Clemens Latzel,A5017060920,Clemens Latzel,,2021,2023,2,W4384787952
,Mathias Habersack,A5017117401,Mathias Habersack,,2006,2015,8,W4256497112
,Jennifer Koch,A5017196348,Jennifer Koch,,2022,2022,1,W4294225124
,Miguel Teixeira de Sousa,A5017198039,Miguel Teixeira de Sousa,,2013,2013,1,W4238881276
,Johanna Hey,A5017201964,Johanna Hey,,2006,2014,2,W2321119532
,Gerhard Wagner,A5017227881,Gerhard Wagner,,2006,2006,1,W2064948899
,Holger Fleischer,A5017277882,Holger Fleischer,,2008,2024,6,W4391354407
,Volker Römermann,A5017342263,Volker Römermann,,2006,2006,1,W2615736269
,B. Sharon Byrd,A5017392358,Betsy Byrd,,2007,2007,1,W1967886951
,Isabelle Ley,A5017395035,Isabelle Ley,,2010,2010,1,W2006529277
I149899117,Jürgen Basedow,A5017400830,Jürgen Basedow,Max Planck Society,2016,2016,1,W2335111362
I4210112296,Jürgen Basedow,A5017400830,Jürgen Basedow,Max Planck Institute for Comparative and International Private Law,2016,2016,1,W2335111362
,Jürgen Basedow,A5017400830,Jürgen Basedow,,2018,2018,1,W2783912144
,Stephan Rixen,A5017427769,Stephan Rixen,,2006,2019,10,W3128405045
,Karl-Ludwig Kunz,A5017441226,Karl-Ludwig Kunz,,2018,2018,1,W2916320776
,Jochen Hoffmann,A5017523407,Jochen Hoffmann,,2008,2022,3,W4291498092
,Frank Stolmann,A5017527074,Frank Stolmann,,2007,2007,1,W2007339947
,Christoph Moes,A5017677807,Christoph Moes,,2017,2020,2,W3033866869
,Katja Gelinsky,A5017687956,Katja Gelinsky,,2021,2021,1,W3172366675
,Rainer Tietzsch,A5017770876,Rainer Tietzsch,,2024,2024,1,W4393954467
,Winfried Hassemer,A5017797975,Winfried Hassemer,,2008,2008,1,W2071254996
,Tonio Walter,A5017818055,Tonio Walter,,2012,2023,6,W4323025025
,Ulrich Karpen,A5017865707,Ulrich Karpen,,2006,2009,4,W2512952644
,Dieter Gosewinkel,A5017891041,Dieter Gosewinkel,,2019,2019,1,W2955558400
,Dennis Reschke,A5017938059,Dennis Reschke,,2011,2011,1,W2040454325
,Frank Hoffmeister,A5017942700,Frank Hoffmeister,,2006,2006,1,W1982585442
,Steffen Detterbeck,A5017972003,Steffen Detterbeck,,2019,2019,1,W2953836494
,Thomas Hinz,A5018085687,Thomas Hinz,,2016,2016,1,W2523168933
,Samy G. Sharaf,A5018142704,Samy G. Sharaf,,2023,2023,1,W4389443081
,Liane Wörner,A5018233338,Liane Wörner,,2012,2012,1,W2003196881
,Georg Steinberg,A5018281576,Georg Steinberg,,2006,2017,10,W4238692059
I149899117,Armin von Bogdandy,A5018340277,Armin von Bogdandy,Max Planck Society,2011,2014,2,W2051413530
I4210141359,Armin von Bogdandy,A5018340277,Armin von Bogdandy,Max Planck Institute for Comparative Public Law and International Law,2011,2014,2,W2051413530
,Armin von Bogdandy,A5018340277,Armin von Bogdandy,,2017,2024,3,W4391854301
,Oliver Remien,A5018433900,Oliver Remien,,2019,2019,1,W2915640170
,Arnold Lehmann-Richter,A5018443219,Arnold Lehmann-Richter,,2023,2023,1,W4318612575
,Dominik Brodowski,A5018499957,Dominik Brodowski,,2013,2017,3,W4250425157
,Ulrich Haltern,A5018544578,Ulrich Haltern,,2007,2007,3,W2079940804
,Ralph Christensen,A5018579308,Ralph Christensen,,2010,2013,3,W4248472244
,Felix Hammer,A5018594777,Felix Hammer,,2019,2019,1,W2948490277
I2800048442,Jörg Philipp Terhechte,A5018805039,Jörg Philipp Terhechte,Center for International Environmental Law,2019,2019,1,W2916742132
,Jörg Philipp Terhechte,A5018805039,Jörg Philipp Terhechte,,2020,2022,2,W4312850931
,Kai Cornelius,A5018843262,Kai Cornelius,,2007,2015,2,W4248089804
,Wolfgang Ernst,A5018855277,Wolfgang Ernst,,2012,2014,2,W2063553136
,Bettina Weißer,A5018878135,Bettina Weißer,,2008,2016,2,W3147080071
,Michael Heese,A5018939636,Michael Heese,,2020,2020,1,W3007295619
,Johanna Wolff,A5018949893,Johanna Wolff,,2012,2012,1,W2033789041
,Meike Peters,A5019120828,Meike Peters,,2007,2007,1,W4241431802
,Christoph Ohler,A5019145066,Christoph Ohler,,2006,2008,2,W4205309751
,Benjamin G. Engst,A5019200088,Benjamin G. Engst,,2017,2017,1,W2750792014
,Stephan Vielmeier,A5019205592,Stephan Vielmeier,,2011,2011,1,W4241474157
,Jan Henrik Klement,A5019309106,Jan Henrik Klement,,2008,2017,4,W4230046356
,Oliver Lepsius,A5019339610,Oliver Lepsius,,2008,2021,14,W4245869136
,Sebastian Sternberg,A5019385786,Sebastian Sternberg,,2017,2017,1,W2750792014
,Filippo Ranieri,A5019486371,Filippo Ranieri,,2017,2019,2,W2974793522
,Franz Reimer,A5019668679,Franz Reimer,,2008,2008,1,W2081669278
I149899117,Anuscheh Farahat,A5019704023,Anuscheh Farahat,Max Planck Society,2017,2017,1,W2769476462
I4210141359,Anuscheh Farahat,A5019704023,Anuscheh Farahat,Max Planck Institute for Comparative Public Law and International Law,2017,2017,1,W2769476462
,Anuscheh Farahat,A5019704023,Anuscheh Farahat,,2020,2020,1,W3036180817
,Charlotte Schmitt-Leonardy,A5019747285,Charlotte Schmitt-Leonardy,,2016,2022,3,W4205126159
,Greta Göbel,A5019778490,Greta Göbel,,2023,2023,1,W4368247786
,Lutz Eidam,A5019779275,Lutz Eidam,,2012,2014,2,W2916468310
,Jörg Fritzsche,A5019811605,Jörg Fritzsche,,2010,2014,3,W4246532572
,Johannes Rottmann,A5019835130,Johannes Rottmann,,2018,2018,1,W2789713985
,Frank Meyer,A5019964982,Frank Meyer,,2016,2023,3,W4362569789
,Catherine Haguenau-Moizard,A5019983084,Catherine Haguenau-Moizard,,2016,2016,1,W2485764428
,Michael Gutfried,A5019990943,Michael Gutfried,,2008,2008,1,W1998274777
,Walter Bayer,A5019993386,Walter Bayer,,2019,2019,1,W4248557296
,Matthias Roßbach,A5019997741,M. Roßbach,,2014,2014,1,W2052061173
,Mehrdad Payandeh,A5020053366,Mehrdad Payandeh,,2012,2018,3,W2916272072
,Henrike von Scheliha,A5020076129,Henrike von Scheliha,,2023,2023,1,W4384789425
,Johanna Cormann,A5020121131,Johanna Cormann,,2020,2020,1,W3002288770
,Anika Burkhardt,A5020128434,Anika Burkhardt,,2011,2011,1,W133573864
,Gerson Trüg,A5020141540,Gerson Trüg,,2016,2016,1,W2479717968
,Gerhard Walter,A5020151381,Gerhard Walter,,2007,2007,1,W2055850515
,Kilian Wegner,A5020190641,Kilian Wegner,,2014,2014,1,W4253761295
,Marco Wagner,A5020207561,Marco Wagner,,2008,2008,1,W1985086785
,Jule Martenson,A5020213944,Jule Martenson,,2016,2016,1,W2515677457
,Kai Peter Purnhagen,A5020318153,Kai Purnhagen,,2011,2011,1,W2059024236
,Bernd Rüthers,A5020569206,Bernd Rüthers,,2006,2020,15,W76977438
,Yvonne Wilms,A5020575378,Yvonne Wilms,,2018,2018,1,W2903668760
,Eckart Gottschalk,A5020678843,Eckart Gottschalk,,2007,2007,1,W4238976988
,Johannes Stürner,A5020783410,Johannes Stürner,,2016,2023,2,W4366432563
,Johanna Erler,A5020827002,Johanna Erler,,2015,2015,1,W2332457020
,Henning Tappe,A5020957321,Henning Tappe,,2016,2016,1,W2915699949
,Andreas Hoyer,A5020960304,Andreas Høyer,,2011,2011,1,W2326762075
,Christoph Thole,A5021174679,Christoph Thole,,2010,2016,6,W4238770478
,Michael Grünberger,A5021262538,Michael Grünberger,,2006,2018,6,W4247594520
,Rüdiger Zuck,A5021308073,Rüdiger Zuck,,2006,2008,5,W4252780567
,Jan Wilhelm,A5021366831,Jan Wilhelm,,2013,2023,7,W4362569921
,Mathias Hong,A5021385900,Mathias Hong,,2012,2012,1,W1984224500
,Hartmut Oetker,A5021386263,Hartmut Oetker,,2015,2016,2,W4240819171
,Cosima Möller,A5021417000,Cosima Möller,,2017,2019,2,W2983143082
,Ines Härtel,A5021435457,Ines Härtel,,2007,2008,3,W4243364042
,Wolfgang Weiss,A5021476799,Wolfgang Weiß,,2014,2014,1,W2106982606
,Ann-Kristin Mayrhofer,A5021491638,Ann-Kristin Mayrhofer,,2022,2022,1,W4315834801
,Christian Gomille,A5021520497,Christian Gomille,,2013,2017,3,W2600326837
,Christian Johnson,A5021544381,C. A. Johnson,,2018,2018,1,W2903668760
,Stefan Huster,A5021549248,Stefan Huster,,2006,2015,6,W4243133279
,Günter Frankenberg,A5021556755,Günter Frankenberg,,2008,2008,1,W2030404076
,Ludwig Gramlich,A5021562228,Ludwig Grämlich,,2016,2018,2,W2903003992
,Hans-W. Micklitz,A5021655388,Hans‐W. Micklitz,,2008,2008,1,W4232802661
,Ulrich Fastenrath,A5021694897,Ulrich Fastenrath,,2008,2012,2,W4254721683
,Benno Zabel,A5021778858,Benno Zabel,,2011,2021,3,W4248062039
,Sophie-Charlotte Lenski,A5021943501,Sophie-Charlotte Lenski,,2012,2014,2,W2917023988
,Thomas Raiser,A5021967836,Thomas Raiser,,2008,2008,1,W2019353330
,Ann-Marie Kaulbach,A5022077659,Ann-Marie Kaulbach,,2022,2022,1,W4312953228
,Felix M. Wilke,A5022079351,Felix M. Wilke,,2012,2012,1,W1976334365
,Georg Sandberger,A5022138585,Georg Sandberger,,2019,2019,1,W2955438993
,Jens Kersten,A5022142706,Jens Kersten,,2015,2015,1,W2332002261
,Horst Eidenmüller,A5022169012,Horst Eidenmüller,,2008,2012,4,W4237260853
,Hermann Plagemann,A5022172779,Hermann Plagemann,,2024,2024,1,W4393954467
,Otto Depenheuer,A5022226176,Otto Depenheuer,,2007,2007,1,W2007939174
,Rechtsanwalt Felix Busse,A5022286833,Rechtsanwalt Felix Busse,,2011,2011,1,W4255890843
,Giesela Rühl,A5022345689,Giesela Rühl,,2017,2023,6,W4323025063
,Reinhard Richardi,A5022416318,Reinhard Richardi,,2011,2011,1,W1975244408
,Katharina von Koppenfels-Spies,A5022520284,Katharina von Koppenfels-Spies,,2008,2022,3,W4312475417
,Andreas Fischer-Lescano,A5022588809,Andreas Fischer-Lescano,,2008,2018,4,W2918085146
,Ulrich Noack,A5022678551,Ulrich Noack,,2016,2018,2,W2892307645
,Ulrich Becker,A5022678642,U. Becker,,2008,2022,3,W4294225052
,Klaus Adomeit,A5022687621,Klaus Adomeit,,2006,2009,4,W2065996489
,Dörte Poelzig,A5022771518,Dörte Poelzig,,2007,2022,4,W4312393074
,Jörg Habetha,A5022833206,Jörg Habetha,,2007,2007,1,W1990442724
,Jens Prütting,A5022848886,Jens Prütting,,2014,2022,3,W4312728675
,James Bews,A5022850786,James Bews,,2015,2015,1,W2320041367
,Christian Ernst,A5022892121,Christian Ernst,,2023,2023,1,W4366432885
,Hans F. Zacher,A5022899827,Hans Friedrich Zacher,,2006,2006,1,W2059210359
,Martin Heger,A5022970598,Martin Heger,,2006,2014,7,W4250631106
,Sören Lichtenthäler,A5023040981,Sören Lichtenthäler,,2023,2023,1,W4384787341
,Wolfgang Graf Vitzthum,A5023058017,Wolfgang Graf Vitzthum,,2008,2017,2,W2761020448
,Paul Kirchhof,A5023067310,Paul Kirchhof,,2015,2015,1,W2312372462
,Robert Uerpmann-Wittzack,A5023083902,Robert Uerpmann-Wittzack,,2008,2008,1,W2004910067
,Manfred Maiwald,A5023088160,Manfred Maiwald,,2016,2016,1,W2336269054
,Heike Lesch,A5023107562,Heike Lesch,,2011,2011,1,W2327705092
,Ulrich Ehricke,A5023152644,Ulrich Ehricke,,2007,2009,2,W4255719817
,Dinah Huerkamp,A5023173318,Dinah Huerkamp,,2013,2013,1,W4246998481
,Klaus F. Röhl,A5023226358,Klaus F. Röhl,,2013,2022,2,W4296014301
,Martin Morlok,A5023286134,Martín Morlok,,2011,2019,5,W4240704627
,Klaus Rogall,A5023312400,Klaus Rogall,,2008,2015,3,W4244201905
,Andreas Glaser,A5023346670,Andreas Glaser,,2009,2009,1,W4234046123
,Elmar J. Mand,A5023379491,Elmar Mand,,2010,2010,1,W1996944985
,Adam Sagan,A5023395754,Adam Sagan,,2016,2016,1,W2396235969
,Tobias Ponßen,A5023414232,Tobias Ponßen,,2019,2019,1,W2966468385
,Markus Winkler,A5023429731,Markus Winkler,,2006,2024,19,W4392205399
,Joachim Zekoll,A5023449599,Joachim Zekoll,,2017,2017,1,W2772371446
,Michael Fuchs,A5023582232,Michael Fuchs,,2018,2018,1,W2810971165
,Hendrik van Laak,A5023597944,Hendrik van Laak,,2006,2006,1,W4254650707
,Philipp Reimer,A5023676506,Philipp Reimer,,2012,2017,8,W4253435406
,Frank Bauer,A5023685509,Frank Bauer,,2010,2010,1,W2037984212
,Berit Völzmann,A5023790357,Berit Völzmann,,2019,2019,1,W2954065842
,Gunnar Folke Schuppert,A5023840032,Gunnar Folke Schuppert,,2017,2017,1,W2567925860
,Sebastian Omlor,A5023840845,Sebastian Omlor,,2008,2023,4,W4388132274
,Johanna Croon-Gestefeld,A5023861641,Johanna Croon-Gestefeld,,2019,2023,2,W4380485691
,Axel Tschentscher,A5023917358,Axel Tschentscher,,2007,2007,1,W2089474449
,Peter Popp,A5023993559,Peter Popp,,2006,2006,1,W2079135908
,Roger Masterman,A5024014332,Roger Masterman,,2012,2012,1,W2031390876
,Georg Küpper,A5024023513,Georg Küpper,,2016,2016,1,W4239188166
,Christopher Schoenfleisch,A5024031471,Christopher Schoenfleisch,,2012,2015,3,W4237948222
,Marco Hößlein,A5024106000,Marco Hößlein,,2007,2007,1,W2104713133
,Anatol Dutta,A5024115402,Anatol Dutta,,2016,2023,3,W4383294940
,Bernhard W. Wegener,A5024276810,Bernhard W. Wegener,,2016,2016,1,W2518974269
,Gernot Sydow,A5024301152,Gernot Sydow,,2009,2022,7,W4285218030
,Björn Laukemann,A5024372331,Björn Laukemann,,2006,2009,2,W4231462728
,Gabriele Britz,A5024459851,Gabriele Britz,,2023,2023,1,W4384787380
,Ulrich Weber,A5024479918,Ulrich Weber,,2009,2009,1,W2059964495
,Jan Oster,A5024561997,Jan Oster,,2021,2021,1,W3129245086
,Peter Hilpold,A5024589518,Peter Hilpold,,2013,2020,2,W4244396488
,Peter Unruh,A5024608052,Peter Unruh,,2006,2006,1,W2005263060
,Klaus Sieveking,A5024663329,Klaus Sieveking,,2010,2010,1,W155096928
,Dagmar Felix,A5024784817,Dagmar Felix,,2018,2018,1,W4231687811
,Stefan Korioth,A5024936594,Stefan Korioth,,2009,2024,4,W4391491364
,Koenraad Lenaerts,A5024940796,Koenraad Lenaerts,,2017,2017,1,W2605668569
,Michael Kubiciel,A5024997955,Michael Kubiciel,,2009,2024,13,W4392205415
,Trutz M. Harder,A5025015316,Trutz M. Harder,,2019,2019,1,W2955711332
,Peter Unruh,A5025031204,Peter Unruh,,2006,2006,1,W1996736036
,Thilo Marauhn,A5025040159,Thilo Marauhn,,2013,2013,1,W1966709990
,Felix Becker,A5025051195,Mario Stanke,,2010,2010,1,W2072990968
,Georg Neureither,A5025160948,Georg Neureither,,2013,2013,1,W2073547875
,Christoph Barthe,A5025172342,Christoph Barthe,,2013,2013,1,W1973518588
,Armin Engländer,A5025183637,Armin Engländer,,2007,2023,11,W4352993401
,Stefanie Hromek,A5025193439,Stefanie Hromek,,2015,2015,1,W2335588644
,Jürgen Kühling,A5025281454,Jürgen Kühling,,2008,2023,9,W4388661010
,Martin Asholt,A5025317071,Martin Asholt,,2020,2021,2,W4232706200
,O.-L. Forel,A5025350635,O.-L. Forel,,2023,2023,1,W3023630713
,Angie Genenger,A5025381883,Angie Genenger,,2008,2008,1,W2022806658
,Klaus Kröger,A5025453757,Klaus Kröger,,2007,2007,2,W2054494869
,Stephan Balthasar,A5025532721,Stephan Balthasar,,2007,2007,1,W4237624049
,Anna-Lena Hollo,A5025539544,Anna-Lena Hollo,,2021,2021,1,W3122985695
,Andreas Lehner,A5025543394,Andreas F. Lehner,,2007,2007,1,W4239033479
,Axel Beater,A5025620678,Axel Beater,,2006,2006,1,W2031319878
,Marion Albers,A5025644737,Marion Albers,,2008,2008,1,W1977164621
,Bettina Heiderhoff,A5025645078,Bettina Heiderhoff,,2006,2021,4,W4253400829
,H.C. Heike Jung,A5025875391,Hanbyul Jung,,2017,2017,1,W2613313640
,Joachim Vogel,A5025898110,Joachim Vogel,,2006,2013,8,W4246427973
,Jochen Hoffmann,A5025953267,Jochen Hoffmann,,2021,2021,1,W3160133795
,Dietmar von der Pfordten,A5025955898,Dietmar von der Pfordten,,2006,2010,3,W4255158056
,Alexander Bruns,A5025999645,Alexander Bruns,,2007,2023,7,W4362569875
,Thomas Groß,A5026061564,Thomas Groß,,2012,2021,4,W3201169986
,Sandro Wiggerich,A5026075516,Sandro Wiggerich,,2012,2012,1,W2043660541
,Christian Traulsen,A5026082942,Christian Traulsen,,2013,2013,2,W4211203567
,Gebhard M. Rehm,A5026119774,Gebhard M. Rehm,,2007,2007,1,W4254981007
,Judith Froese,A5026200948,Judith Froese,,2015,2018,5,W4234079267
,Martin Schmidt-Kessel,A5026220706,Martin Schmidt-Kessel,,2010,2010,1,W82467260
,Gabriele Britz,A5026236779,Gabriele Britz,,2007,2014,4,W4241673371
,Maria Bröcker,A5026258029,Maria Bröcker,,2021,2021,1,W3123989272
,Nils Pelzer,A5026280527,Nils Pelzer,,2016,2016,1,W2339804218
,Horst-Peter Götting,A5026429276,Horst-Peter Götting,,2016,2016,1,W4232431063
,Matthias Pendl,A5026453860,Matthias Pendl,,2019,2019,1,W4233815045
,Moritz Vormbaum,A5026473333,Moritz Vormbaum,,2017,2020,2,W4210392486
,Peter-Christian Müller-Graff,A5026494722,Peter-Christian Müller-Graff,,2007,2007,1,W1965676559
,Dieter Birk,A5026631931,Dieter Birk,,2007,2007,1,W4244712641
,Johannes Eichenhofer,A5026667831,Johannes Eichenhofer,,2023,2023,1,W4389252176
,Stefan Korch,A5026757392,Stefan Korch,,2019,2019,1,W2945872784
,Friedrich-Christian Schroeder,A5027005631,Friedrich-Christian Schroeder,,2007,2019,17,W613304469
,Nina Dethloff,A5027015408,Nina Dethloff,,2009,2019,4,W4241824703
,Detlev W. Belling,A5027018871,Detlev W. Belling,,2010,2014,2,W56205254
,Andreas von Arnauld,A5027114315,Andreas von Arnauld,,2013,2013,1,W2018394198
,Maja Caroline Lehmann,A5027128880,Maja Caroline Lehmann,,2012,2012,1,W1991791584
,Jörg Scheinfeld,A5027158337,Jörg Scheinfeld,,2018,2018,1,W2790948809
,Philipp Bender,A5027164541,Philipp Bender,,2014,2014,1,W1989104663
,David Markworth,A5027170187,David Markworth,,2018,2019,2,W4229547553
,Christine Godt,A5027171205,Christine Godt,,2016,2016,1,W4235216151
,Sabine Swoboda,A5027187773,Sabine Swoboda,,2009,2009,1,W2026879690
,Roland Bornemann,A5027189016,Roland Bornemann,,2022,2022,1,W4213326973
,Werner Heun,A5027223980,Werner Heun,,2012,2014,2,W2088324764
,Juliane Kokott,A5027309650,Juliane Kokott,,2006,2006,1,W2034402915
,Hartmut Bauer,A5027381701,Hartmut Bauer,,2014,2014,1,W2017763763
,Christian Nierhauve,A5027421410,Christian Nierhauve,,2017,2017,1,W2763049878
,Stefan Thomas,A5027430791,Stefan Thomas,,2011,2011,1,W2051260202
,Reinmar Wolff,A5027462711,Reinmar Wolff,,2007,2008,2,W4243750003
,Christian Peter Hille,A5027511201,Christian Peter Hille,,2016,2017,2,W2600271606
,Claus Roxin,A5027530347,Claus Roxin,,2007,2009,2,W2048676814
,Björn Harich,A5027537657,Björn Harich,,2011,2011,1,W4244414783
,Björn M. Harich,A5027537657,Björn Harich,,2011,2011,1,W2004585071
,Bernd Mertens,A5027703075,Bernd Mertens,,2013,2013,1,W1975046159
,Gerd Roellecke,A5027725687,Gerd Roellecke,,2006,2011,2,W2013732576
,Jeremy Stevens,A5027788699,Jeremy Stevens,,2022,2022,1,W4285188527
,Christoph Möllers,A5027848947,Christoph Möllers,,2008,2023,12,W4386527865
,Marlene Schmidt,A5028056497,Marlene Schmidt,,2007,2007,1,W2074854551
,Hans-Georg Bollweg,A5028105778,Hans-Georg Bollweg,,2014,2014,1,W2032445975
,Wilfried Erbguth,A5028324619,Wilfried Erbguth,,2006,2006,1,W2003089426
,Sebastian Martens,A5028372805,S. Martens,,2006,2006,1,W2054585961
,Florian Loyal,A5028389661,Florian Loyal,,2012,2014,2,W4250626746
,Hans-Joachim Priester,A5028431962,Hans-Joachim Priester,,2009,2009,1,W1976157284
,Christoph Wendelstein,A5028444339,Christoph Wendelstein,,2014,2021,4,W823683865
,Thomas Dreier,A5028487967,Thomas Dreier,,2019,2019,1,W4234420591
,Dominik Rennert,A5028509956,Dominik Rennert,,2023,2023,1,W4366431695
,Michael Haimerl,A5028516114,Michael Haimerl,,2010,2010,1,W2040393547
,Hannes Unberath,A5028525329,Hannes Unberath,,2008,2010,3,W4238068769
,Peter W. Heermann,A5028528024,Peter W. Heermann,,2006,2015,4,W4244370522
,David Kästle-Lamparter,A5028531206,David Kästle-Lamparter,,2016,2016,1,W2535884794
,Markus Kaltenborn,A5028549540,Markus Kaltenborn,,2017,2017,1,W4251874103
,Scarlett Jansen,A5028590921,Scarlett Jansen,,2019,2019,1,W2954609230
I149899117,Sebastian J. Golla,A5028643317,Sebastian J. Golla,Max Planck Society,2014,2014,1,W1981506784
I4210134943,Sebastian J. Golla,A5028643317,Sebastian J. Golla,"Max Planck Institute for the Study of Crime, Security and Law",2014,2014,1,W1981506784
,Sebastian Golla,A5028643317,Sebastian J. Golla,,2021,2021,1,W3205339783
,Frank Meyer,A5028662508,Frank Meyer,,2015,2015,1,W2891181965
,Malte-Christian Gruber,A5028749625,Malte-Christian Gruber,,2023,2023,1,W4377002463
,Thomas Raff,A5028768864,Thomas Raff,,2022,2023,2,W4388660958
,Inge Scherer,A5028775662,Inge Scherer,,2007,2007,1,W1966732543
,Robert Freitag,A5028791030,Robert Freitag,,2020,2022,2,W4242812036
,Pia Lange,A5028881347,Pia Lange,,2019,2019,1,W2954627932
,Monika Frommel,A5028993215,Monika Frommel,,2013,2019,4,W4246809268
,Karlheinz Muscheler,A5029007311,Karlheinz Muscheler,,2006,2024,5,W4394938073
,Stephan Dorn,A5029009561,Stephan Dorn,,2010,2010,1,W2074732980
,Hans Joachim Hirsch,A5029036364,Hans Joachim Hirsch,,2007,2007,1,W2083461232
,Claus Luttermann,A5029078501,Claus Luttermann,,2009,2017,7,W2613256880
,Eva Inés Obergfell,A5029109683,Eva Inés Obergfell,,2006,2006,1,W4243844835
,Matthias Friehe,A5029171731,Matthias Friehe,,2014,2014,1,W4240218375
,Franz-Christoph Zeitler,A5029264784,Franz-Christoph Zeitler,,2022,2022,1,W4206019647
,Utz Schliesky,A5029326004,Utz Schliesky,,2015,2015,1,W2917202264
,Henning Radtke,A5029343097,Henning Radtke,,2019,2019,1,W2945885636
,Clemens Bogedain,A5029350920,Clemens Bogedain,,2020,2020,1,W4205833750
,Eric Armbrecht,A5029354069,Eric S. Armbrecht,,2020,2020,1,W3091652649
,Michael Kloepfer,A5029385259,Michael Klöepfer,,2009,2013,4,W4253125603
,Daniel-Erasmus Khan,A5029466493,Daniel-Erasmus Khan,,2009,2009,1,W2043869110
,Christian Brand,A5029555193,Christian Brand,,2011,2011,1,W2040454325
,Tanja Niedernhuber,A5029614766,Tanja Niedernhuber,,2022,2022,1,W4312946378
I149899117,Michael Stolleis,A5029655813,Michael Stolleis,Max Planck Society,2013,2013,1,W1993546342
I4210095813,Michael Stolleis,A5029655813,Michael Stolleis,Max Planck Institute for Legal History and Legal Theory,2013,2013,1,W1993546342
